Nama,Ulasan,Tanggal
Yuyuk Triana,Pasarnya bersih dan tertata dgn rapi sesuai dgn jenis dagangan yg dijual.. Modern krn menggunakan eskalator disetiap lantai.. Sangat nyaman..,2022-10-14
Sari Wijoyopuro,"traditional market in tourist area .. there are jamu, jajan pasar (various Javanese traditional snacks), vegetables, meat, chicken, tempe, and so on ..
Bakmi Pentil is one of the Javanese traditional snacks that you should try here ..",2018-10-14
Amalina Farahiya,"so happy food courtnya udah ada tfp, jadi andalan bgt kalo kesini pasti ke tfp",2023-10-14
Septia Yurisnawati,"Hari minggu siang panas-panas mampir kesini buat makan siang, langsung naik lantai 4 cek2 menu favorit ada yang buka ada yang tutup, langsung pesen, nunggu pesanan di pojok selatan angin kenceng banget tapi bisa liat view kota jogja. …",2023-10-14
Sri Sutanti,"Pasar modern, woahh bagus ini namanya pasar.
Saya datang malem hari tujuan untuk makan di rooftop. Tapi sayangnya, hari itu banyak yang sudah habis menu malam hari., Jadi hanya mampir sebentar saja. Next …",2023-10-14
Indra Nugraha,"A good Traditional market find all your kitchen needs here.. pretty tidy and clean place.. good vibe, good seller, good stuff..",2019-10-14
Leo Nardo,"Bakmie Jowo Harjo Geno.. Buka jam 18.00 sampai habis. Dibuatnya satu-satu. Memang ngantri agak lama tapi demi menjaga kualitas. Bakmie jowo gorengnya mantap. Menggunakan bahan-bahan pilihan dan ayam kampung. Harga mulai dari Rp 20.000,-",2019-10-14
Djoko Madurianto Sunarto,"Pasar ini sekarang lebih dikenal dengan rooftop cafe.

Jadi siap kecewa karena peminat makan ditempat dengan menikmati pemandangan …",2023-10-14
Amiruddin Sitompul,"Komplit pasarnya.. sayuran, buah2an, jajanan pasar, ikan segar dll",2018-10-14
GIIZAN FEILA,"Pasar modern bersih aman terkendali. Ditambah rooftop nya yg memanjakan mata saat senja tiba sambil menikmati hidangan yang disajikan.
Tapi jadi kangen pasar Prawirotaman saat masih jadi pasar tradisional....legend banget...ta terlupakan",2023-11-14
Febrianti Puspita,"Letaknya di pinggir jalan Parangtritis, amat terlihat dari jalan raya. Parkir motor yg ada atapnya ada di utara pasar, masuk lewat gang. Untuk belanja sebentar bisa parkir di depan pasar persis, masuk ke gang depannya, atau di sebelah …",2018-10-14
HNi Story,"Pasar tradisional modern
Bersih,tertata rapi
Beberapa los sudah melayani pembayaran nontunai
Akses naik turun sudah bagus (tersedia lift & ramp)",2023-10-14
DESNA,"parkiran luas, tempat makan juga luas, ternyata kalo kesana agak malem uda banyak yg tutup jd cuma kebagian nyicipin dimsum sama djajan moerni",2024-02-14
Fiko Agung,Pasar tradisonal dengan fasilitas modern. Ada escalatornya. Cukup ramai di pagi hari.,2022-10-14
Anwar,Makan nasi rica2 sapi. wenakk pollll,2024-04-14
Pras putro,Traditional market and you should have try Gudangan Rice only IDR 5.000 really cheap and healthy food i really recommend this menu especially for vegan. …,2022-10-14
Difa Zahrah Zakiyah,kuliner di lt 4 nya menarik dan enak buat nongkrong,2024-06-14
maulana malik,Ada foodcourtnya di lantai 4 dengan view kota dan perbukitan.,2023-10-14
von cherish,"Pasarnya keren spt mall. Ada travelatornya, bersih & tertata rapi. Konsep pasar tradisional yg modern",2024-02-14
Stlusur ID,Pasarnya Bersih&Rapi'..Tapi Pedagang Kelilingan Dilarang Masuk..Padahal Para Pedagang Keliling Juga Berkontribusi Dengan Membeli Sesuatu Didalamnya&Selagi Yang DiKelilingkan Bukan Barang Yang DiJualbelikan Kebanyakan Dipasar.. Berkontribusi Juga Dalam Roda Perekonomian Pasar,2023-11-14
zuha ira,Kalau cari jajan pasar ada di lantai 3! Sumpah murah murah banget!,2024-05-14
Lee Mytton,Wonderful traditional market with all the local staples,2023-10-14
tri widhiantoro,"Pasar nya bersih dan nyaman, enak buat belanja harian",2024-05-14
Asykur,Sudah bagus dan lantai 4 tersedia beberapa pilihan gerai makanan yg lumayan untuk dicoba sambil menikmati sore di terasa atas/patio gedung tsb,2023-12-14
isnaina yasna azzahra,"Lumayan bersih, meski sampai lantai 3 tp ga capek, tp masih bingung dengan tata letak dan posisi pedagang langganan semenjak kepindahan mereka..",2021-10-14
May Laksmi,"Kesini karena mau berkunjung ke spot kuliner yg ada di lantai paling atas, lantai 4.
Karena pas kesini hari Jumat siang, jadi banyaj stand yg masih tutup, yg buka …",2023-10-14
eL Le,"Kamar mandi yang cowo pintunya rusak, ga ada tempat untuk naruk celana atau jaket.",2024-03-14
Farid Dalimutiawan,Mampir ke pasar prawirotaman utk membeli bunga tabur buat keperluan berziarah sebelum bulan ramadhan,2024-04-14
Citra Niken,"Nyobain nyore di lt. 4 Pasar Prawirotaman .. menunya enak, harga wajar
Parkir motor & mobil di basement, naik pakai lift atau tangga
Yang menarik, ada layanan Ekraf disini .. ada tempat untuk podcast dsb, info …",2023-12-14
Tommy Efrata,"Pasar tradisional 4 lantai yang tertata dengan sangat baik. Bersih, kering, rapi dan tidak berbau. Dilengkapi eskalator yang memudahkan mobilitas pembeli.",2023-10-14
Yede Adi Prakarsa,"Rooftopnya bisa jadi tempat kumpul, kerja dan berkreasi. Ada ruang² kreatif yang disewakan. Walau ternyata harganya beda dengan yang di website. Tapi masih terjangkau",2023-12-14
okdwitya,"A must try food court at the roof top! Plenty food choice, with reasonable price. I love the seats facing the sunset , but becareful because it quite windy; you might get cold (or was it just me?) Hahaha..",2024-01-14
dyah setiawati,"Pasar yang modern dan tertata rapi ,bersih dan nyaman",2022-10-14
linda wulansari,"tempat nya bersih, fasilitas nya juga oke karena ada lift, mushola, co working space …",2023-10-14
Diansyah Andri Haris,"Pasar modern,bersih,nyaman,aman belanja disini",2024-06-14
Muhammad Irfan Zakiy,"Pasar yg bersih, modern dan cukup tertata dgn rapi. Tdk bingung untuk mencari beberapa jenis belanjaan, ada rooftop diatas bagus untuk menikmati pemandangan Jogja Selatan dipagi dan sore hari",2022-10-14
MUS TAJAB,"Wueeeass muantap pasar tradisional yg modern, ada cafe dgn panorama kota jogjat",2021-10-14
Tri Galih Prasetya,"Perpaduan kreativitas, public space dan kuliner",2024-08-14
blue creative official,"Wajah baru pasar Prawirotaman, lt 1 2 3 pasar tradisional, lt 4 co working space, tunggu th 2020-2021 ya",2020-10-14
Febrian Bagas Charismanto,Salah satu konsep pasar modern di Jogjakarta. Lumayan lengkap tiap lantai punya tema tersendiri.,2022-10-14
Titik Temu,"Dr kecil selalu diajak ke pasar ini sampe sekarang walau rumah lebih jauh tetap belanja sepeerti daging dan lain lain kesini, karena harga stabil murah dari pasar  lain dan udsh punya langganan",2023-10-14
Fandi Dwimulyanto,"Pasar prawirotaman sekarang bagus
nuansanya sperti pasar modern, tempatnya bersih, nyaman, parkiran cukup luas dibawah gedung, fasilitasnya pun baik tersedia mushola, toilet yg bersih serta ada …",2023-10-14
ZaRfaRa AR,Bagus pasarnya ada area foodcourd di lantai atas buka sampe malam,2024-01-14
agung sutrisno,Pasar tradisional yang masih bertahan diantara seputaran modern market,2017-10-14
Sabil Mufidati,"Pasar Prawirotaman yang sekarang sangat bagus dan cukup untuk meninggalkan kesan pasar tradisional yg kumuh, karena pasar ini tertata, bersih, dan memiliki sirkulasi udara yang baik juga terdapat eskalator dan lift. …",2021-10-14
Junia Junia,Ramek. Aku hk kedalem si ya jarna lari pagi lewat sini dan belanja macem2 seru.. rame pagi,2024-02-14
Fara Salsabilla,Bersih dan nyaman untuk berbelanja kebutuhan sehari-hari. Pasar tradisional tetapi fasilitas sudah seperti pasar modern. Ada foodcourt di lantai paling atas yang enak untuk menikmati senja di sore hari.,2021-10-14
joko budaya,"bngunan pasarnya, bgus, kkoh, futuristik,.... kbrsihan trjga dg baik, parkir mtor, mobil roda 4,...... trsedia, wifi juga da,.... it's all vry good,.......bravo!",2023-10-14
Tiri,"Telah direnovasi dan modern serta lebih mudah untuk berbelanja. Karena saya tahu Pasar lama, saya kaget dengan perubahannya.
Terdapat eskalator, lift, dan food court, jadi tempat ini menarik untuk sekadar berjalan-jalan. Tentu saja berbelanja juga menyenangkan.",2023-10-14
Andi Prasetiyo,Jangan biarkan pasar kehilangan gaungnya.e...,2024-08-14
Atiek Jalkas,"Pasarnya bersih, eskalatornya keren. Kami tegas",2024-09-14
Nailul Izzah,membaca,2024-10-07
Yanuar Eko,"Ayo belanja di Pasar Prawirotaman Jogja. Pasarnya bersih, rejekinya bagus, hatinya baik",2021-10-14
nurfi Anto,Oke,2024-07-14
Asyib Paqsi Buana,Favorit,2018-10-14
Diara Dirgantara,"Ada mie godog yang enak, kesukaan mendiang Presiden Soeharto",2018-10-14
Dalwanto 63,"Soyo lengkap dagangannya, mohon dijaga kebersihannya",2021-10-14
paulinaputri oktiari,"Pasar Tradisional Modern, bersih dan murah",2021-10-14
Lelyana Sintya,Selalu ramai ketika saya pergi ke sana,2018-10-14
Dwi Kurniawan,Memperbarui,2021-10-14
Ferdina Maharani,Pagi cari makan... Sayur dan daging ayam....,2019-10-14
Bagoes Fatich,"Murah, ceria, universal, semesta Indonesia",2017-10-14
Dewi Cakra Stories,Bersihkan pasar langganan saya,2022-10-14
Wahyu Trisna,Datang ke sini untuk membuat makanan,2023-10-14
Andi Novariyanto,Ada apa... Masakan Baham,2017-10-14
Marion Bouron,Kurangnya keaslian. Tentu saja buatan China,2018-10-14
Laila Ulfah,Pasar tradisional di kawasan desa Bule,2017-10-14
java 77,Bebas,2023-11-14
Andre Gamy,Ada tiga perusahaan tur dan persewaan skuter di sini.,2018-10-14
heru sugiran,Pasarnya bersih bagi yang membeli Ra kecill,2021-10-14
Mohammad Dody Karibi,Josss,2019-10-14
Riana Palupi,saya suka,2016-10-14
Rudy Pakro,Pasar terbaik di jogja pook ee,2021-10-14
Tika Husen,Pasarnya bersih dan rejekinya bagus...,2022-10-14
Toto Andrio Nugroho,Ajak ibu ke pasar,2019-10-14
Erlina Pertiwi,Selalu ramai,2017-10-14
Asyfa Sabana,Pasarnya bersih,2022-10-14
STMGY Yogyakarta,Angsa,2021-10-14
Ariyanto Febi,yuupp,2019-10-14
Nuhbatul Basyariah,Perineum,2018-10-14
wahyu tunjung,Dilengkapi penuh,2018-10-14
Nuning Listyarini,Mengeluh ya....,2017-10-14
chrysna nugraha,Joss,2018-10-14
Bmg Dwiputro,Pirang,2018-10-14
Raditya Elang Wijaya,Yuhuu,2018-10-14
ar ni,Satu set,2017-10-14
Ariq Tazakka,Bangunan,2019-10-14
chitos chanel,pull tembaga,2019-10-14
Herry Gunawan,Mencari makanan,2018-10-14
Indria Wijaya,Kereeennnnnnn,2022-10-14
Edy Wolu Wolu Santoso,yoi,2017-10-14
Rifki Kurniawan,"Pasar Prawirotaman merupakan pasar tradisional yang berada di Jalan Parangtritis No.103, Brontokusuman, Kecamatan Mergangsan, Kota Jogja.

Sebelum pandemi Tahun 2020, Pasar ini merupakan pasar tradisional yang sangat sederhana.

Namun, setelah dilakukan renovasi besar-besaran, pasar ini dibangun menjadi lebih megah dengan 4 lantai.",2024-09-23
almananda yosadhie,Tempatnya bersih,2024-10-07
rayyis zufar,Pasar tradisional yg semakin modern,2024-10-07
Zukro Zukroo,Pasar yang bagus dan ramai...,2024-09-30
Rafi Ilham Musino,Bersih dan juga aman,2024-09-16
azka putri,Lengkap banget... Bersih dan terjangkau,2024-09-14
Wisnu Ardiansyah (Wisnu),Kotor dan tidak lengkap,2024-09-14
Lexan Adib,"Resik, rapi",2024-09-14
Rahman Angga,Tempat nya modern dan bersih,2024-08-14
rangga firmansyah,Pasar yang bersih sekarang sudah 3 tingkat parkirnya,2024-07-14
#1periode Lagi,Pasarnya bersih..pedagangnya ramah..,2024-07-14
grazio fernandez,Nyaman dan lengkap herbalnya,2024-07-14
Zahra Hanifa Candra,Kesini buat jajan di rooftopnya,2024-07-14
Aza Manding Karjo,"Bangunan baru, isi tradisional",2024-06-14
aan susanto,Good,2024-06-14
Delfi Paskah,Enak nih nongki sambil sunset an di tengah kota,2024-06-14
Anshori Kranji,pasar tradisional yg bersih,2024-06-14
Khanifatul Hasanah,Tempatnya nyaman,2024-05-14
R L,"Kamu bisa berburu apa aja, semua tersedia lengkap disini. tempatnya bersih, kamu gak akan desak²an karena area yang luas & terstruktur dengan rapi..",2024-05-14
Iik Suparjilah,"suka saja disini ,  nyaman dan  menu enak  bestik murni  dimsam menu2 favorit ku",2024-05-14
Dikki Hasriadi,Mantap,2024-05-14
Anastasia Inar istinu,"Tempat makan kekinian, recomended dimsumnya",2024-04-14
Hana Adikti,rooftop,2024-04-14
prasth djogja,Pasar tradisionil yg bersih dan lengkap,2024-04-14
Nuril Anwar (Uril),"Pasar tradisional legendaris...
Sekarang tertata rapi.... lengkap.. Parkir luas..",2024-04-14
Marcellino,Ok,2024-04-14
Fauzi Marsal,Hanya melihat utk perbandingan pasar pasar yg Ada di Diyokyakarta,2024-04-14
VraRikaAsakiVembrika91 rika,Fasilitas sekarang bagus 🙂 …,2024-04-14
Simcard Tourist,bersih,2024-03-14
bobydong Official,Rekomendasi sekali,2024-03-14
Fiat Dedy,"makanannya enak, lengkap dan murah",2024-03-14
Kang Yudi,Foodcourt-nya nyaman.. Makanan enak..,2024-03-14
Agus Triyanto,Belanja,2024-03-14
Sujatmiko 陈忠明 Donohadi,It was a surprise for us to find a floor (4th floor) at the top that has a cafe and a roof top to see sunset.,2024-03-14
Bert Kuiper,"Very nice and clean, a great view.",2024-02-14
Heru Sudjanto,"Megah, kekinian dan strategis. Tapi kenapa parkir sepeda motor dibiarkan di pinggir jalan ? Semrawut dan bikin macet.",2024-02-14
Nieta Wahyoe,"Ke pasar prawiro makan enak ,harga masih bisa terjangkau dengan kantong,lumayan enak poll",2024-02-14
Agustina Purwantini,"Bagus, tapi sepi dan kurang bersih.",2024-02-14
Ali Alea,"Sayur mayur ada..
Macam2 daging ada...
Kletikan ada... …",2024-02-14
adit,komplit,2024-01-14
Nina Antasari,suka🥰 …,2024-01-14
Muhammad Emeraldy,"Went to the rooftop where the co-working space and culinary center are. Decent view, quite pricey fnb",2024-01-14
Nurina Ayuningtyas,Lantai 4 Foodcourt,2024-01-14
Izza Rahma,Ramah,2024-01-14
Irul,Pasar tradisional dengan konsep modern,2024-01-14
fakhri helmy,"Tempatnya bersih, nyaman belanja sayur Dan kebutuhan dapur",2024-01-14
Prabowo Hs,"Nyaman
Cocok utk sore dan malam",2024-01-14
Aprilia Widyantika,"Pasarnya bersih dan sudah modern layoutnya
Dilengkapi escalator dan lift …",2024-01-14
Sigit Sanyata,Perlu penataan parkir kendaraan di depan pasar,2024-01-14
anjari budi nur,Pasar Prawirotaman,2024-01-14
Annisa P AL,Makanan  lumayan lengkap,2023-12-14
Priyadi Setyawan,Luar beasa lengkap dan enak,2023-12-14
sabtuklinov,"Bagus, penjual ramah dan bisa Tawar Menawar harga.. hehehe",2023-12-14
a syah,"tempat rooftopnya cuma 1 baris aja
ada lift sama escltorny
parkiran bawah bau",2023-12-14
E. Atina,"Bagian foodcourt di rooftop nya mantep sih, banyak pilihan food tenant dan kursinya proper. Ada fasilitas coworking space juga, bisa sewa sofa buat nugas sekalian voucher internet. Murah, mantep betul.",2023-12-14
bayu,baru tau pasar tapi di lantai atasnya mirip kantor,2023-12-14
Umsari Oktarita,Enaknya pas nyore kalo kesini...,2023-12-14
Akiko Rahma,Bersih,2023-12-14
Sriwa SW,Good job,2023-12-14
Alma Najmia,"Tolong di parkiran sampahnya dikelola yang baik, sangat tidak nyaman dengan bau sampah di sana. Sayang sekali padahal bangunan sudah sangat bagus tapi aroma sampahnya kemana-mana.",2023-12-14
bambang darmoko,Yaah habis maghrib....banyak close order.....😭😭😭 …,2023-12-14
Satrio Wibowo,"Ada tempat nongkrong di rooftop nya, enak untuk menikmati sore",2023-12-14
Hj. Herlina Surachman,Pasar yg bersih...,2023-12-14
Andhika Yona Arivandy,"Liftnya sering bermasalah, hati2",2023-12-14
wahyudin s,"Pasar bersih, harga lebih murah",2023-11-14
ardhi iswansyah,Lengkap,2023-11-14
Kaleb FW,"Pasar tradisional yg disusun ulang secara modern, bersih dan teratur, sehingga lebih nyaman bagi pengunjung …",2023-11-14
santi dewi,"Lebih suka dgn pasar yg msh bener2 tradisional. Tp ya jaman berubah, menyesuaikan selera org sekarang.",2023-11-14
amir soediro,Nyaman buat nongkrong di roof top..,2023-11-14
Mochamad Hapsakti Nurhindratno,Pasar tradisional tp modern josss,2023-11-14
Motopacker Indonesia,Modern dan bersih,2023-11-14
Arsita Kurniati,"Tempe sayuran dan lauk pauk bagi saya disini lebih murah dr giwangan, krn kalau di giwangan pedagangnya buanyaaak jd ngapalinnya susah kalau tempe disini 5 rb dapet besar enakkkk pol bapak yg jual tempe baik ramah dan suka ngasih yupi",2023-11-14
Lia Nurul Latifah,"Kuliner mantap di lantai 4, tempat bersih juga",2023-11-14
ester aries,Bersih tempatnya,2023-10-14
ivan ramadani,"Pasar tradisional ❌
Pasar modern ✅",2023-10-14
Akira Buwono,Kepengen nyore diatas tapi rame banget 😉👍 …,2023-10-14
Dyah Susanti,"Bersih, teratur dan terawat dengan baik",2023-10-14
Tyas Alfa,tempatnya bersihh..,2023-10-14
Shahibul Mal,Bersih rapi,2023-10-14
Muhammad Yusuf,Pasar tradisionil tapi semi modern bersih,2023-10-14
ARY NUGROHO SE,Pasar paling lengkap dan superrrr besih,2023-10-14
Dodi Dodi,Pasar tradisional yang apik dan resik.,2023-10-14
Puji Anindya,Pasarnya nyaman utk berbelanja,2023-10-14
Miftakhurrokhman,Bersih dan nyaman,2023-10-14
Pandit Kusumargo Muredy,"Rooftop lantai 4, food court wajib naik ke floor tambahan dari jam 4 / jam 5 cari spoot untuk sunset jg , ada banyak tenan dan ada live musik juga",2023-10-14
Pandit Kusumargo,Sip,2023-10-14
RM. Berto Mahesa Gautama,"Pasar tradisional dengan nuansa modern.. dan di lantai atas atau roof top ada aneka resto yang murah meriah, cocok utk kumpul kumpul dan meeting",2023-10-14
Gelembung CHANEL,Belanja bersih nyaman.. terima kasih,2023-10-14
Dwi Harsono,Bagus,2023-10-14
Jafar Sidiq,"Buat Lansia sebaiknya berhati hati menaiki mulai dari tangga masuk pasar apalagi dgn tangga escalatornya.
Sebetulnya untuk pasar tradisional lebih nyaman walau bangunannya hanya satu tingkat mudah memilih produk yg diinginkan.",2023-10-14
Yonathan S. H.,"Gak tau gmn suasana pasar ya krn langsung naik ke rooftop via lift. Suasana di foodcourt rooftopnya hidup bgt. Ada live music nya juga pas ke sini malam minggu. Tempatnya enak buat nyantai, nongkrong bareng temen sama makan-minum. Banyak yg …",2023-10-14
Ferry sevenone HD,Cozy in place,2023-10-14
Arief setya 89,Makanan mantap mantap tempat nyaman,2023-10-14
Nabila NM,Amazed bgt sama konsep cafetaria di rooftop pasar kaya gini. Kayanya semua makanannya enak deh kapan2 mau coba yg lain,2023-10-14
Yuslina Yuslina,Pasar Prawirotaman bersih dan rapi,2023-10-14
Siti Musyarofah,Cukup komplit dan aman,2023-10-14
ISNARTOMO SETIAWAN,Mantapp,2023-10-14
Saras Febri,"Di rooftop banyak jajanan ringan-makanan berat. Ada live music tp ga tiap hari, parkirannya ada di basement dan luas. Untuk menuju rooftop bisa langsung menggunakan lift",2023-10-14
al,"foods not too pricey, but standard in terms of flavor. recommended to visit at night and sit in the 2nd floor seats to vibe and enjoy Yogya's city lights",2023-10-14
hanny susilo,Tetep diminati,2023-10-14
Noesaka Reborn,"Sekarang bukan jamannya orang takut ke pasar, termasuk tempat ini. Kemasan tradisional ya nuansa dan cara berdagangnya, tapi pembayarannya digitalisasi juga bisa kok, tempatnya sudah standarisasi pasar modern, apalagi jalan utama sebagai …",2023-10-14
Tika W,Makanan dan view nya ciamik,2023-10-14
Rizka D. Widyawati,Nice,2023-10-14
Ririn Novriana,Keren..... Ramaikan yukkkk...,2023-10-14
Nada Erinta Forensia Puspasari,"Makan di rooftop, fasilitas sangat memadai. Parkir luas, lift sampai basement, makanan variatif dan terjangkau",2023-10-14
Dynamic “D H” H,"Kuliner legendaris dgn harga yg sangat bersahabat ini msh tetap dapat kita jumpai di Pasar Prawirotaman Yogyakarta yg skrg telah disulap menjadi bangunan megah dgn escalator dan lift, matur sembah nuwun kpd Gubernur DIY Sri Sultan …",2023-10-14
Sukma,"Untuk lantai 4: ruangnya nyaman, enak untuk ngerjain tugas atau rapat terbatas, makanan difoodcourtnya rasa hotel harga pasar mantaap 👍👍👍 …",2023-10-14
Lilik Setiawan,"Aku suka di lantai 4, bisa tongkrongan.
Sayang kursi yg rusak tdk direparasi",2023-10-14
Sierra Larose,"Nice to be here!
Rooftop pasar prawirotaman keren beutt sumpah.. bwt sunsetan sangat direkomendasikan sih!! dan juga banyaaak banget jajanan mulai dari dimsum sampe ke aneka es es an^^ pokoknya gak bakalan nyesel deh makan sambil liatin pemandangan dari atas rooftop!",2023-10-14
Ayunda Rahmani Khoirunnissa,"The food court consists of delicious foods, but its toilet can be improved.",2023-10-14
Novia Adam,"Tempatnya bersih dan modern. Kalau mau ke area foodcourtnya dari parkiran motor, naik lift ke lantai 4.",2023-10-14
Umi Kholifah,Nongki bentar,2023-10-14
Mateus Doni Wisnubroto,pasar digigal tempat bersih dan tertata rapi.,2023-10-14
Nizar Basudewa,Suasanya nyaman,2023-10-14
EL D Co,👍lengkap …,2023-10-14
Marjiyo Moj,Ada foodcourt di lantai 4 yang  tutup sampai jam 9 malam dan parkir yang nyaman di basment,2023-10-14
Maryam Maryam,bagus tp kurang perawatan,2023-10-14
Leli Emiliya,"Area Pasar Ikan di Pasar Prawirotaman Yogyakarta.
Lokasi mudah dijangkau. Lebih nyaman parkir pakai motor.
Cukup bersih, dan pelayanan potong, dan membersihkan ikan cukup sat set.",2023-10-14
Deni Denisco,Lengkap.. Belanja apa aja ada disini..,2023-10-14
Supratman Purwo Susanto,"Pasarnya bersih ,pedagangnya ramah2,dagangannya komplit..",2023-10-14
Nuning Sugiarti,tempatnya bersih dan nyaman sayangnya troli terbatas sekali jd sangat repot jika belanja tanpa troli krn lantai 4,2023-10-14
Tribowo Laksono,Cukup nyaman dan bersih..,2023-10-14
muji yanto,Lebih nyaman dari sebelum jadi pasar modern,2023-10-14
Edi Wibawa,"Bagus, bersih",2023-10-14
Okky M Saputro,Lantai 4 ada foodcourt yg lumayan rame dgn menu makanan yg oke,2023-10-14
Arif Wahyu Nugroho,Nyaman,2023-10-14
Irwan Effendy,Bagus,2023-10-14
Titin Titin,ibu2 yg jaga sangat pendiam alias agaj malas menjawab pertanyaan saya hehe...,2023-10-14
Benny Tin,Luas & Bersih 👍 …,2023-10-14
luna homestay,Jelek mahal kumuh bau,2023-10-14
Oktaviani Anugerahwati Santoso,Pasar jalan masuk parkir ditutup semua trus parkir dimana terbang!!!! Jalan masuk parkiran basment di tutup truk sampah.... Jalan samping ga boleh lewat...kotor bau. Salah tempat enak di pasar Krangan,2023-10-14
hari rusydi,Ada yg baru disini yaitu food court di lantai 4 pasar ini. Tempatnya bagus dan cocok buat hang out. Paling cocok kesini pas sore sblm Maghrib soalnya bisa liat sunset dari lantai atas,2023-10-14
Johnny R Tampubolon (Johnny),Tempatnya nyaman,2023-10-14
Endang Suteja,Penjualnya ramah ramah,2023-10-14
scene trip (gigih yudiarto),Sekarang buka sampai malam lho ...,2023-10-14
Sindi,Pasarnya bagus dan serba ada sih dibandingkan pasar yg lain,2023-10-14
Sistiyono MPH,Pertama belanja di pasar tradisional yg bangunannya sangat bagus dan bersih. Sehingga ke pasar jadi nyaman.,2023-10-14
Pinto Priambodo,👍 …,2023-10-14
Yayan Nugraha,Nyaman berbelanja di pasar ini bersih nyaman dan bahan bahan yang serba ada gak kapok belanja di pasar prawirotaman,2023-10-14
Indra Budi Prasetyo,Keren. Bersih. Terang. Menyenangkan,2023-10-14
Nazli Heri,Top pokoknya satu²nya pasar tradisional di jogja gedung  dan pasilitasnya seperti mall.,2023-10-14
Ngadino Sehati,Pasar bersih dan akses utk difabel,2023-10-14
Graham Batchelor,Far better than the old market. More spacious and easier access,2023-10-14
Pak Giyat Id,"Ke sini jelas karena adah MANIS DI BIBIR  gaeesssss, gasssskeun!!",2023-10-14
Blues Clues,"Pasta tunanya 7/10
Lainnya 9/10",2023-10-14
Genesis Angelozoid,"Pasar yg bagus, salah satu pasar pantauan dlm kota.",2023-10-14
Agus Wahyudi,Monggo berkunjung,2023-10-14
Rani Setya,Tfp kopiwarung dijogja. Wajib dikunjungi,2023-10-14
cahyo kamal,Mengesankan,2023-10-14
JM Gigi,"Pasar tradisional Bersih, kekinian",2023-10-14
Ade Suksma,"Gas yuk, Lantai 4, nongki, ngopi, ngroti -- Manis Di Bibir, viewnya 👍 …",2023-10-14
poermono raden,Nyaman dan lengkap,2023-10-14
Abdur Rauuf,Strategis,2023-10-14
Food Lover,You should go upstairs to its 4th floor. Enjoy the beauty of the night with friends at the restaurant.,2023-10-14
Anggita Sari,Bagus bgt lebih tertata,2023-10-14
Nuri Jogja,Pasar kekinian dilengkapi lift eskalator Ruangan AC & parkir basemen,2023-10-14
R.Y. S.P,Gak sempat keliling.. cuma k meeting room..,2023-10-14
diah susanti,"Pasarnya bagus, bersih, ada liftnya. Kereen.",2023-10-14
suwasti aslam,pasar modern,2023-10-14
Mas Yanto,Pasar tradisional,2023-10-14
Alie Susanto,Tempat lumayan bersih....nyaman stand tertata rapi ada eskalatornya,2023-10-14
Prasetyo Wardoyo,"Asik buat santai sambil ngopi², makan soto, bakso..  baik sendirian atau ngobrol bersama keluarga dan teman di foodcourt lantai 4, mantappp 👍 …",2023-10-14
Nuri Agustina,"Pasar termewah, bersih & modern di Yogyakarta. Ada fasilitas, lift, eskalator, basemen.",2023-10-14
Wening Gestari,ke lantai 4 mencari makan di TFP kopi warung yg baru pindah ke sini,2023-10-14
Dhista Dwi Nur Ardiansyah,The place is great,2023-10-14
Yuni Aqbari,"Pasar bersih dan nyaman, escalator tidak dinyalakan, tersedia lift dan tempat nongkrong di rooftop",2023-10-14
Titus Bayu,Standar,2023-10-14
Me Bel (Hardy 杨亚涛),Ini tempat ramai yg dikemas cantik dan ciamik keren,2023-10-14
Nur Fadilatis Saadah,"Bersih, food court asik",2023-10-14
Utari Rachma Siwi,Pasar tradisional modern 4 lantai. Lantai 1-3 khusus keperluan harian. Lantai 4 (rooftop) untuk UKM kreatif.,2023-10-14
Eko Dwi (KoKeN),Tradisional modern,2023-10-14
"Mira Santi, SE, QWP, AWP",Penjual Aneka cemilan didepan penjual pecel,2023-10-14
yustinus pramudya,Pasar Traditional di wilayah kota Yogyakarta,2023-10-14
Laurent Rivai,Ke pasar ini hnya untuk ke tfp doang,2023-10-14
Zainnudin Arifin,"Pasar tradisional yg sangat kumplit, terdapat lift & eskalator sehingga warga tidak repot saat berbelanja..",2023-10-14
Andhika ardi,"bagus,bersih",2023-10-14
Grazyyy Prdpt,"Bersih, bagus, luas, nyaman",2023-10-14
FNU Suwandri,"Pasar tradisional yang berkonsep modern, bersih dan lengkap. Harga murah",2023-10-14
Adhi Prakoso,Wow sekali untuk kelas pasar tradisional,2023-10-14
Suhartana Tana,Pasar modern👍👍 …,2023-10-14
Koswara Suma Amijaya,Pasar tradisional yg ber transformasi menjadi pasar Modern.,2023-10-14
Arif Wibowo,Pasar modern,2023-10-14
dahlia m,Pasar besar dan ramai.,2023-10-14
Lilik Qomari,"Pasar tradisional yang bersih, nyaman dan dikemas apik, ada food court di lantai atas dengan view sekitaran pasar tentunya, terdapat ATM dan juga display digital yang menampilkan harga-harga kebutuhan pokok",2023-10-14
Siti Nur Cholifah,Bagus nyaman bersih,2023-10-14
Dudi Ruhaedi,"Tradisional, harga bersahabat",2023-10-14
Eko Priyanto,Bersih pasarnya,2023-10-14
Depot Jozz,Masih buka jual beli hape dan servis,2023-10-14
