Nama,Ulasan,Tanggal
Effendy Effendy,Untuk mencari krupuk udang dan emping untuk hadiah dan batik juga. Harga bagus tapi kualitasnya tidak bagus. Beda bahan..lebih murah.,2022-10-14
anwar sanusi,"Toko BHD lafania ,,,, baju adat Jawa sarimbit sama bekas pacar,,, besok dapat rezeki beli lainnya semoga kita semua diberi kesehatan dan rezeki lancar Amin,,,, Mathur suwun",2024-07-14
akiaki story,"mendeskripsikan pasar secara akurat. tempat cukup terawat. harga standar, rata rata sulit tawar menawar harga. seperti daster batik, harga 35ribu,sama seperti harga di ITC di jakarta. pedagang kurang ramah jika sudah tawar menawar dan tidak jadi, pedagang berkata kasar. sangat tidak nyaman untuk ukuran pusat belanja oleh oleh para turis",2019-10-14
Oki Haryo,"Untuk tempat Belanja murah murah dan kulineran enak enak ..
Tapi sayang BANYAK PREMAN BERKEDOK TUKANG PARKIR..KARCIS PARKIR TERTERA 5 RIBU RUPIAH DITAGIH 15 RIBU..PARAH..TOLONG PENGELOLA PASAR BERING HARJO DITETTIBKAN …",2024-05-14
Annisa Chandra,Petugas toilet “mba neng” sangat tidak ramah,2024-10-07
_ Look_on_it,"Parkir mas nakal, tidak sopan dan merusak sepeda motor saya. JCK !!! Asu",2024-06-14
Monika Cindy,"Nenek yg udah tua dan memakai baju jadul jualan buah2an benar2 gak jujur , dipilih duku segar malah kasih duku busuk , lupa lokasi mana tapi itu di luar pasar Beringharjo . Semoga nenek si jualan buah kena karma buruk karena tidak jujur",2024-04-14
Theo Ganteng,"Untuk parkir mobil, selatan pasar beringharjo dari karcis tertera 2 jam pertama Rp 5.000 dan jam berikutnya Rp 2.000. Saya baru satu jam yang harusnya hanya membayar Rp 5.000 malah dibilang uangnya kurang Rp 5.000 malah total jadi Rp …",2023-12-14
5031_ MIFTA SHANAS FAUZIA,"Ibu penjual es teh di tempat makanan judes bngt, nyesel banget beli disitu layanan nya buruk, namanya juga saya beli pertama kali gatau dong klo bayar beda tempay bukan ngarahin malah ngedumel , ini tempat jualan (es sm jus) samping yang …",2024-02-14
Guntur Adhy Unggul Sejati,"harganya tak masuk, wisatawan sering ditipu. Tempatnya kotor, fasilitas minim",2024-06-14
dont subscribe,Udara panas sirkulasi tdk bagus udara pengap berkeringat,2022-10-14
Siska Anggun Septiyani,"Pelayanan tkonya tidk mempuas kan
Agk jutek jadi suka mlas beli ditmpat trsebut",2024-04-14
nurhamni septia,Hati hati banyak copet yang pakai ilmu gak sadar. Harus barengan sama rombongan jangan sendirian dan jangan pisah dari rombongan atau keluarga karena mereka akan intai orang yang seperti itu. Hari ini saya tidak sadar kalau cincin nikah …,2023-10-14
Toro Haryanto,Ramai dan tetap masih pasar tradsional yg terbaik di Yogyakarta,2019-10-14
icha fredie,"Bertahun-tahun saya tinggal di DIY, baru kali ini dapat perlakuan tidak menyenangkan dari oknum pengelola parkir motor.
Saya cuma berdua dengan anak saya, balita. …",2023-10-14
Djarot Sudarjanto,"Tetap semangat bersama ananda Yudha, di kota Yogyakarta...",2021-10-14
Ki Adam Gandamihardja,"Khususnya di akhir pekan ini yang merupakan hari libur nasional dalam rangka idul kurban, pengunjung terus membludak dari pagi hingga menjelang pukul 17.oo",2023-10-14
Alice Aldora,"Dua kali cari kebaya buat wisuda & sumpah dokter, pas nanya2 dibilang ""mahal itu"" atau ""itu mahal kalo pasti beli saya ambilin"". Lah liat dari deket aja belom, udh disuruh beli, heheh. Mau beli 4 lho padahal buat seragam keluarga, udah siap …",2021-10-14
si doulos,Parkir Hiace di depan Pasar Beringharjo 1 jam 50.000..pengumuman resmi 15.000..pengumuman tambahan di dalam area parkir 50.000,2023-12-14
Bali Pramuwisata,"Hati2 di warung rombong, menu gudeg, disebah barat pasar...banyak lalat dan harga nembak setinggi langit..! WASPADA",2023-10-14
Yulia Astuti,"baru kali ini gw kasih bintang 1 di riview, saking  dihina nyaa gw.
Gak mau kesana lagi, kapok...klo gak jadi beli ngedumel kesana kesini, harga mahal kualitas jelek, nyari harga murah malah di kata2in.. …",2021-10-14
Rara Hanjani,Baru kali ini dapat pengalaman buruk beli tas di pasar bringharjo di toko icksan/sutanto si ibunya baik tapi yg mas mas nya gila parah si kita ga jadi beli di dia jadi beli di si ibu abis beli malah di usir ama mas mas nya padahal udah beli …,2022-10-14
Sigit Sumarsana,Ditempat parkir mobil banyak tumpukan sampah..lebih baik lagi jl.disamping pasar tidak untuk parkir motor..jln jafi semrawut,2023-10-14
Aletta Chiara,Pengalaman kurang menyenangkan.sy lbh memilih belanja di toko2 sepanjang malioboro.harga juga lbh murah drpd pasar.penjual pun di toko sepanjang malioboro lebih ramah.gak jd beli juga gpp.,2022-10-14
Diaz Panji,parkir 10ewu wakakak,2024-03-14
Taya Sari,"Ketika saya belanja pakaian di pasar beringharjo yang katanya murah meriah rupanya tidak benar  , mengapa ......?????? .karena logat saya bukan logat orang jowo , seketika harganya menjadi selangit dan tidak mau di tawar.  Kemudian saya …",2018-10-14
anastasia up,"Jangan kesini, kalau beli oleh2 bisa di toko jalan malioboo aja. Karena gabisa ditawar ditambah penjual yang kebanyakan jutek dan galak nya minta ampun",2022-10-14
bintang kamilia,"Akhir2 ini di pasar beringharjo makin tidak nyaman dengan banyaknya parkir liar di bahu jalanan.. Padahal sudah ada parkir resmi.
Saya berhenti sebentar untuk jemput istri dibawah penyebrangan saja sudah di …",2021-10-14
Elisa Riyani,"Pusat perbelanjaan yg murah di kota Jogja,,,,bisa harga grosir...banyak pilihan utk aneka fashion mulai dr anak anak,,balita sampai dewasa...Suasana yg nyaman juga pedagang yg sangat ramah..",2019-10-14
Fitri Widiyanti,"Recomend buat belanja, cuma parkir yang di tengah pasar kurang mengenakan 2 kali parkir di sana zonk pertama spion copot, yang ke dua spion gores banyak jadi lecet. Tulang parkir pun diam saja tidak merasa bersalah atau minta maaf.",2022-10-14
Nur Aeni Amaliah,"Lengkap sih, tapi penjualnya banyak yang GALAK, biasanya penjual yang di dalam lantai 1 emak-emak yang galak-galak. …",2019-10-14
Giffari Okto Barezy Prahastiar,Banyak parkir liar yang masih marak di sekitar area tersebut. Sebagai contoh waktu saya parkir disana harus mengeluarkan 4000 rupiah untuk parkir kurang dari 10 menit.,2022-10-14
yusita rakasiwi,pasar yg ga bisa tawar menawar ya disini..aneh banget ga boleh nawar..sdh harga pas katanya..sekalian aja ganti jadi MALL BERINGHARJO kl sdh harga pas..kasih deh label harga nya..kirain bisa dpt harga murah..ternyata sama aja hehehe,2019-10-14
Mas Triyono,Sedikit kecewa waktu tawar menawar batik malah di bentak dan teriak2 samping kuping sama beberapa ibuk2 penjual,2022-10-14
Sahruddin Sahar,Pasar Bringharjo termasuk salah satu pusat perbelanjaan yg ada dipusat kota Yogyakarta setiap hari ramai dikunjungi baik penduduk lokal maupun orang dari luar kota Jogja yang datang berbelanja sekaligus menikmati indahnya kota Sultan …,2020-10-14
harjo888 damardjati,Harganya seperti harga toko lebih baik belanja di mirota batik sudah murah ramah dan suasananya menyenangkan,2020-10-14
Lingga Prahurani Furi,Kalau banyak orang udara terasa sangat panas.. sbg ikon pasar kota jogja harus dibuat senyaman mungkin sperti pasar klewer,2020-10-14
Mbah Deni Mbah Deni,Jauh jauh dari jakarta  nginep di malioboro paginya pengen sarapan ke pasar Beringharjo ternyata Makananya mahal mahal banget,2023-10-14
Fatah Mahbub,"Sangat mengecewakan, penjualy banyak yg penipu, apalagi bentor ( becak motor ) penipu memberikan harga tarip diluar kewajaran, mentang2 wisatawan beda dengan penduduk asli, benar2 sangat mengecewakan,",2022-10-14
Bojes S,"Jual segala oleh2 khas jogja,dri makanan,pernak pernik,baju.sAran kalo mo beli disini wajib nawar",2022-10-14
ruri wilandari,"Sudah mahal-mahal harganya,banyak simbah2 yang menawarkan dagangan dengan harga 3 kali lipat,tolong ya Pak Petugas nya tertib kan simbah2 yang memang hanya mencari keuntungan besar jual buah2 ala kadar nya dengan harga sangat mahal.",2020-10-14
Rindra Prayitno,Maaf saya salah klik bukan 1 bintang..mestinya 5 bintang..karena tempat ini  bisa memenuhi kebutuhan baju baju untuk diapakai maupun sebagai oleh oleh dengan harga yg fleksibel..,2017-10-14
Kiella Salena,Kecewaaaa :( ada ibu2 yang suka bawain belanjaan.. pas kitanya gamau dibawain belamjaan kitanya dikata2in pake bahasa yang ga pantas. Padahal sdh menolak dengan sangat sopan :(,2021-10-14
Sri Lestari,Pasar yg komplit dech bwt para pelancong...d pasar ini kita bisa cri hala2 yg unik yg jarang d temui d pasar lain...pedagang2nya ramah...jokja memang istimewa.....love jokja,2020-10-14
Mi PoT,"tadinya kita belanja disini dengan maksud lebih murah daripada malioboro ..ehhh, ternyt enggak( pasar.. pasti kan murah).. penjual nya judes banget, alhasil ga beli disini. malas....",2019-10-14
Agenggiri Giri,Tq mzbroo pelayanan memuaskan saya sendng👍🙏🙏🤦 …,2022-10-14
Edward Silalahi,"Pelayanan pegawai penjual tiket di pintu selatan tidak ada ramah tamahnya dan justru cendrung cuek tidak kasih solusi utk pembelian tiket, hari ini senin 05 08 2019 sy mau berangkat ke jakarta dan butuh tiket go show (langsung berangkat) tp …",2019-10-14
Maryudi,"Pak Sultan, parkir kaki 5 dan ada nota resmi, kok mahal ya .. rp. 20.000.
Itu oknum ka....",2022-10-14
hoo5en hoo5en,"Sekarang pasar beringharjo sdh ngak seperti dulu lagi, pasar sepi , orang mau datang pakai mobil susah parkir , pedagang menjerit sepi , cari uang susah",2020-10-14
rochadi hga,"Psr beringharjo sangat rame pengunjung, apa yg menjadi keperluan ada disana, anda harap sedikit hati2 jaga barang dan dompet bisa habis tanpa diaadari untuk belanja terus",2018-10-14
mardiyono,"Panas dan sumpeq harganya nggak beda jauh dengan Kaki Lima di Jalan Malioboro, juga ribet nawarnya mahal bikin harga, harus pintar pintar menawar",2019-10-14
Fauzi Aldian,"Tempat enak,tapi penjual nya pada kurang ramah sama pembeli...kirain saya orang2 Jogja pada ramah-tamah tapi menyebalkan",2019-10-14
Rina Wati,"Klo beli jgan di gang utama, buka harganya selangit, hrs nego alot, mending yg agak masuk di pinggiran, harganya wajar.",2021-10-14
suka suka,"Penjual nya tidak ramah, terlebih kalau kita tidak jadi beli pasti dikata katain. Walaupun gak semua nya tp rata rata",2020-10-14
gina melia,malah mahal kalau keliatan pendatang. memding belanja di toko sekalian. lebih nyaman,2020-10-14
elly,"Panas, terkesan kotor, harga agak mahal mesti nawar, penuh sesak, sempit sehingga tdk nyaman berbelanja.",2019-10-14
Andri D,"Tidak Recomend

(-) …",2020-10-14
Pak Ye,"Kasihan para pedagang, cuma ngobrol sesama pedagang. Malah ada yang tidur karena sepi pembeli.
Efek PPKM...😢😥 …",2021-10-14
Beramaian Channel,Barang harga murah sesuai kantong dan banyak pilihan dengan layanan penjualan yg ramah,2020-10-14
sabdha tunggal,Harga nya malah mahal2 kalo belanja batik disini,2023-10-14
anton hilman,"Maaf gak suka masuk pasar, cuma nunggu di depan pasar aja sementara istri berbelanja d dlm pasar",2019-10-14
Bambang Budiyono,"Harga batik, relatip sama dengan di pasar Tanah Abang jakarta.",2022-10-14
bakoel rombengan,Lantai 3 upt pusat bisnis bagian selatan ac nya tidak terasa,2022-10-14
Sony Husein,"Koridor utama dr pintu masuk panas banget bikin males, dr 4 th terakhir ga ada perubahn",2019-10-14
Nana Priyatna,"Kenyamanan pejalan kaki dan wisatawan terganggu oleh pengamen yg memaksa minta uang..
Mhn dibantu pihak terkait,  mana yaa",2018-10-14
baharudin mus,Pedagang nya kalau jualan pakaian Batik...mahal...,2022-10-14
Taufik Salim,"Emang saya ke beringharjo cari apa?? Google Maps sok tahu???  Cuma lewat dikira belanja, ga ada yg perlu dikomentari.",2020-10-14
Andre Upnew,Kotor sekali kotor sama pedagang kaki lima ... padahal disana pusat dri sgala pusat di yogyakarta..,2021-10-14
Heru Adams,"Harga tidak transparan, tempatnya kurang nyaman buat santai setelah capek belanja",2019-10-14
Inayatul Khusnah,Tempat yang selalu ingin dikunjungi saat Di jogja bagi penggemar batik,2020-10-14
Aswika,Pasar yang banyak menjual baju khas jogja,2023-10-14
Den Bagus,"sepi kasihan penjualnya dagangan masih numpuk .
terutama makanan",2021-10-14
Suyanto,Aku kerja di SD ringin Harjo Bantul sebagai satpam,2023-10-14
avi cenna,Bahan dan kualitas batik disini tidak sebagus ekspektasi saya. Hated it,2019-10-14
Estha Lulabee,"Barang mahal2 lebih mahal dri pd di toko,kapok deh kesini",2018-10-14
ngurah putu,"Pusat Belanja grosir di jogjakarta,salah satu destinasi belanja sovenir kas Jogjakarta.",2017-10-14
Dodi Suharyadi,pasar malioboro semerawut tak nyaman parah bagi pengunjung bagi yang terkait tak ada inovasi,2020-10-14
Inanta Nofi Aryanti,"Jangan beli nasi pecel depan pintu masuknya, harganya g manusiawi",2019-10-14
Yosita Rachman,Kita harus pintar tawar menawar dan tidak bisa dicoba. Panas. Parkir susah.,2018-10-14
Ariyani Putri,"Panas + sumuk . Gak tahan jdi akhirny kluar . EnK jalan"" d pinggiran aja",2019-10-14
Nani Sularni,Ibu2 penjual pecel nya agak jutek... hehehe pdhl suasananya enak,2017-10-14
Murtado Hasbulloh,Bagus pedagangnya ramah harga terjangkau,2022-10-14
faqih al,"Satpam e sip. Sak jose
Tapi orang yang di dalam kantor embuh. Kurang melayani",2020-10-14
Johans Khdani,Jam stgh 9 rong do bukak 😫 …,2022-10-14
Arip Rahman,Parkir bus....mahhal,2023-12-14
Moerti Hananto,"Lokasi nyaman, harga wow murah pakai bingit.",2022-10-14
Farrel Putra,Pedagang jabgan mahal2 klu jualan,2019-10-14
Ahmad Ardiyanto,Banyak sampah yg tdk di buang ke tempat sampah,2020-10-14
Si war Wor,"Pasar andalan ditengah kota jogja,,berdampingan dengan jalan malioboro",2021-10-14
Agus Babe,pasar beringharjo. bagus apa yg kita cari ada di sana,2020-10-14
Fendy Pringapush,"Lengkap, luas, nyaman buat berbelanja",2020-10-14
Achmad Juwari,Yg belum pernah segera kesana dijamin ketagihan,2018-10-14
C P Siallagan,"Banyak banget tukang ngamen, setiap menitnya..",2019-10-14
asia bisnis,"Strategis
Sesak
Sempit.
Tdk murah",2018-10-14
Ratna Sari,Terlalu sumpek dan yang dagang murahan di luarnya,2021-10-14
arief 165,skr ga nyaman bau sampah,2019-10-14
Dwi Suparti,Belanja batik ya di sini ni tempatnya,2019-10-14
Purwanto u,Pasarnyab bersih,2023-10-14
Mustaqim Fariq,Saya bermasalah dengan harga parkirnya..,2019-10-14
Septi Ria,rame dan barang nya murah,2019-10-14
Kenalex Wibowo,"Mahal, masih murah di bali",2023-10-14
Ms Putri,Harga barang sudah seperti harga jakarta.,2019-10-14
Dwinta,Numpang parkir sebelah mas bos Google,2019-10-14
Suharta Marta,Vaksin covid,2021-10-14
Alya Nisa,gasuka soalnya ini tempat kenangan sama mantan,2019-10-14
Yudi Hartati Padiati,Tempat belanja batik  tuk oleh oleh,2019-10-14
dwi Haryanto,Mampir sebentar cari celana,2018-10-14
Sosa Ramadhan,Pasar terlengkap dan harga terjangkau,2019-10-14
Erwin Yulianto,Parkir mahal buat orang Jogja,2020-10-14
bagus satrio,Rasanya gurih dan bumbunya pas.,2021-10-14
Fresty Hamada,Bersih...rapi...dan sangat tradisional,2019-10-14
ardiansyah Tours,Harga mahal tidak sesuai expentasi,2018-10-14
Fina Intaniar,Ramai dan keamanan kurang dikondisikan,2018-10-14
Her Win,Pusat belanjaan super lengkap.,2019-10-14
Nazarudin Muhammadiyah,Tempat terlengkap untuk belanja,2021-10-14
Irlam Satriadi,Nyari parkir susah,2022-10-14
Filipus Brian,Saya lupa pernah mengunjungi tmpt ini hehe,2018-10-14
Rendy Oktriananda,gajadi kesini karna bingung parkir dimana,2021-10-14
Anggun,ada anjingnya,2023-12-14
Top public,Tempat belanja yg asik,2019-10-14
Arif Toto,Lumayan ramai,2023-10-14
Coach Kobok,Dientol penjual nasi,2020-10-14
Ahmad Munir,Pusat grosir batik,2018-10-14
Barini Rudiyanto,Mahal nggak bisa nawar,2022-10-14
Mesran Saputra,Udah 2 tahun kerja di pasar,2021-10-14
Machmud Patic,Bagus,2023-10-14
dody hermawan (Than Must Dody),Banyak pengamen,2020-10-14
Burik Rajeh,Mantap makanannya,2019-10-14
PARNO adi,Parkirnya jauh,2018-10-14
hartono harto,Pasar nya bersih,2019-10-14
Puji Nugroho,"Suka, karena keren",2019-10-14
NRP,👍🏻 …,2020-10-14
Suharsono Tarcicius (Kelik Harsono),Kumuh rumah gembel,2020-10-14
ESTHER,Mahal untuk turis,2019-10-14
AHS UPDATE,tempatnya kumuh,2020-10-14
Ibu Atik,Borong2,2018-10-14
Kenedy Rudy,Sepi...,2021-10-14
arif sudilaksono,Pasar traditional batik,2019-10-14
Anggit Gondrong,Sangat bagus,2019-10-14
Alfian wae,Kurang komplit,2020-10-14
Iwan Masri,Susah parkir,2020-10-14
Rahma Alfurqan,Banyak Pilihan,2019-10-14
Ricky Kirana Ismail,Padat pengunjung,2019-10-14
nawal zein,tidak tau,2019-10-14
Dwi Martono,Puanas kotor,2019-10-14
arifmudakir ok,Joss,2020-10-14
Aji Setyanto SE,Siip,2020-10-14
eva Imron,Biasa,2019-10-14
indo Anime,sepi,2018-10-14
Petani Milenial Sukses,Mantapp,2020-10-14
alva gimbal (Weweh),Sumpek,2018-10-14
pham chabita,bau,2020-10-14
Eko Mardianto,Murah,2020-10-14
Made Setiawan,Kumuh,2020-10-14
suardana iputu,Krodit bangetttt,2019-10-14
Wen Si Ng,Terlalu dikemas untuk seleraku. Sangat berdebu menyebabkan iritasi hidung. Penjual biasanya mengabaikan Anda karena sering kali orang tidak membeli ketika mereka menanyakan harga. Penjual berbahasa Inggris yang terbatas membuat komunikasi …,2018-10-14
Gina Said,"pergi ke sana, cuacanya panas dan tidak ada perubahan sejak 20 tahun yang lalu. oleh-oleh lama yang sama, batik lama yang sama.. setidaknya pasang ac..",2020-10-14
adhi wibowo,"Parkirkan seperti anjing! Yang jelas kosong dan tidak bisa dipakai, katanya mau bongkar sayur!",2020-10-14
Nur Haryanti,Sebuah pasar yang selalu ramai di kota Jogja,2017-10-14
Johannes Schweiger,Hampir hanya pakaian dan selalu sama,2023-10-14
Tinus Randa,Cocok untuk belanja batik,2018-10-14
francois-xavier Evrard,"Tidak ada yang tersisa, semuanya tertutup. Itu tidak layak untuk dipindahkan",2020-10-14
Mohamad Fajri,Sungguh unik mengingat kesuksesan masa lalu,2020-10-14
rudi nemo,Sekadar cari kostum keraton 🤗 …,2019-10-14
Rizti Indriyani,Pedagang judes2 buat mlz ewh,2018-10-14
NUR SUDARMAJI,Nunut menyelamatkan gerobak Seloso yang meleset,2020-10-14
Okka Muhammad,Tempat parkir 3000,2022-10-14
ery guanteng,"Panas sekali, sesak, susah bernafas, mahal..",2018-10-14
Imam Raka Putra,Tidak ada lagi pusat kebudayaan tekstil.,2020-10-14
NIKE CHATARINA,"Budaya Jawa, dengan hari Selasa Wage",2020-10-14
Amicitia Rakhmat,"Besar, tidak, tidak",2019-10-14
mr. toro,lebih sedikit orang,2020-10-14
Annisa Rahma Fadhila,Tidak bagus,2019-10-14
Nugroho Kuncoro,30l,2020-10-14
Romo Suro,Bagus sekali,2020-10-14
Ani Susanti,Seruuuu,2019-10-14
rosyid reza,Josssss,2019-10-14
Bakso Azzahra,domba,2019-10-14
asli kayu,Bagus,2020-10-14
agustinus gunawan,Pelayanan minimalis,2020-10-14
Andre Novasagita,menakutkan,2020-10-14
Natalia Law,sungguh bodoh,2018-10-14
i,Rumah,2019-10-14
Rhodri Fullard,Mengecewakan,2019-10-14
Willem Wolff,Murah,2017-10-14
Khamdi Kurniawan,Pasar Rakyat,2017-10-14
SMAN 3 Denpasar_Putri Dayita,Menjijikkan,2019-10-14
Elfira Zidna A,"Menawarlah separo harga jika membeli baju rata rata para penjual baju sangat tidak ramah (walau tidak semua), jika telah disepakati harga yang pas masih berkomentar ini itu saat Kami meninggalkan lokasi. Ada lapak jualan blangkon dan kebaya …",2023-10-14
Rafa hyman Subroto,"Selain belanja di pasar beringharjo juga banyak makanan dan jajanan enak,, tepatnya di lantai 2 belakang,, ada gado2, es kelapa kopyor, nasi empal, soto dll",2019-10-14
Arief Cipto,"Pasar tradisional; cukup banyak batik disini, hampir semua toko di lt.1 berjualan batik, di lt.2 untuk makanan (oleh-oleh), secara umum kondisinya cukup terawat dan bersih, buka sejak pagi hari sampai malam (lebih nyaman belanja di …",2019-10-14
andrean tirtayasa,"Kecil, sempit parkir mobil susahnya. Pelayanan setiap los tidak ramah. Barang tidak berkualitas harga mahal. Panas. Sumpek",2024-06-14
Joyboy Drock,"Kusus raja murah lantai 3 Block T no 4 karyawannya ibu berbadan besar yang akhlaknya minus pembeli di sambut dengan ramah memang apa susanya susum barang gak rata dan jatuh bukan kesalahan pelanggan, ngomong bahasa jawa walapun saya rantau 8 tahun cukup saya untuk memahami dan mengerti bahasa jawa paham.",2024-02-14
Achirotul Annisah,"Beli baju batik ataupun daster di sini tempatnya, agak murah tapi kualitasnya sesuai harga yaaa. Sayang sekali di sini tempatnya sangat panas sampai berkeringat seperti habis olahraga",2023-10-14
HOLIWORK RAKA,Panas kotor dan toiletnya tidak bersih.. Tapi harga barang terjangkau lumayan murah dan bagus.,2017-10-14
Henryco Marpaung,"Banyak jenis batik, pedagangnya ramah, harganya standar kalau dibandingkan Tanah Abang (Jakarta). Suasana sangat tradisional, parkir mobil sulit. Sirkulasi udara kurang baik, dan cenderung panas/gerah.",2019-10-14
Kanal Reviu dan Gagasan,"Entah penjualnya yg terlalu bnyk, pengunjungnya yg meluber, atau mmng pasarnya yg sempit di lantai 1 shg kurang nyaman unt blnja di sana. Dan kalau tdk salah lampunya kurang terang juga. Demikian juga brg yg dijual krg komplit. Andai ada yg jual baju lurik lengan pendek. Perlu ada bangunan lagi di lokasi lain (kalau memungkinkan).",2020-10-14
Arahman gantada,"Pedagang nya menjual berbagai macam pakaian dgn mahal...tidak sesuai dengan tempat, seharusnya jika ditempat asal batik lebih murah ini harga2nya mahal dr pasar tanah abang",2021-10-14
kebun Sederhana hidroponik,"Jalan jalan ke pasar bringharjo harus pandai tawar menawar ya. Apalagi di saat kamu berkunjung kesini bertepatan dengan libur panjang, pasar ini ramai di padati wisatawan baik lokal maupun mancanegara. Sayangnya jalan jalan di pasar ini …",2018-10-14
Vatsa Z.S.,"Pasar lama sudah ada sejak dulu, tapi penampilan sekarang menarik. Segala macam kebutuhan ada, terutama souvenir untuk Jogja sbg kota wisata dan budaya. Sekarang buka sampai jam 21. Pertahankan jam buka ini, juga keamanan pengunjung.",2018-10-14
Robertus Saliman,"Mungkin menyenangkan bagi yg senang belanja pakaian murah. Namun suasananya sangat padat, terutama di lantai dasar. Penataan kios juga sangat berdekatan, sehingga pengunjung akan kesulitan untuk memilih barang karena harus berbagi tempat dengan mereka yang berjalan. Lantai dua dan tiga relatif lebih nyaman.",2019-10-14
Duwi Purwanisih,"Ga terlalu banyak pilihan,, hampir semuanya batik dengan model yang sama antara toko 1 dan lainnya, harganya masih agak mahal dibanding  pasar klewer solo. Dan agak pengap dan panas.",2019-10-14
Cat “The Traveler”,"Mungkin para pedagangnya juga sudah capek apalagi setelah pandemi pendapatan berkurang, tapi ya namanya pembeli kan kalau masih belum cocok ya masa harus beli, orang nanya dulu malah dighibahin katanya ""nggak beli, pegang2 nanya2, lihat2 …",2022-10-14
Yakut Rizki Karimah,"Pasar Tradisional yang lokasinya sangat stategis, kalau jalan-jalan lewat Malioboro wajib banget mampir di pasar Bringharjo untuk belanja oleh-oleh harganya relatif murah. Ada spot foto iconic juga di sisi samping pasar, lumayan buat mejeng …",2019-10-14
Hilma Rachmawati,"Minggu kemarin sya belanja di pasar bring Harjo milih dlu baju nya blm saya tawar eh udh saya pilih sya tawar dia marah"" aneh kaget orang Yogyakarta yg terkenal dgn kelembutan nya kemarin jauh dari kata sopan dan santun …",2022-10-14
25 bhisma 25,Kurang nyaman makan di pedagang kaki lima disepanjang malioboro. Makannya terburu-buru karna banyak yang ngantri mau duduk makan. Karna tempat duduknya sedikit. Penuh sesak dan berjubel jadi pas makan juga aroma berbagai macam orang yang …,2020-10-14
Nofriati Nazar,"Harganya sama aja dgn baju daster batik di Jkt. Klw buat pakai sendiri, mending ke Thamrin City atau Tanah Abang aja.
So ... cuma beli sekedar tanda pernah mampir ke Pasar Bringharjo. Gitu aja ... 😁😁😁 …",2019-10-14
Lilis Andriyani,"Menurut saya sih tempat nya agak membosankan. Banyak sekali yg jual batik. Sepanjang mata memandang hanya kebanyakan batik saja. Mungkin cocok untuk membeli oleh""",2019-10-14
Indi Suryanto,"Parkiranya panas,hrusnya di kasih atap/kl kurang dana setidaknya pke paranet cukup.gang antar los terutama yg sebelah timur(kerajinan)gelap kurang cukup lampu.buat poto² produk kurang bagus.pengurus pasarnya kurang inisiatif.perlu ditambah wastafel buat sarana cucibtangan,namanya dipasar bnyk yg kotor.",2019-10-14
Bambang Triman,Pasar tradisional yang dulu sangat terkenal dan harga yang ditawarkan sesuai kantong orang kebanyakan namun sekarang harga sudah lumayan dan sulit ditawar tidak seperti dulu lebih baik kasih harga pas sekalian biar enak belanja bagi pengunjung,2021-10-14
Elini Ema,Semuanya bagus2 bajunya tapi sayangnya ada salah satu kios batik yg kalo ditawar nyinyirnya minta ampun padahal nawarnya hanya turun 10rb dr harga semula dan kalo nggak bolehpun ya gpp kita mau beli yg di tempat lain nggak usah pake jutek …,2019-10-14
Herman Irawadi,Mohon ditertibkan pengamen2 yang ada di seputaran kios ini. Mereka sering mengamen dalam kondisi mabuk dan jika tidak diberi suka memaki-maki dengan kata2 yang sangat kasar dan kotor. Untuk para pedagangnya sudah cukup teratur walau ada …,2018-10-14
Eddy Rahul,"Pasar ini masih belum berubah dari 5 tahun lalu. Pemprov/kotamadya Yogya harusnya lebih memperhatikan kebersihan, kerapihan dan paling penting tata udara. Pasar ini harusnya ditingkatkan dalam kualitas bangunan, misalnnya membuat atap …",2019-10-14
FRANSISCA FITRIANI,Sebenarnya oke. Cm bny pedagang ga jujur. Naikin harga seenaknya. Tawarny pun dkit bgt. Beda tipis sm toko batik malahan.. pdhl dl oke loh bringharjo,2018-10-14
Andi Rossy,"Buat yang punya darah rendah, Bringharjo bukan tempat yang bagus untuk berbelanja ya. Rame banget orang & sirkulasi udaranya buruk jadi gampang bikin drop. Kalau mau nekat, usahakan perginya ditemani & bawa bekal minum setidaknya untuk antisipasi drop.",2019-10-14
bambang setyawan,"Pasar tradisional Beringhardjo
Terletak di ujung jln Malioboro Yogjakarta.
Terkenal karena di depan pasar banyak penjual makanan , minuman dan oleh2 khas …",2019-10-14
Netizen AlwaysRight,Kaki lima terlalu ramai. Sangat2 mengganggu hak kenyamanan dan kelancaran pejalan kaki. Belum lagi pengamen2 yg silih berganti datang. Bikin risih. Diperlukan penataan ulang sesegera mungkin.,2022-10-14
Devina Aysha,Shopping..  Maem sate koyooor enak bangeet,2020-10-14
riski variasi lingkar,"Pasar jorok kebersihan sangat kurang terjaga, makanan di sekitar sini bener2 nusuk bgt harganya..pkoknya beringharjo malioboro gk cocok kalo untuk wisata kuliner serba mahal dan gak enak.",2020-10-14
Mei Wiwid,Sering kesini buat jajan soto cuma kok parkirannya yg di lorong tengah sebelah barat tarifnya 3000 tanpa karcis saya rasa menurut saya sangat tidak wajar parkir kendaraan roda 2 dipasar tradisional terbesar se DIY kok 3000 rupiah tanpa karcis pula.Alangkah baiknya ditata rapi dan dikelola dg baik oleh pemerintah supaya lebih baik.,2021-10-14
Gundam Ajah,Tawar harga semurah2 nya karena biasa nya harga di tinggikan saya tanya celana batik 125rb bisa di dapatkan dengan harga 75rb saja,2019-10-14
