Nama,Ulasan,Tanggal
Yusa Setia Budi,"Seperti hal nya pasar tradisional lainnya, jual aneka macam kebutuhan sehari hari. Bangunannya masih bergaya tempo dulu",2018-10-14
Iin Indarsih,Pasar tradisional yg kental dgn adat jawa...dan kebetulan disekitar adalah tempat2 yg masih bersangkutan dgn kerajaan.....,2021-10-14
family_ channel,"Bakso n tetelannya enak...harganya murah...es dawet jeparanya enak dengan campuran lengkap ada cendol,ketan,susu,es batu serut.",2020-10-14
Yopie,"Pasar tradisional, lokasi dekat pemakaman raja raja Mataram, tersedia aneka kebutuhan dapur dan juga aneka kulineran jajan pasar",2021-10-14
bambang banu,pasarnya masih tradisional dan bs dijadikan tmpt wisata ada makam raja. wisata watu gilang diselatan pasar.,2017-10-14
Ridwansyah Muhammad,Pasar yg lengkap untuk wisata kuliner tradisional Jawa. Murah. Tapi akomodasi parkir sedikit sulit. Sedikit berbahaya karena dekat dengan lalu lintas.,2017-10-14
dandhy akbar,Pasar yg cukup padat dan sampai membuat macet namun bisa menemukan segala macam pilihann sayuran segar,2018-10-14
Bonny Prasetya,"Semrawut, gak ada tempat parkir khusus, semua dipinggir jalan, lebih enak naik motor kalo kesini.",2020-10-14
Ma'rifatun Khoiriyah,Perlu dipercantik lagi agar warga banyak yg mau berkunjung ke pasar kotagede lagi.. Disana tak seramai yg dulu 😕 …,2019-10-14
lensa “teropong” studio,Setiap malam biasanya rame. Banyak penjual dari barang loak hingga baju dan kebutuhan sandang terutama,2018-10-14
Didik Setiawan,"Pasar rame dgn jajanan pasar yg lengkap, sayang ciri khas pasar tradisional kebersihan pasar kurang terawat",2019-10-14
Wahono Bin Darwoto,jk ingin kuliner unik jogja bs cari disini......cm akses jln nya pass untuk 2 mobil.....jd perlu hati.....agak semrawut tp okelah..,2019-10-14
Hasti Basya,"Jalannya macet, apalagi kalau kita menggunakan kendaraan roda 4. Tp kulinernya mantap, enak dan murah",2019-10-14
bapakne rayyan,"Senengnya kalo pas pasaran legi, karena yg jualan burung banyak di pojok barat daya, sampe jlnan macet.",2017-10-14
Ratih Wulandari,"Lmyan lh buat kulineran tradisionl d mlm hari, msi bnyk mknan"" dn jajanan"" tradisonal khas yogyakartq",2019-10-14
TheNoert,"Klasik ada bakso enak depan pasar, ada empal genthong dalam pasar",2023-10-14
Budi Prasetyono Secodikoro,Satu di antara pasar tradisional yang ada di kota Jogja...cukup lengkap untuk berbelanja kebutuhan sehari-hari,2019-10-14
Braveheart,Tempatnya perlu penataan biar semua pengunjung maupun pedagang merasa nyaman.,2021-10-14
mido apriyadi,"Tempat bagus buat nyati barang selalu buka tanpa nunggu tanggal pasaran, tpi kurang bersih dan sesak",2019-10-14
Eka Akbidyo,Jalan sempit belum lagi parkir di pinggir jalan.. jadi macet.. apalagi kalau pasaran legi.. pasar ramai dan tambah macet..,2020-10-14
Iramadja Madja,Sate lontong kuahnya lumayan enak,2024-01-14
Wartini Haryanto,Bagi anda yang b tuh Snack datang saja ke pasar Kotagede tinggal pilih bisa pake box sekalian,2020-10-14
Arie Muntari,Harga standar tidak mahal. Kmrn pas mau Lebaran gak penuh2 amat sih..,2022-10-14
Badi Aja,Pertemuan paud,2020-10-14
lucka modrix,"Jalan depan pasar kalau pasaran macet e...
Tapi untuk saat ini tambah macet karena ada proyek pekerjaan jalan....
Harus muter kalau lewat situ",2020-10-14
rudiyanto sugihyo hida servis otodidak,Tempat parkir mobil sempet/gak ada tempat khusus cuman dipinggir jalan membuat macet,2021-10-14
Tiwi Setyawan,"Apa aja ada klo pas hari pasar, padat merayap dari pagi hingga sekitar jam 11 siang",2016-10-14
nivanda diensta,"Hati2 lapar mata, banyak jajanan dan makanan yg enak2 dan pastiny murah
Sayang parkir susah dan tidak teratur",2019-10-14
Nurma Kurniawati,disana banyak pernak pernik berbahan silver dan berkualitas. ada juga toko pakaian yang murah,2017-10-14
Edy Prayitno,"Kendaraan yg buru2 jangan lewat depan pasar kotagede, kl siang pasar bisa diperluas di jalan.",2017-10-14
Sukirman Sukirman,Tersedia tempat cuci tangan tanpa menyentuh kran dan sabun cucinya,2020-10-14
Noe s,tiaap hari mau cari sayur baju makanan pernak pernik komplit cuma sering macet,2017-10-14
Nasehat Iman Islam (Abah al-Faqiir),Adalah pasar tradisional yang bukanya berdasarkan hari pasaran Jawa yang berada di Kotagede-Yogyakarta,2019-10-14
Nadia Avriska,"Maaf saya kasih bintang 3 karena pasar disana kurang nyaman, dan tidak semua ada",2021-10-14
Mas Novianto Subiantoro,Enak buat duduk lesehan menikmati kulineran dimalam hari di salah satu sudut kota Jogja,2018-10-14
Ssj Rofiah,Harga tahu magel kecil2 jauh lebih murah dibanding pasar piyungan,2019-10-14
WidiJanto,Pasar tradisional ok banget lengkap dan harga sangat terjangkau,2020-10-14
Sutrisno 077,Kebersihan perlu ditingkatkan dan penataan tempat parkir biar rapi...,2021-10-14
heru budi,Pasar yg masih tampak nilai² tradisional serta dekat dgn pusat sejarah keraton mataram,2017-10-14
Sejuta Aplikasi,"Pasar tradisional ditengah modernitas, semoga tetap terjaga ditengah semakin padatnya penduduk.",2017-10-14
goen hartana,Pasarnya komplit dan super ramai,2023-10-14
setyo pambudi,"Lumayan ramai ..
Dari pagi sampai pagi lagi selalu ada yang jualan...",2020-10-14
Swn Yulianto,Lahan parkir membuat jalan mudah macet dan terkesan tdk teratur,2021-10-14
A A,Senang tapi kurang dengan penataan parkiran motornya jadi bikin macet kadang,2021-10-14
Hary Wibowo,"Pasar tradisional yg Lengkap semua ada, buka sampai malam",2017-10-14
Septi Kardi,Pembeli bisa diatas motornya. Drive thru. Tapi jadi kurng nyaman,2021-10-14
Muntahâ Makhtûm,"tempat mudah dijangkau, lumayan bersih, tapi masih ada sampah yang dibuang sembarangan",2017-10-14
Fasikha Ikha,"Asyik buat menghabiskan waktu sore, jajanan nya lengkap",2017-10-14
HANUM S.,Pagi pasaran biasa .ramainya klo legi malem pasar klitikan,2018-10-14
Suharyono,"Setiap pagi sore sering macet,jalanan agak sempit dan tdk halus",2019-10-14
Iwan Sunandar,Pasar penuh sejarah kraton jogjakarta dan dekat masjid agung kotagede dan makam panembahan senopati,2017-10-14
Suranto Yudobusono,"Perlu dibangun seperti Pasar Pawirotaman, agar tidak terlihat kumuh",2021-10-14
Xavi Aditia trans,Salah satu pasar tertua di sudut jogja masih rame apalagi pas pasarannya...,2019-10-14
didieth leo,"salah satu pasar dipinggiran kota,n tmbh ramai jk pas pasaran wage",2019-10-14
Nanda Larizza,"Mungkin bisa dibangun sarana parkir, biar ndak macet kalo pagi",2019-10-14
Anzalna Nurrohim,"Banyak jajan jajan nan tempo dulu, tapi sayang nya jalan nya sempit. Bikin macet",2018-10-14
Basuki Subagyo,Tempatnya ramai pengunjung pasar kota gede .nwn,2021-10-14
Hadi Trimo,Untuk yg cari makan&makanan sore hari disini tempatnya.,2021-10-14
Fajar Nur Rahmad,"Pasarnya menurut saya nyaman ,tapi parkirannya kurang memadai",2019-10-14
Setyawati Jhiwie,Klo sore yg jual makanan byk lengkap & murah ......,2017-10-14
Bpk Suroyo,"Lumayan menghibur,bnyk jjnan tmpt2 hiburan anak2 kecil nyaman iya.",2018-10-14
Jack Djoko Triyanto (Jack),"Bisa untuk refresing di pagi hari, khususnya di hari pasaran jawa ""LEGI.",2020-10-14
Labyrint Stupa,"Exotic , nuansa, ritme traditional Java , Classic  atmosfer",2022-10-14
Kholid Yusuf,"Legi auto macet, jajanan pasar berlimpah",2021-10-14
Effendi Suryanto,Dalam pasar bersih kering... Depan pasar kurang teratur...,2021-10-14
Hubbul Basas,Sangat bagus untuk belanja bahan pokok,2023-10-14
Farida Oktaviasari,Jlnnya agak kecil klo papasan mobil bingung mingir dulu,2021-10-14
Dwi Toto Hapsoro,"Tempat lumayan bersih .....
Persediaan barang lumayan komplit",2020-10-14
Mar Gianto,Toko Snack yg cukup rame,2023-10-14
Trie Encis Supraptiningsih,Ke pasar kalo pingin camcau yg jual di dpn pasar kotagede,2021-10-14
nidya artanti,"Rame, kalau sore banyak pilihan makanan",2019-10-14
Ines Saputri,"Es dawet yang dipasar enak, murah. Sukak!",2019-10-14
Shahafi Go,tempat klasik buat jalan-jalan jadi asyik,2022-10-14
Griya jahit puspita Y,Rame banget kalau pagi...,2023-10-14
Frida Syaflia,"Kalau kesini nyari jajan tradisional, kipo misalnya",2018-10-14
Andi Dwi,Pas kesana ramai...jalan rada macet,2021-10-14
Petrus Donnelly,Komplit dan terjangkau harga²nya,2023-10-14
Vivi Wulansari,Terlalu cepet tutup..toko peraknya,2022-10-14
riant cox,"Ramai, saking ramainya susah parkir,mpe macet..",2018-10-14
Ryan Yudha,"Langganan ke sini, semrawut jalannya. Chaos",2023-10-14
Sam Sudin,santai nyaman sembari menikmati suasana mlm,2020-10-14
Brian Issac,Pasar tradisional lengkap namun jlannnya sempit,2018-10-14
anhar gg,Jalan terlalu sempit jd kesannya semrawut,2018-10-14
Sigit Eka,"Sering lewat sini, tapi belum pernah masuk ke dalam pasar, hehehe",2017-10-14
ita yuliani,Pasar legendaris sayangnya belum bersih dan rapi,2018-10-14
Ariecoco Mustar,Jajanan pasarnya lengkap dan enak,2017-10-14
Nur Cahaya,Pasar rakyat traditional market harga murah,2017-10-14
Eko KodoX62,👍 …,2023-10-14
bunga trotoar,pasar rame parkir mobil susah,2019-10-14
Yuni Hadiwijaya,Komplitt tapi klo rame macet parah,2019-10-14
Ollif Surodikromo,Pasarnya agak kumuh ya🙏🏽 …,2023-10-14
Gusri Yanto,Sederhana sesuai kearifan lokal...,2020-10-14
Septi Setyorini,Sudah mulai rame...,2022-10-14
vinacan kesuma,Lumayan lengkap utk pasar,2020-10-14
Donnelly Don,👍 …,2023-10-14
Annisa Fitriani,Apa2 ada... Semuaaaanya ada,2023-10-14
Roesita Aprilia,Sekarang tempatnya sudah bersih.,2017-10-14
Mur Wanto,Ramai setiap pasaran legi,2018-10-14
Caesar Utomo,Ya lumayan Bersih dan nyaman,2021-10-14
Agus Siswanto,Lumayan murah,2019-10-14
Agus PD,"Salah satu pasar basah tradisional tertua dan eksis di jantung Kotagede. Jalan-jalan kecil, mohon jangan gunakan mobil Anda, kekacauan lalu lintas yang luar biasa di dini hari. Lebih baik menggunakan sepeda motor, tersedia parkir di pinggir pasar.",2023-10-14
Patrycja C,Kotagede adalah wilayah yang sangat luas jadi pastikan Anda tahu apa yang ingin Anda lihat di sana. Tanyakan kepada penduduk setempat atau pengemudi Anda. Ada banyak toko dengan lorong-lorong artistik kecil berwarna perak dan lucu.,2020-10-14
elise lim,"Tidak bisa berkata banyak tentang tempat ini karena saya pergi pada hari Minggu jadi tidak ada yang dibuka.
Saran utama: Jangan pergi pada hari Minggu. …",2023-10-14
SenggOL tm,urutan pembelian makanan tradisional,2024-04-14
Priyambudi Hari Putranto,"Ini pasar tradisional yang sangat bagus. Jika Anda ingin tahu lebih banyak tentang kotagede dan budayanya, Anda harus datang ke sini. Tapi Anda harus siap menjadi kotor. Sanitasi rendah",2018-10-14
Dwikora A.V.M. Musso,Tidak terawat; kalau hujan bocor sana sini dan ada genangan air di beberapa titik pasar.,2023-10-14
mutiara tirta,"Sungguh menyedihkan melihat pasar tradisional dikalahkan oleh jaringan supermarket besar. Namun, hal ini dapat dimengerti mengingat supermarket jauh lebih nyaman dan bersih. Yang ini bisa bekerja lebih baik dengan ventilasi dan sistem pembuangan limbah yang lebih baik.",2019-10-14
zone azone,Jalan satu arah di depan pasar cukup sempit,2024-01-14
Achmad Sudradjad,Di pasar tradisional Anda harus melakukan bargening terlebih dahulu sebelum membeli apa pun. Bargening adalah semacam seni sebelum membeli.,2022-10-14
ranko Slavica,"Pasar, seperti pasar lainnya, ditenun dengan warna lokal. Saya mengejutkan banyak buah. Segala sesuatu yang bisa dijual.  Tentu saja terjadi kemacetan lalu lintas, karena berada di tengah jalan.",2017-10-14
Sierly Annisa Rachmasari,"Ini seperti pasar tradisional lainnya, ramai dan sedikit berantakan. Cobalah berkunjung ke sana! dan kamu akan menemukan begitu banyak jenis sayuran, makanan ringan, daging, ikan, pakaian? dan seterusnya 😉 …",2020-10-14
Eka Kurniawan,namanya pasar tradisional..tapi sudah tertata..cukup lengkap,2021-10-14
Nurdiyanto Sir,"Pasar tradisional yang bagus, buka mulai pukul 05.00 hingga 13.00, beberapa toko buka hingga malam",2017-10-14
Sri Wahyuni,Ramai tapi tetap aman.. seru banget,2020-10-14
Raden Matt Qassiem,"Terlalu kompak namun, saya tidak bisa mentolerir masalah kebersihan. Ada banyak makanan jawa",2017-10-14
nur tyas,"Cukup sibuk pada hari-hari maket (pasaran) ""legi""; banyak makanan lokal, makanan ringan",2017-10-14
Sumadi Madi,"Pasar ramai di malam hari, dan makanannya lengkap",2019-10-14
Lukiman,"Sebuah pasar tua, namun cukup rapi untuk memungkinkan pembelian lancar.",2021-10-14
Edi S. Adiatmojo,"Penuh sesak.
Kemacetan hampir terjadi setiap hari.
Sanitasi yang buruk",2018-10-14
Marlita Putri Ekasari,Bila harus mencari bahan makanan dengan cara tradisional.,2019-10-14
Suka Suka Gue,Ruamee,2020-10-14
Suranto ranto,Cukup ramai dan redup,2019-10-14
Andang Riana,Pasar tradisional yang bagus di jogjakarta,2017-10-14
Anjar Arie Prihanto,Banyak sekali makanan tradisional jawa,2017-10-14
Iman Dwi Setyo,Tempat yang bagus untuk berburu foto,2019-10-14
Mustasyfa Syauqoni Daulay,Tempat parkirnya sempit..,2019-10-14
Faruq,Cukup banyak,2021-10-14
Atmando Ananta,Pandai besi...,2019-10-14
Indra Octavian,Macetttt,2023-10-14
Irfan Hardiansyah,Sangat ramai,2017-10-14
Agus Sètiawan,Pasarnya cukup keren,2017-10-14
Mei Wiwid,𝙴𝙿𝚊𝚛𝚛𝚎𝚛𝚎 …,2020-10-14
Abdy 97Ez,Banyak yang mulus,2019-10-14
Galih Prima,Pasar tradisional yang murah,2017-10-14
Kisarnuji Kisarnuji,Nyoto adalah pasar medis,2020-10-14
Alles Ghazie,Ruwett,2021-10-14
Ericha aga,Bagus,2022-10-14
Dyah Kartika,Pasar setiap hari,2019-10-14
alex tan,pasar lama yang manusiawi,2019-10-14
Cah ndeso 212,Siiiip,2019-10-14
erwin fathoni,Tuku Krasikan,2020-10-14
abas santoso,Jika,2018-10-14
bez Z,Oke,2021-10-14
matthias pamoso,menyesal,2019-10-14
Gandos,Bagus,2021-10-14
Santi Haryani,Menyelesaikan...,2023-10-14
Soleiman Pakadang,Wow,2022-10-14
titah wahyuningsari,Penuh sesak,2019-10-14
Martoyo Supriyadi,Bagus,2019-10-14
Wahyu Heri Setiawan,Penuh sesak,2019-10-14
elmi mufiidah,Tempat yang ramai,2020-10-14
Tri Indriati,Pasar berlangganan ibu,2020-10-14
Zura Novianti,"Pasar tradisional di Kotagede. Kalau pagi banyak yang jualan ayam hidup, entok, dan sayur mayur di pinggir jalan depan pasar. Ada jajanan pasar dengan beraneka ragam kue basah manis dan gurih. Untuk rasa bervariasi. Ada yang enak, ada yang …",2024-08-14
Big Bos,"pasar komplit, rame banget, banyak tukang parkir yang emang bantu banget. kalo sekolah lewat pasar ini mending berangkat agak pagi, apa lagi kalo pas pasaran legi. cukup murah.
#aniYk00",2024-08-14
DK Wisata Jogja Tours & Travel,Pasar yang cukup lengkap dengan harga yang cukup murah sayangnya susah parkir untuk roda empat apalagi klo pagi macet dan semrawut,2024-09-30
JUMANGIN & FISHI FAMILY,"Sebetulnya banyak situs tua, makam2 Raja yang menarik untuk di kunjungi serta ada masjid tua yang bisa di kembangkan jadi objek wisata, cuma akses jalan sempit dan susah cari tempat parkir mungkin pengelolanya kalau lebih di tata akan lebih menarik banyak wisatawan",2024-01-14
Putri Priyanthi,"Sore jual kue basah. Es es an nya jg lengkap di pinggir jln. Cincau , doger, es teh. Cocok utk cemal cemil sore.",2024-10-07
Yodha Ardell,Pasar tradisional biasa yang deket sama daerah komplek Masjid Agung Kotagede. Banyak jajanan pasar juga. Minusnya kalau pas pagi jalanan macet banget karena parkir di pinggir jalan dan untuk penyebrangan pembeli juga. …,2023-10-14
Haryantomardiraharjo H,"Pasar Tradisional yg cukup lengkap mencukupi kebutuhan belanja menu keluarga. Kelemahan latennya: tumpah, menghambat lalulintas jalan di depannya.",2024-04-14
vita evayanti,Klo psarny rame bgt klo yg bagian dpn lbh dipenuhi pedagang syur mayur dan parkir motor klo sore2 bny aneka jajan makanan djual dsni..salah satu favorit adl Ronde yg letakny disebelah barat pasar..pas manisny hrgany cm 6rb..,2024-02-14
green Oceana,"Pasar  ini berada di Jl. Mentaok Raya, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173. Lokasinya cukup mudah diakses. Dari Ringroad Timur Potorono ke Barat kurang lebih 1 KM. Dari arah nitikan dan Kota ke Timur …",2022-10-14
albertus danang wijayatmo,"Pasar yang terletak di daerah Kota Gedhe ini merupakan pasar tradisional, pasar ini namanya Pasar Legi jadi kalau hari pasaran legi pasar ini ramai sekali karena para pedagang dari luar berdatangan untuk ikut berjualan di sini",2023-10-14
maz fatah,"Buah, sayuran, rempah-rempah, makanan tradisional, dan minuman herbal jamu di pasar yang sudah lama berdiri. …",2022-10-14
tissafahma,"Pasar yang terkenal dengan beragam jajanan kuliner, mulai dari serba serbi jajanan pasar, jamu, bakso, es dawet, jagung bakar dll saking banyaknya tidak bisa tertulis disini. Harapan saya semoga pemerintah melirik pasar kotagede untuk di renovasi karena tempatnya ada yang rusak",2024-01-14
muhammad gilang,pasar tradisional yang cukup ramai dikunjungi menjual makanan ringan dll,2024-06-14
Diana Ratri,Lengkap. Kalo pagi mending jangan lewat pasar ini karena kondisi pasar tumpah jadi menuhin jalan bikin jalan macet. Penataan pasar kurang teratur jadi kalo belum hafal butuh waktu lama untuk berbelanja disini. Beraneka ragam maksnan asli jogja juga tersedia disini,2019-10-14
Juni Mujianto,"Tempat nya nyaman ,pemandangan indah",2024-09-23
Sulistia Ardani,"pagi sampe malem selalu rame, kalo pagi beli daging atau sayuran disini kalo malem banyak jajanan bakso apa gorengan macem”, beli buah disini murce 🤏🏻 …",2024-07-14
Febri erza,Pusat jajanan pasar terlengkap dengan harga bervariasi tergantung pada kebutuhan dan selera konsumen. …,2019-10-14
Ardi Mahendra Gunadi,"Pasarnya bersih pedagangnya ramah ramah. Lengkap semua sayur ada..
Cuma kurang ruang tata parkir yang harus di kompak kan biar lebih nyaman dan limbah buangan pedagang..",2022-10-14
The Blog santjoko,"Cari Baju batik, Pakaian Sekolah, Baju Pramuka disini lumayan bagus-bagus bisa cari jajanan pasar, Gorengan, Snack , makanan tradisional juga, kebutuhan sehari-hari",2019-10-14
Dinda Pratiwi,Beli pentol yg katanya wenak poll rasanya. Ternyata emang bener wenakkkkk 👍👍👍 …,2024-04-14
Ichus Lucky,"Heritagenya kena bgd. Bisalah mlipir jalan-jalan pagi disini. Selain pasar, lingkungan sekitar juga menawarkan nuansa klasik. Coba deh",2024-08-14
Kiki Tour Guide,"Pasar Legi Kotagede
Merupakan pasar yang sangat bersejarah yang ada ditengah - tengah kampung kota gede yg sangat padat. …",2018-10-14
Najma Kamelia,Kurang tertata. Vibes pasar tradisionalnya sangat kental. Jika gak tau jalan pasti nyasar,2024-09-30
A Fatih,"makanan dan jajanannya lengkap, mulai dari manis sampe asin, mulai dari berat sampe ringan. bahkan ada juga yang jual sayur. cocok buat nyari takjil di bulan puasa gini",2023-10-14
Peny Nurwindi,"Pasarnya masih semrawut, tapi klo sore rame banyak jajanan atau penjual sayur dan lauk matang. Menyenangkan",2021-10-14
Kemal Sabnani,"Tentunya kalau ke pasar harus jajan, pasar kota gede dengan berbagai macam kue pasar tentu menyenangkan, jangan lupa kalau kesini beli berbagai macam kue-kue yang sangat menarik",2019-10-14
Ike Marike,"Kemarin hanya diluar saja untuk beli dawet, murmer 6rb rasanya enak. Suasana ramai seperti umumnya pasar tradisional",2023-10-14
Bayu Chandra Kumara,Kotagede kota kerajinan perak yang sudah tersohor di kalangan turis lokal dan mancanegara. Bangunannya masih sangat orisinal. Semoga tetap dijaga dan dirawat oleh seluruh masyarakat Jogja dan Pemerintah Kota Yogyakarta.,2022-10-14
Taufan X,"Pasar tradisional yang sangat ramai. Di kelilingi jalan aspal yang memutarinya membuat pasar ini sangat unik karena kita bisa mengamati lapisan terluar pasar ini dari berbagai sudut. Pagi, siang, maupun sore pasar ini selalu dipadati …",2020-10-14
iwan j prasetyo,Pasar tradisional di Kotagede. Salah satu dari sekitar 30 pasar tradisional di wilayah Kota Jogjakarta. Pasar Kotagede ini juga disebut Pasar Legi Kotagede.  Pasarnya bersih dan rapi. …,2018-10-14
Meiani Ujianti,"Sekarang... Pasar kotagede identik dg pasar jajanan tradisional dan lauk pauk. Jajanan pasar apa saja ada, makanan yg sdh langka ada disana seperti cucur, adrem, kipo, kicak ketan dll apalgi kok segala macam lumpia lumpur, resoles... Ada semua dan murah.",2021-10-14
Puspa Lahirda,"pasar legend di kotagede, deket dari rumah jadi kalo belanja sering kesini. Parkir luas",2024-08-14
Dhimas Bagas,"Pasar Kota Gede

Kondisinya ramai sekali banyak orang berjualan. Disarankan klo lwt sini jalan/ naik motor. Klo naik mobil bisa cuman susah nanti malah berhenti dijalan bikin tambah macet.",2023-10-14
Yustisi kartika Putri,Pasar kota gede ini dekat dengan makam raja mataram dan masjid gede. Di dekat pasar juga banyak dijual souvenir atau perhiasan yang terbuat dari perak. Bangunan pasar sebenernya mirip bangunan jawa kuno. Di luar pasar banyak berjualan …,2021-10-14
Ayu Syahidah,"kesini beli bakso tossa, ada variasi bakso goreng dan bakso yang direbus, enak semua baksonya, isian bakso besarnya ada telur, ada urat, ada biasa",2024-01-14
Inu Nurfadzri,"Pasar lawas di kota yogya tempo dulu,hari ini mencari kue jajanan pasar tempo dl. Iya, KIPO....iki opo,dapet! Bisa mencicipi kue ini.",2023-10-14
Tekno Part,Jalur tengah harusnya kosong di isi pedagang. Jalur sempit jadi kalo rame ya harap maklum aja jalannya macet 🤣 …,2024-06-14
Tri Rakhmat,Pasar kta gede psr tradisioanl tmptnys bersih aman nyaman. Sy befkunjung mlm hari untuk menikmati sate yg brada dtrotoar pasar..di trotoar dpn juga ada lseshan minuman tradisional al :wedang asem .wdng jahe. Kunyit dll.buka tiap malm mp jm 001.termasuk warung sate.,2020-10-14
Farah Ishma Naqiya,"Walaupun pagi hari macet, tapi pasarnya lengkap dan murah² dan pedagangnya ramah-ramah",2024-07-14
Nurlaili Rohmah,"Tempat jajan pilihan jika ngga pengen jauh jauh, menelusuri setiap jalan dengan kanan kiri ramai penjual. Cobain deh, ada kue putu enak disana dan yang lainnya juga ✌",2024-04-14
Wijaya Kusuma,"Salah 1 pasar tradisional tertua di kota Jogja dlm suasana seperti pd zaman Raja2 Mataram di sekelilingnya.
👍✨✨✨✨ …",2024-06-14
Erlyana,"Kalo mau kulineran cari aneka jajanan khas jogja, disini tempatnya.. Apalagi pas bulan ramadhan, cocok buat ngabuburit, harganya pun bersahabat..",2023-10-14
Ginanjar Kurnia Hidayat,"Pasar tradisional, banyak macam-macam jajanan oasar yg murh meriah dan enak.
Oasar burung kadang bikin macet area jalan.",2019-10-14
dewi julianti,"Asik ngabuburit di pasar legi kota gede.. Karena banyak pilihan makanan, sampe bingung arep milinh sing endi.. Mudah-mudahan jajanan jadul koyo ledre, kembang waru, dll iso muncul maneh ya.. Soale panganan jaman cilik.. 🤗🤗.. Maaf ga ada fotone, soale pating kruyek padat orang.. …",2024-04-14
Suratno Soetadi,"Jalannya yang agak ruwet, jalurnya
Kalau sdh sore yang dipasar sudah tutup sepi. Tinggal yang di ruko saja",2024-05-14
Lucia Endah Ari (Nana Lucy),"Berkunjung ke kota tua-nya Jogja ❤️
Di Pasar Kotagede ini kita bisa menemukan ragam kuliner yang bermacam² .
Tujuan saya kesini sebenarnya mencari angkringan untuk memuaskan candu akan teh …",2021-10-14
Yunita Raina,"Pasar tradisional yang cukup lengkap. Sayur cuma sampe sore aja sih malamnya ada jualan fried chicken ala ala, sayur yang uda di olah harganya mulai dr 5ribuan, jagung bagar wedang ronde. Dan ada angkringan enak di pertigaan kota gede kiri jalan.",2019-10-14
Sulis Marwati,Kesini karna beli bakso gerobak kuning depan peni hehhhe mantaaap..,2023-10-14
R. Ayu Maresti,Pasar tradisional yang lumayan lengkap untuk makanan tempo dulu.,2024-09-14
Vira Aldiani,"Tempat langganan beli leker, rame bgt orang jualan tempat oke buat yg suka jajan jajan",2024-05-14
putri pratiwi,"Banyak jajanan pasar yg enak-enak. Yg recommended itu Kipo, semacam klepon Tapi dipanggang. Enak! Trus Ada jamu tradisional yg dibikin langsung ditempat. Simbok jamunya meres langsung gitu sesuai pesanan. 😆 …",2018-10-14
Muhamad Dwi P,"Bersih dan lumayan lengkap, tapi sayang yg pasar dalem gak seramai diluarnya, seharusnya bisa dimaksimalkan pedagang luar untuk masuk di dalam pasar",2019-10-14
Sa Mg,"Pasar Kota Gede, YOGYA
Masih banyak Toko/Masyarakat yg menjual Pakaian Adat, khususnya Jawa.
Lurik & Blangkon juga yg lain. …",2022-10-14
Aditiya Zamrud Anggar Kasih,Pasarnya rame setiap hari Legi (penanggalan jawa). Pasarnya bersih dan tertata rapi.,2019-10-14
Alfian Falaah,Pasar yang bersih dan lengkap. Banyak jajanan tradisional. Banyak bumbu dan sayuran serta bahan makanan lainnya. Tersedia juga ikan dan daging segar. Di siang hari hingga malam berubah menjadi area makanan pinggir jalan yang sangat …,2023-10-14
desi purwati,"Koe reti Pasar Legi??
Kae biyen pahit e bareng aku..haha …",2021-10-14
Jovanka,"Kalau malem mau beli lauk buat makan endingnya malah jajan: bakso depan pasar (bapaknya biasanya pakai tossa, kali ini coba gerobakan katanya), jajan onde2 dan tahu bulat yang posisinya sebrangan dengan toko pakaian peni, kadang jajan putu juga, roti bakar juga ada",2020-10-14
Diani Rachmanita (Diani),Jika kesini saat sore menjelang malam. Banyak pedagang yang berjualan dengan harga yang murah meriah.  Suasana sore yang sangat indah jika main kesini,2019-10-14
sudar woko,"Pasar tradisional yg ngak pernah sepi dari pengunjung,selalu ramai, apalagi pas pasaran weton legi",2022-10-14
Saya Tamasya,"Pasar terletak tidak jauh dari kompleks masjid gedhe mataram. Bangunan pasar tertutup, dipinggir pasar juga ramai penjual apalagi kalau pasaran legi.",2021-10-14
Martawati,"Ketika lewat didepan pasar, hari Jumat, kondisi pasar sepi. Ternyata selama pandemi, pasar kotagede setiap jumat mgkn sebulan sekali dilakukan penyemprotan. Namun utk jadwal pasti bs ditanyakan ke petugas berwenang.",2021-10-14
Adam Malek Ishak,Ada apa dengan cinta shoots here.,2024-03-14
Wais Alqorni,Sangat ramai terlebih jika legi. disini masih banyak jajanan tradisional yang harganya relatif murah.,2020-10-14
nil handmade,"Pasar my strategis banget, mau jajanan pasar, sayuran segala lengkap, apalagi kalo sore bisa beli jamu disekitaran sebelum pasar dan Deket juga sama.makam raja Mataraam. Bangunan bangunan kuno dan bersejarah sekitar pasar juga masih ada bagus juga buat foto foto..",2023-10-14
FF Audio,"Jagung bakar, Sate koyor, tahu goreng, penthol dan seblak ada di sana",2024-07-14
Ayu Yunanda,"Sesuka itu kesini ke pasar kota gede, berasa banget vibes nya jogja jaman dulu, banyak jajanan kalo pagi dan sore recomend deh~",2020-10-14
eka prasetia merdika,"Cukupan... Cukup bersih. Cukup teratur (di dalam). Untuk parkiran, ya dipinggir jalan. Secara umum juru parkir bekerja dengan baik. Terdapat alat tera pembanding di pintu masuk utama.",2024-02-14
atanasia rian,"Pasar andalan, paling seneng disini lengkap. Banyak history budaya yang bisa dipelajari disini",2018-10-14
