Nama,Ulasan,Tanggal
Exta Indra,Pasar di dekat keramaian kota,2017-10-14
Bayu Setiawan,Parkiran nya 😰... …,2017-10-14
"Triyanto, ST",pasar tradisional di Demangan,2017-10-14
Rudi Abat,Lumayan lengkap,2020-10-14
Erix Syaiful Rohman,Jorok macet bau,2019-10-14
Surya Anto,Harga lebih miring,2018-10-14
Yupi Rahayu,Lengkap murah,2017-10-14
nur qomariyah,"Murah, tapi kurang nyaman",2019-10-14
Vernanda harista,Lumayan lengkap,2019-10-14
Kurnia Fatmasari,Parkir kurang,2019-10-14
ISMAIL HUZAEN,Rame & sempit...,2017-10-14
Muhammad Mirza Hudruza,Parkir 2000,2023-10-14
Nur Supriyanto,Cukup nyaman,2019-10-14
Dewi Yul,Kurang ramah,2020-10-14
Sahrul Sori Alom,Masakan halak hita,2017-10-14
E Nurdwiyanto,Susah parkir,2019-10-14
pati peanut,"Kecil, kotor",2019-10-14
Fendi Dn,Lengkap,2021-10-14
edward kris,Standart,2019-10-14
Gak Tau Kemana,Macet,2019-10-14
Haris Eko Yulianto,Pasar tradisional,2023-10-14
Yas Transport92,Tradisional pasar,2018-10-14
SUMINAH ISTIANA,Jarang ke sini,2018-10-14
Runo More,"Pasar lokal sederhana dengan pintu masuk dari Jl Gajayan yang sangat sempit/macet. Tidak mungkin parkir mobil, tapi sepeda motor aman. Pasar ini menyediakan manisan/jajanan, buah-buahan, sayuran, daging, namun tidak ada barang bekas.",2016-10-14
Iim Drh,"Pasar tradisional yang cukup lengkap menjual sayur mayur, daging, dan ikan.",2019-10-14
mikael rinto,Pasar tradisional umum. Area parkir yang berantakan menyebabkan kemacetan pada jam-jam sibuk,2017-10-14
Arif Cahyo Bachtiar,"Di sinilah tempatnya mencari bhan buaya yang sudah matang, hehe, bumbunya sudah siap.",2018-10-14
Akhmad S Fahmi,"Pasar lengkap, ramai, harga pas.",2020-10-14
Nura Airo,Anda dapat menemukan semua kebutuhan dapur Anda di sini.,2017-10-14
ruchan wu,Hanya pasar tradisional lainnya,2023-10-14
Erwan Wahyu,meluncur,2023-12-14
Sam Saminto,Pasar tradisional ramai,2017-10-14
Fatchur Rahman,"Pasar tradisional, kegiatan sosial warga",2016-10-14
Anatana,Tidak buruk,2017-10-14
Lisana Mufida,Cukup lengkap tapi kotor :'),2021-10-14
Farhan Syarief,Sulit menemukan tempat parkir,2018-10-14
Nang Tata,Ramai di dalam kota Jogjakarta 😥 …,2017-10-14
Lukiman,Tutup pada jam 12 pagi,2022-10-14
Dwitra Hanifi,Pasar tradisional dan budaya,2017-10-14
Halfish Channel,Pasar tradisional yang bagus,2020-10-14
Agustina Triastuti,Dia,2019-10-14
Jeff Hahn,Seperti biasanya,2019-10-14
Ahmadi Yusuf,Macetttt,2017-10-14
Benidektus Suma Atmaja,Sedikit kotor,2017-10-14
Indra Sudewa,Penuh sesak,2020-10-14
jabri “RamaDoto” rama,Lalu lintas padat,2017-10-14
Harry Prasetyo,Kebutuhan sehari-hari,2017-10-14
Swadini Wima,"Pasar ini menurutku bukan pasar yang besar dan sepertinya pengaturan para pedagangnya kurang baik, dikarenakan untuk para penjual yang ada di depan pasar sangat ramai dan cukup padat, namun untuk kios kios yang ada di dalam pasar banyak …",2019-10-14
Novii Indria,Tempatnya luas dan banyak pilihan buat belanja stok dapur,2023-10-14
Rianto Hood,Cukup ok cuma masi banyak lapak yg gak teratur diluar sehingga sebagian badan jalan dipakai parkir,2021-10-14
Febryu Merryana,Semua kebutuhan sehari hari tersedia lengkap dengan harga terjangkau.tapi parkir di bahu jalan bikin kemacetan,2024-01-14
Rani Gusbet,"Lengkap, karena aku bukan asli jogja dan tidak mengerti bahasa jawa, penjualnya menjelaskan dengan baik 👍 …",2020-10-14
Erlavina Prahesti,Sebuah pasar yg berada di tengah kota tepatnya di jl.Affandi (  gejayan ). Sangat lengkap menjual berbagai sayur dan buah serta kebutuhan2 pokok lainnya. Mulai pagi2 sekali pk 04.00 sudah mulai terlihat aktivitas pasar dan penjual mulai …,2019-10-14
Samirono Baru,"Pasar Tradisional yang berada di paling utara dari Kota Yogyakarta dan dekat dengan perbatsan dengan Kab Sleman.
Jalan akan terasa sempit antara jam 06.30-11, karena aktifitas pasar yang sedang …",2018-10-14
arif ariyanto.c,salah satu pengerajin modifikasi jok untuk mobil  serta sound untuk mobil....sukses dan kaya raya untuk Waahyou jok Jogja 👍👍 …,2021-10-14
Zunan Arief,"Pasar tradisional yang berada di tengah kota, jalan gejayan tepatnya. Jalan didepannya cukup padat dan ramai sehingga agak kesulitan mencari tempat parkir saat akan menuju pasar. Di dalam banyak pedagang dan barang yang beraneka macam  yang …",2020-10-14
Retno Prihati,"Pasar tradisional di tengah kota Jogja yang masih sangat ramai, harganya juga murah2 disini. Didalam ads penjual jajanan yang komplit, makanan2 kecil yang dibungkus kecil2.  Akan dapet diskon kalau belinya banyak. …",2020-10-14
J Sungsang Prakosa,Pasar Tradisional yang menyediakan berbagai bahan mentah maupun masakan siap santap. Terdapat pula jajan pasar.Pasar ini buka dari pukul 05.00 sampai pukul 10.00.,2022-10-14
Nurlaila Kurnia,Tersedia berbagai macam bahan dan barang di pasar ini. Jika datang kesini pukul 4 pagi pun sudah ramai penjual. Sayurannya segar. Tersedia pula kios-kios jika perlu membeli barang2 plastik. …,2020-10-14
cristina margan,pasar tradisional ini lumayan lengkap utk kebutuhan sehari2 rumah tangga...  kantong parkir memang tidak tersedia... lebih nyaman pergi berbelanja mengendaraj gojek/grab sehingga tdk pusing utk parkir...  utk mobil parkir di bahu jalan,2020-10-14
Kity Ka,"Alternatif baik untuk membeli bahan makanan segar, tidak terlalu mahal, dan berkualitas. Penjual tersebar dari dalam los pasar hingga bagian luar di tepi jalan. Tempat berjualan acak, walau ada area khusus daging dan ikan di los bagian …",2019-10-14
Budi Santosa,"Membeli jajan pasar dan nasi gudeg, yg berlokasi didalan pasar demangan. Murah dan rasanya pun lumayan bagi lidah saya. Jajan pasar rata rata harganya 1500. Untuk gudeg nasi telor 12rb.",2023-10-14
una nurfa,"Tempatnya seperti pasar tradisional pada umunya. walaupun dipinggir jalan tapi ada tukang parkir yang siap membantu menata kendaraan.  Dibagian depan pasar banyak penjual sayuran, ayam, ikan dan seafood.  Masuk ke dalam ada yang jual …",2019-10-14
sapto nugroho,"Salah satu pasar tradisional yang berada di pusat perkotaan
Seperti halnya dengan pasar yang lain apabila melintas didepannya pasti riuh ramai penyeberang jalan dan hilir mudiknya pedagang dan pembeli.... …",2019-10-14
Aulia Nurul Azizah Asri,"Easy to notice. Untuk itungan pasar, barang barang yang tersedia lumayan lengkap. Di sekitar pasar juga tersedia keperluan lain kaya elektronik, kasur atau toko plasrik. Tapi sayang kalo di pasar, banyak penjual yang judes dan ketus banget …",2018-10-14
Mr. Hisyam Rafid,"Jadi tempat tujuan blanja saat beli bunga buat ke makam, beli jajanan pasar kalau ada meeting di kantor, beli ayam, pisang, dan lain lain lengkap. Harga juga bersaing. Mungkin kebersihan di extra kan buat penjual dan pembeli. Sampah jg di …",2020-10-14
Elia Mahar Sindhu Putro,"Pasar demangan jogja. Seperti halnya sebuah pasar tradisional, berbagai macam barang khas pasar ada di sini. Kebutuhan pangan hingga sandang ada di sini. Bila kamu yg ingin nyekar, tempat ini menyediakan bunga tabur dan air mawar. Jajanan …",2018-10-14
Jang Marcelino,"Pedagangnya ramah2, namun untuk kelas pasar disini harganya bisa dibilang mahal daripada pasar congcat dan pasar Kranggan. Yng penting kalah mau beli murah cari langganan terus belajar bahasa jawa dikit2.😅 …",2020-10-14
Aerye Song,"Barangnya  lengkap dari sayuran, buah-buahan, ikan, daging, bumbu, makanan sudah jadi, jajanan, dan pakaian semuanya ada sampai perlengkapan rumah tangga juga ada. Harganya juga cukup murah dibanding di supermarket. Kekurangannya adalah tempat parkir yang tidak memadai.",2017-10-14
Nanda Siti,Rame banget ni pasarnya.. Hampir seminggu sekali selalu pergi kesini buat belanja. Tapi sayang kotor tempatnya.. Kalo dipasar musti berani nawar baru bisa dapet barang dengan harganya miring pake banget..,2018-10-14
Teo Saputra,Pasar yg lumayan lengkap dengan beberapa barang sejenis di penjual yg berbeda. Hanya saja utk jalanannya belum diperbarui sehingga becek saat/setelah hujan,2022-10-14
FintaAyu Dwiaprilina,Kebetulan saya ke pasar ini malam2.karena memang keperluannya untuk membeli parcel buah buat ucapan terimakasih pada Dosen..saya pilih pedagang ini krna harganya lebih mirung dan banyak pilihannya.,2019-10-14
Per Madi,"tempat bersih, komplit dagangannya",2023-10-14
Della Caesara,"Semua ada, harga terjangkau (apabila anda menawar). Parkir sempit dan terlalu mepet jalan raya sehingga sering menyebabkan macet. Pengelolaan sampah sudah baik, namun penempatannya kurang tepat, karena di dekat gerbang masuk. Jajanan pasarnya murah meriah.",2017-10-14
MAS INOT,"Pasar demangan ini berada di kiri jalan jika dari arah utara, pasar disini kalau pagi ramai sekali di penuhi para pembeli.. Harga juga terjangkau dan masih bisa di tawar.. Jika kesini kesiangan.. Mungkin banyak sayur-sayuran yang habis.. …",2020-10-14
Aminah Ami,Parkiran tertata..jd jln tdk macet...dalam padar los 2 banyak yg kosong ...ayo satpolpp tertipkan ..yg pada di trotor masuk di dlm pasar ...smoga bermanfaat.,2021-10-14
Gianty herlina Melissa Sidebang,Pasar nya lumayan sempit kadang juga menggangu aktifitas pengendara alangkah lebih baik disediakan parkiran khusus yg mau belanja di pasar demangan supaya tidak menggangu pengendara lainnya,2020-10-14
Wahyu Saripudin (wahyu syarifudin),Tempat parkir yang masih belum teratur. Penataan pedagang kaki lima juga belum bagitu baik. Seharusnya ini lebih ditata lagi karena mengganghu lalu lintas di luar pasarnya.,2018-10-14
Joesenchia Santoso Tan,Tempat belanja aneka kebutuhan pokok dan jajanan. Tidak ada lahan parkir khusus sehingga parkir harus dipinggir jalan dan sedikit mengganggu lalu lintas.,2022-10-14
Trisca Fariana,"Bersih, kualitas sayur bagus. Petugas parkir tertib dan teratur",2023-10-14
Dony Akhja (Dony Akhja),Pasar tradisional di pinggir kota Yogyakarta dan berbatasan dengan Kabupaten Sleman. Area parkir di badan jalan yang berdampak pada kemacetan lalulintas lintas. Bertahun tahun yg tidak ada pembenahan parkir. Perlu untuk ditata ulang oleh Dinas terkait,2017-10-14
Rudi Harmoko,"Kecil tapi ramai dan cukup lengkap, saran kalau mau belanja di sini pagi hari, sebab setelah jam 11 banyak kios yg sdh tutup.",2020-10-14
Wiwit Punya,"Pasarny kcl sih tp lengkap jg kok, kalo kesana lbh enak pake motor soalny lahan parkirnya kurang memadai dan sering bikin macet",2021-10-14
Diana Ratri,Pasar di tepi jalan kalo pagi pagi sering bikin macet kendaraan yang menuju jalan solo karena pasarnya tumpah ke jalan dan parkir moto juga di jalan. Cukup lengkap dagangannya dapat memenuhi kebutuhan harian,2020-10-14
zenifi,"pasar tradisional buka lengkap sampai siang, kalau pagi sangat ramai dan tempat masih kurang bersih.",2021-10-14
Aniffudin Faizal Reza,"Selalu ramai akan pembeli/penjual, paling ramai disaat pagi hari/pasaran tertentu, menjadikan parkiran penuh sampai membuat macet jalanan hehe",2020-10-14
Lailla K,"cukup lengkap, ada yang jual pakaian dan kebutuhan sehari-hari. Tapi tempatnya agak tersebar, jadi harus keliling2 dulu agar tau lokasi yang termurah",2018-10-14
Fassa Faisal,Ada penjual buntil yg enak di dalam. Harga 3000. Lezat sekali,2023-10-14
WD Shalvica,"Pasar tradisional daerah Gejayan
#wdjogja",2021-10-14
Muhammad Sakti Oktovian,"Pasar tradisional ditengah kota, barang yg dijual juga bermacam macam dengan harga murah. Tapi tidak ada lahan parkir, parkir dibahu bahu jalan membuat jalan macet",2018-10-14
Herawati Ratna,"[2/2 6:14 PM] Ratna Herawati: Kok ngga pernah tlp nek bukan ibu yg tlp ngapain aja to jgn kebanyakn tdr bisa tersimbat datahnya dan jadi pikun .
Mungkin dah lupa ya  klo ibu itu istrinya biasanya pagi mo subhan tlp srkrg ha …",2021-10-14
Bayu Jalasena,"Pasar tradisional yang menyediakan berbagai kebutuhan rumah tangga dengan harga yang murah, sayang kebersihan pasar kurang terjaga. Utamanya pada bagian depan pasar.",2018-10-14
Rizqi Aulia Fitriani,"Kebersihan agak kurang,  lokasi berjualan tiap jenis barang terpencar2 tidak berdekatan misal untuk sayur,  buah atau ayam.. Parkir pinggir jalan sering bikin macet.",2019-10-14
dina sari putri,"Pasarnya bagus, cukup besar, jualnya lengkap, hanya saja kalau mau parkir tempat parkirnya aga jauh, karena sedikit sekali tempat parkir didepan pasar",2018-10-14
Barlin Fu'ad Noor,Kesini kalau pak ke Jogja...karena pasti nemu bunga tabur buat ziarah...tempe bungkus daun pisang...gula jawa hitam....dan tempe jadah /ketan pun.ada....sayang parkir mobil sulit,2020-10-14
Djajadi Kertipangarso,"Cukup komplit ,tp gk sampai sore ,/siang pedagang sdh mulai tutup",2023-10-14
Isa Nur,"Pasar yang nyaman untuk berbelanja, tingkat kebersihan terjaga dengan baik sayang kekurangan lahan parkir sehingga kerap kali menjadi langganan macet",2018-10-14
Kevin Thomas,"Pasar tradisional khas Jogja: bersih, murah dan lengkap.
Sangat ramai hingga di pagi hari parkiranya selalu sampai ke pinggiran jalan Gejayan",2016-10-14
Atiika anastasia,"Kurang nyaman krn bagian depan tidak ada akses jalan yg layak, seperti empet-empetan, terkadang hampir jatuh karena sempitnya jalan utk lewat",2021-10-14
Ratna Nugrahaeny,"Pasar langganan kalo belanja, deket dari rumah, lengkap dr sayuran fresh, lauk pauk, perlengkapan rumah tangga, sama jajan pasarnya buanyaakk..",2019-10-14
jt kusuma,"Dekat dengan rumah. Harga murah tidak kalah dengan supermarket. Hanya tempatnya saja yang masih belum bersih, rata2 pasar tradisional pada umumnya.",2020-10-14
ngadino saja (ngadinosaja),"Tempat belanja kebutuhan sayur mayur, lauk pauk, dan kebutuhan rumah tangga lainnya dengan harga murah dan lengkap. Hanya satu kekurangannya, yaitu lahar parkir.",2018-10-14
Anthony Kedang,Pasar tradisional yg cukup pas tuk belanja kebutuhan dapur sehari2...cukup gede jg...tapi kudu pagi yach...,2018-10-14
adhie saputra adhie,Lebih murah dr pasar gede siii mnurutku.. Eeh ada yg jual jamu seduh... Berkhasiat alami tanpa obat,2019-10-14
Titien Supadmini,Teringat saat saat kuliah ketika akan ada praktek pasti ke pasar diantaranya pasar ini,2023-10-14
Zeth Fere Tan,"Lokasinya dekat, hanya di pinggiran jalan raya, tp lengkap untuk belanja kebutuhan memasak makan, juga buah dgn harga terjangkau.",2019-10-14
Peny Nurwindi,"Pasar langganan yang paling dekat dengan kampus UNY dan UGM, harga barangnya terjangkau. Tapi sayang parkinya semrawut",2021-10-14
Maylatul Aspiya,"Penjual nya sampe tumpeh2 ke jalan sih. Untuk ukuran pasar di tengah kota, harganya relatif bersahabat.",2019-10-14
cakmad ijobiru,harus nya menyediakan lahan parkir. di pinggir jalan bikin macet.. sewa lahan donk...hehehhe..ini kritikan loh..,2021-10-14
Oke Masbro,Pasar yang udah ada sejak dulu... Dan kalo pas lagi ramenya sering bikin macet jalan.. soalnya parkir motornya di pinggir trotoar,2018-10-14
orban daru,"Belanja di kios Pasar, menghidupkan perekonomian dr pedagang kecil....
Bukan mencari gengsi",2022-10-14
rifa aliya sholihah,Jarang kesini karena ada yang lebih dekat. Lumayan lengkap. Apa cuma perasaan saya disini sedikit lebih mahal dibanding pasar Giwangan😂 …,2019-10-14
Apung Purwanto,Banyak pilihan belanja merakyat...  Tapi bagian daging dan ikan kebersihan kurang...  Parkir dekat jalan raya tolong dirapokan...,2017-10-14
Sophia Adriana,"Pasar tradisionil yang nyaman dan cukup lengkap untuk belanja sayur2an,daging,ikan,dll. Cukup bersih👍 …",2021-10-14
Setiarini Santoso,"Tempat strategis, cuma kadang parkirnya susah karena penuh, harga cukup murah, lengkap, ada jajan jadul yg kadang bikin kangen....",2020-10-14
Nursinggih Harjanto,Pasar yg juga lengkap utk berbelanja kebutuhan sehari hari,2023-10-14
Adhi Purwanto,"pasar tradisional yg sangat berkesan, sudah 20 tahun lebih, tiap pagi ke sini, penjualnya ramah ramah",2018-10-14
Wahyu Dewa,"Tempat parkirnya kurang memadai, seringkali pembeli sampai tumpah ke jalan jadi mengganggu lalu lintas",2020-10-14
Muhammad Dani,Belanja pas pagi jam 5-6 lebih cocok karena barang barang dagangan masih segar dan tidak terlalu macet jalan di depan pasar,2017-10-14
uut farihman,"barang dagangannya lumayan lengkap,,cuman lahan parkir yg didepan kurang luas,bikin macet jalanan",2021-10-14
Fadli Putra,Salah satu pasar tradisional di jogja yang terletak di tengah kota dan menyediakan jajanan tradisional serta bahan2 makanan lainnya.,2016-10-14
Nehemia Christianto,"pasar yg ramai,pusatnya anak dan ibu kost berbelanja dgn harga murah.",2020-10-14
Gendhon D,Kecil namun ramai. Jalan kesini biasanya macet. Jalur terpotong parkir kendaraan. Akses jalan do jam sibuk selalu macet.,2018-10-14
Ahda Oktarina Sembiring Pandia,"Belanja disini tuh seperti biasalah harus tawar menawar hehe, tapi berhubung aku ga bisa bahasa jawa ya susah menawar :(",2019-10-14
lee dae han,"Lengkap sekali,lmyn besar pasarnya,namun kesadaran para penjual akan kebersihan masih kurang.",2019-10-14
Rachel Nur janah,Tempatnya seperti pasar biasa tapi banyak yang mahal sama busuk,2022-10-14
Dunia Azhim,Pasar demangan ini setiap pagi hari pasti ruame banget...ya namanya juga pasar..klo sepi namanya kuburan...,2020-10-14
Bayu Adi Saputro,"Sy ke tempat cuci mobil, hrg 30rb utk snow wash dan hasilnya cukup memuaskan",2017-10-14
Susan Mardiana,Salah satu pasar di Sleman dekat dengan beberapa kampus. Jadi memudahkan mahasiswa dan masyarakat sekitar jika ingin berbelanja.,2017-10-14
Mahfud Syuhada,"tersedia sate di pagi dan sore hari, ada soto, jajanan pasar, buah, sayur, snack, murah². mushala kecil",2018-10-14
Reizki Fitriani,"Pasar alternatif setelah kolombo dan Condongcatur,, krn letaknya yg lumayan ribet krn padatnya arus lalu lintas depan pasar. Harga standar",2018-10-14
noena soewardi,"Mau belanja segala kebutuhan warung makan, bahkan baju, pecah belah, buah...semua ada. Apalagi dekat dengan rumah....",2019-10-14
Desy Scout,Jualan lengkap dan murah pedagang ramah. Belajar meningkatkan penghasilan pedagang konvensional,2020-10-14
Rizawanto Kurniawan,"Pasarnya murah komplit ramah
Sayangnya kurang steril dan jalan depannya pasti macet parah",2017-10-14
Dandy Kristanto,"Tempat untuk beli oleh2 karak, atau intip, dan mencari pisang kesukaan ibu mertua saya.",2022-10-14
Rizal Prastowo Putra,Pasar tradisional yg lengkap dan berada di tengah keramaian kota. Keadaannya bersih. Lokasi mudaj dijangkau.,2017-10-14
Candra,Di pasar Demangan tempat penggilingan bakso sebelah mana?,2023-10-14
Rudy Arifin,"Perkir mobil di bahu jalan, lumayan bersih, harga barang lebih murah",2021-10-14
agung surya mahendra,Pasar tradisional yang terletak didaerah demangan. Letaknya yang strategis membuatnya jadi pasar yang ramai tiap harinya,2018-10-14
Fairuz Zulfa Munifah,Ramenya spt pasar pada umunya tetapi untuk kebersihan kurang ditingkatkan,2021-10-14
Prima Abadi Pusat Kredit HP,Just OK lah. Kalo saja bisa dibangun dengan parkir yg memadahi dan lbh modern ini lokasinya sdh top banget,2020-10-14
Yefta Alexander (Yefta Alexander),Tempat enak buat belanja karena bisa dapat harga lebih murah dari market dan mall,2019-10-14
Inggri Widigda,"Lumayan murah dan lengkap. Ada jajanan buat sarapan juga, kue pukis, pizza",2021-10-14
Heru Santoso,"Pasarnya bersih dan kebutuhan sayur mayurnya lengkap,yook belanja di pasar tradisional",2020-10-14
rei haposan,"Lengkap, sama seperti pasar pada umumnya. Hanya parkiran yg terbatas.",2017-10-14
Uchi Thio,"Komplit murah ramai, namun bagian depan mungkin kurang sedikit rapi sehingga sesak dan sedikit becek.",2018-10-14
Nuri Agustina,Komplit. Langganan dr th 1986. Buka smpe' jm 14.,2023-10-14
Elvis Salouw,"Cukup ramai, pedagang bersahabat namun parkir dan kebersihan masih belum diperhatikan",2017-10-14
Buendang Wuriani,Pasar tradisional yg masih eksis hingga kini ramai dan berada di tempat yg strategis.,2018-10-14
Wiwin Tumariyana,Pasar begitu ramai apa yang kita cari pasti ada kendalanya untuk area parkir  agak ribet,2019-10-14
Traveling Yogyakarta,"Kalau lebih ditata kebersihan dan kerapihannya akan lebih bagus. Saya kesini suka beli jamur, murah. Hehe",2019-10-14
Annelis Gun,Tempat jajan jenang (bubur) sumsum legenda. Langganan presiden dan pejabat. Juga ada gule enak.,2021-10-14
Vincentius Cahyanto,"Pasar tradisional yang bersih dan lengkap, sayang tempat parkir kurang memadai",2017-10-14
Agus Aak S (Aak),"Tempat yang mudah untuk membeli kebutuhan sayur mayur, buah,daging dll.",2023-12-14
Sar Yanto,"harga lebih murah, bisa ditawar.",2023-10-14
satya marhandhi,"pasar kecil yg komplit...deket lokasi hotel de laxton,edelweis,horison,jogja plassa,bioskop empire XXI",2017-10-14
Ari Widianti,"pasar tradisional. mau cari perlengkapan apa aja, sayur, buah. lengkap deh",2019-10-14
Tri Wahyu tan-x,Yg mop belanja sembako monggo silahkan..,2023-10-14
Jatmiko Datu,Pasar rakyat tradisional yang masih eksis lumayan lengkap barang yang diperjualbelikan,2020-10-14
Sumaryaticilik Cilik,"Karena pendemi ini perlos jadi keliahatan luas karena memang ditata.
Namun bagian depan kotor",2021-10-14
Ambar Wahyu,Ada jenang Gempol viral,2024-04-14
Ambar Palupi,Sudah meluber sampe ke trotoar. Perlu penertiban karena agak mengganggu pejalan kaki.,2021-10-14
Hanif Fajrin,Saya suka karna kalau sore ada sota ayam kampung yg enak dsana,2021-10-14
Prasetya Prasetski,tempat belanja sayur sebagai trik hemat anak kos,2023-10-14
Anindya Saraswati,Pasar tradisional....untuk mencari jajanan pasar & sarapan pagi smua ada di sini....,2019-10-14
iyan muscleart,"Lumayan bersih utk ukuran pasar tradisional
Lngkp jg",2021-10-14
Alfian Yanuar,Pasar jalan pasar kurang luas/ Antar pedagang berdekatan.,2020-10-14
anita hapsari,"Kebersihannya terjaga dengan baik, pedagangnya juga tertata dengan baik.",2022-10-14
Hana,Pasar deket rumah. Suka cari jajanan disini. Sekarang udah tertata,2020-10-14
Sumaris Jogja,"Terlihat kotor ubinya ketutup tanah
Kalah dengan pasar dekat rumah
Pasar rejodani",2021-10-14
Kowolv 99,"Rame , lengkap kebutuhan rumah tangga khusus nya dapur",2018-10-14
Ummu Azkia Fitri,pasar tradisional yang bersih... para penjual ramah pisan...,2018-10-14
Hasina Fajrin R.,"Kalau mau belanja, dtg lbh awal karena sering cepat hbs",2019-10-14
Agus Widi Wibowo,Pasar tradisional jadi depannya jorok banyak pedagang dilapak,2020-10-14
Nadiya Lathifah Hani,Pasarnya kalo lagi ramee macet deh wkwk,2018-10-14
Heri Sutikno,"pasar deket kota,lumayan komplit kebutuhan dapur",2020-10-14
Axton Khafid,"Pasar nya lumayan komplit,  tapi tempat parkir kurang",2018-10-14
Achmad Ramadhanna'il R,"Rame, kadang parkir sampe menuhin jalan bikin macet",2017-10-14
Maria Puspita,"Dekat dengan pembuangan sampah, untuk parkir sering menuhi jalan.",2020-10-14
Arif Andri,Pasar tradisional dengan pedagang yang ramah dan banyak jajanan tradional,2017-10-14
Andra Dina,"Ga komplit
Deket aja dari rmh",2023-10-14
agus atmadja,"Pilihan belanja di pasar tradisional
Harga merakyat",2020-10-14
BuBBle JumP,Aga macet sih klo pagi... tapi bisa lewat lah,2019-10-14
Ragil R,Pasar ditengah Kota bersih dan nyaman buat berbelanja.,2020-10-14
el toro,"Pasar tradisional dekat rumah q, jajanan pasarny komplit",2018-10-14
Bu Lidya SMAN 1 PARENGAN,Tempat yang enak buat hunting cemilan di pagi hari hehe,2017-10-14
Nurun Najmah,"Sebagaimana pasar tradisional, lengkap. Akses juga mudah.",2019-10-14
Fajar Schubratta,Tempat cari ikan air dengan kualitas yg oke,2019-10-14
ayu larasati,"Pasarnya lengkap, hanya saja agak macet",2019-10-14
anung marganta17,Pasar tradisional yang lengkap dan strategis tempatnya,2019-10-14
Almira House,layaknya pasar tradisional,2023-10-14
bibit lestari,Tempat luas parkirny luas dekat jalan raya,2019-10-14
Arina Rakhmawati,Parkir sempit,2019-10-14
Dian Tantianingrum,Wow.. pasar di tengah kota,2023-10-14
rizal sasmita,Cari kue buat skripsi bisa disini kok.,2019-10-14
Kiki Koko,Menyediakan kebutuhan sehari-hari masyarakat,2018-10-14
habib abdulloh,"Ingat, untuk selalu menggunakan masker",2021-10-14
Ignatius Sigit,Sama aja dengan pasar tradisional lainnya,2020-10-14
Ristiani,Pasar langganan sejak 2008 pokoknya okey,2021-10-14
Devita Ayu,Harga relatif. Bisa ditawar,2020-10-14
Suryadi Witomo,Kebutuhan dapur ibu-ibu.,2023-10-14
andi artha,Pasar bersih dan cukup lengkap,2021-10-14
Albertus Bambang Sigit,Lumayan komplit sampai siang,2020-10-14
Bambang Dwi,Pasar tradisional yg lengkap,2021-10-14
Ogriv Age Tisa Ginting,Bersih.. cukup lengkap..,2023-10-14
Muhammad Arif Syakban,Agak kotor si,2022-10-14
Yayan,Rame lengkap,2022-10-14
Rifa Faizatun Nufus,Bersih dan tertata dengan baik,2019-10-14
Lenny Diah,Ramai dan macet,2019-10-14
Heru Priyanto,Pasar lawas belum Renovasi,2018-10-14
Mas Pandu,Lumayan bersih,2018-10-14
Niko Ferdian,Suka,2019-10-14
Sara Nurmala,"Pasar yang ramai dan cukup dekat dengan jalan raya, terletak di jalan gejayan.  Harga yang ditawarkan cukup terjangkau, dibandingkan kita berbelanja di supermarket tentunya hehe Jadi, kami kesini karena dekat dengan hotel tempat kami …",2020-10-14
Dominic Ho,"Tempat yang bagus untuk merasakan denyut nadi dan suasana Jogjakarta. Saksikan keragaman, warna dan aroma produk lokal serta gaya hidup lokal. Pasarnya ramai, gelap, dan tingkat kebersihannya rendah.",2019-10-14
Theresia Utik Triningsih,"Terletak di tengah kota, kita bisa menemukan apa saja di pasar ini. Sangat ramai di pagi hari. Favorit saya Guded Trotoar, berdiri di luar pasar, dekat halte Trans Jogja.",2021-10-14
Astodhiya Pradana,"Jika Anda ingin merasakan produk alami lokal, ini dia. Aneka sayuran, sumber protein, buah-buahan, hingga jajanan tradisional bisa Anda temukan. Usahakan datang pagi-pagi sekali agar produk yang dijual masih bervariasi",2019-10-14
Krido Sadmoko,Sebuah pasar tradisional yang terletak di Jalan Gejayan,2022-10-14
Apri Rohmanto,"Sejauh ini pasar ini sama seperti pasar tradisional lainnya yang memiliki ciri khas tersendiri. Soal pelayanan, lumayan lah, saya pernah mewawancarai penjual di sana dan dia memberi saya respon yang baik",2019-10-14
indraprastha tan,Banyak jajanan pasar (kue manisan tradisional) yang bisa dipilih dan murah juga,2019-10-14
Syifaur Rohmah,"Letaknya strategis tapi tidak terlalu bersih, tapi kalau mau belanja dengan harga murah bisa ke sana",2020-10-14
Siti Shofiyyah,"Hampir pasar tradisional dengan harga murah. Temukan sayur, ikan, daging, ayam, snack di sini.",2017-10-14
Oleole Jogja,Parkirane....maaf...jalan terkendali.....,2020-10-14
Toria Vic,Kecil tapi oke. Sayuran dan buah-buahan sederhana ada di sini.,2021-10-14
Rudy Prasatio,Tempat ketika kantong saya hampir habis... Saya bisa membeli jajanan kaki lima sesuai budget di Pasar Demangan ini.,2018-10-14
Ade Nine Suryani,Segar dan banyak jenis bahan utama makanan lokal,2021-10-14
Muchamad Mafmudin,terbaik sial,2023-10-14
Nia “noiSInoi” Rahmawati,"Aneka sayuran, buah-buahan, daging, ayam dan berbagai makanan tradisional. Suka itu",2018-10-14
Aji Sapto Perbowo,Belum lengkap seperti pasar tradisional..tapi cukup untuk pasar umum...,2020-10-14
