Nama,Ulasan,Tanggal
Titus Adi Kristianto,"Selalu ke pasar ini untuk membeli kebutuhan kontrakan. Murah dan selalu fresh. Kalau jalan di pasar ini mending pakai sepeda motor agar cepet. Hehehe. Sepi kalau malam, jadi kalau belanja lebih baik malam hari.",2020-10-14
Seneng Dolan,"Kayaknya ni pasar jatohnya buka 24 jam deh 😂 habisnya kalau pagi kesini udah ada yang buka, tengah malam kesini juga masih ada yang buka. …",2020-10-14
Riris Budiarti,"Kalau tidak langganan anda akan diberikan harga yg mahal, parkiran mobil dengan tempat belanja juga cukup jauh. Bagi ibu rumah tangga yg hanya belanja untuk sehari hari tidak disarankan kesini, tapi untuk belanja keperluan hajatan silahkan mampir dan dilarisi.",2020-10-14
Yuwono,Tempat belanja bermacam jenis buah dg harga grosir,2020-10-14
Danang SW,"Pasar Giwangan merupakan Pasar Sentra atau lebih tepatnya pasar Induk buah dan sayur serta menyediakan berbagai bahan kebutuhan pokok masyarakat lainnya.  Pasar ini dapat dikatakan buka 24 jam,  dari dinihari sampai malam. Jika pagi jg bisa …",2017-10-14
Agung Pranoto,"Pasar yang cukup besar sangat ramai di pagi dan malam hari
Tempat parkir luas dan semua kebutuhan ada disini..dari sembako,buah,sayur,ikan,daging dll..komplit",2022-10-14
Devinta Prasetya,"Pasar yang lengkap dan semua yang anda cari ada dan jangan kawatir 24 jam ready trs apa yg akan anda cari...Angkringan Omah Pojok Yk juga lengkap dengan menu yg memanjakan lidah anda dan juga menerima pesanan Nasi Kuning,Nasi Box,Tumpeng …",2021-10-14
Mochamad Azis 94,Salah satu pasar induk terbesar di daerah jogjakarta,2021-10-14
Adhamdanu Rusliantono,"Pasar sayur dan buah lengkap, akses mudah tidak perlu parkir",2020-10-14
Prisa Kurnia Riskiawan,"Pasar buah dan sayur terbesar Di Jogjakarta. Menawarkan harga Yang bersaing Dari komoditas utama perdagangan Di pasar ini. Selain buah dan sayur juga terdapat pedagang daging Dan juga ikan, tak lupa terdapat pula tempat kulakan plastik dan juga barang kelontong. Dengan kata lain one  stop shopping.",2017-10-14
Herdy Trainer Origami,"Pasar Giwangan merupakan pasar yang besar dan lengkap. Segala yang dibutuhkan masyarakat, mulai dari bumbu, daging, buah, sayur ada disini.
Tempatnya sangat strategis, dipinggir jalan, dan mudah dijangkau, baik dengan kendaraan pribadi atau dengan angkutan umum Trans Jogja, dengan biaya sangat murah",2018-10-14
Hasanudin Basri,"Pasarnya bersih dan nyaman, kalau datang siang lebih senggang namun panas tapi it's ok lah 😀 …",2019-10-14
Edho A. Hakim,A complete 24hours traditional market in Yogyakarta. You can find almost anything here. Compared to other traditional wet markets they give more competitive price for bulking items. The market is so big and watch out for your children as they subject to lost.,2020-10-14
Nina W,"Berbagai macam buah dan sayuran segar ada di pasar Giwangan. Pasarnya luas, ada yg khusus buat lulakan, ada juga kios kios utk transaksi retail.",2019-10-14
Muhammad Taufik,"Cukup lengkap, tp harga agak mahal. Apalagi klo baru pertama beli dan g penah keliling utk cari perbandingan harga. Cukup bersih dan nyaman",2021-10-14
Martini Martini,"Biasa blanja di pasar giwangan,,,harga2 tetep aja g bisa di tawar,,kecuali yg di bongkar muat beli ny harus banyak,,jalan ny udah rusak,,bahaya jg sih banyak lobang,,gak rata,,apa lagi kalo kondisi hujan,,,",2019-10-14
Trisno Angesti,Namanya pasar rata2 kyk gitu ngk ada yg istimewa.. Standar aja sih. Yang penting aman dan bersih. Tukang parkir ramah.,2021-10-14
gaga_x smith,Pasar yg bukanya sore sampai malam jd klo ada dadakan beli sayur langsung meluncur ke sini,2022-10-14
Alim M Wiltom,Lumayan lengkap. Akses jalan ke pasar yg sebelah Utara agak susah. Sempit. Mudah2an bisa diperbaiki dan ditertibkan lagi.,2020-10-14
Faishal FTSAN.,"Lengkap dan murah, cari buah, sayur, bumbu dan lain-lain, 24 jam, cari kotak buah kayu untuk hiasan atau kebutuhan lainnya juga tersedia",2022-10-14
Ganik Suciati,"Nyaman, lengkap, pasarnya bagus",2024-03-14
deogin official,menarik dan cukup ramai di pagi hari,2022-10-14
Dui Rambler,Lengkap n murah,2019-10-14
adhitya setyawan,Bakul e onok dan ramah...,2019-10-14
Habib Alhabsy,Pasar adalah tempat paling asyik untuk berbelanja saat pulang kerja pada malam hari,2019-10-14
riswan hidayat,"Sibuk di malam hari
Kotor dan kotor saat hujan
Tidak apa-apa untuk membersihkan debu saat sudah kering
Itu benar",2020-10-14
Veronica Anggri Puspita,Terkadang jalan dibuat karena banyak sepeda motor dan mobil,2020-10-14
Septian Okky1,Yang cari buah taruh di belakang..,2018-10-14
Gideon Mc,"Coba masuk ke dalam, banyak penjual buah-buahan",2018-10-14
ANNISA HAIFA AZZAHRA,Murah2 👍👍👍 …,2024-05-14
diana Dee,Sayurannya segar,2024-04-14
Abang Buryam,Area lengkap.. buka 24 jam,2019-10-14
Andri Sidat,Setiap hari saya pergi mencari kacang dan wortel untuk menjual steak,2020-10-14
Rio Dwicky Setiawan,5 bintang sudah,2023-10-14
tomi pangestu,Murah,2022-10-14
bakoelroti manis,Tidak perlu membuang motornya,2020-10-14
Ayu Kartika R.,"Lengkap kalau rep blonjoo,,,👍 …",2021-10-14
Arum D,pasar buah dan sayur murah,2019-10-14
Arief Putro (Yipi),Walaupun MLEm tapi tetap ramai,2020-10-14
Hari Yanto,Pelayanan kom0lit buah cukup ramah,2021-10-14
TOMI HENDRAWAN,siiiip,2023-11-14
Sarfy Sarfy,Membawa wanita besar blojo...,2021-10-14
zakariaakhmad,Wes menyodok selesai,2020-10-14
MasDab Mawon,"Tempat belanjanya murah, murah, dan banyak pilihannya",2019-10-14
Rudi Anto,"Pasar induk kota yogyakarta..lengkap
.",2020-10-14
Sardi Beib,Sepiii.....,2018-10-14
zoe paxi jokek,Pasarnya bersih,2020-10-14
Ahli Kunci jogja Jack melayani panggilan 24 jam,Jika,2023-10-14
Muma lemboade,Masuk kursus,2019-10-14
Moefa Moe'ein (Ahmed Bingo),Pasar yang membantu masyarakat,2017-10-14
Be Bee,"Lengkappppp
24 jam",2019-10-14
bocah ml,Jangan khawatir,2020-10-14
ama sinyo,Sayuran dan buah-buahan...,2018-10-14
Restu Ramadhani,Pasar induk yang solid,2019-10-14
Firdaus Adnan,Bagus sekali kawan,2022-10-14
Arv,malam semakin ramai,2017-10-14
Yuli Astuti,Komplit plit plit plit....🤣 …,2019-10-14
Tri Omen,Apa pasarnya?,2019-10-14
Ari W. R. P.,saya tidak tahu,2020-10-14
Warung Jajanan Ananda,Oh,2022-10-14
KANAYAKENEYA,timbangan kotor,2017-10-14
Adit Joni,Jika,2020-10-14
Imam Afif,Hh,2019-10-14
albanny mahar jogja albanny susanto,Jika,2020-10-14
subedjo muhammad,raeime laluan kiyeh,2019-10-14
Murtisa Sulistin Kusumadewi,Murrah,2020-10-14
Armando Pradana,Murah2,2020-10-14
Muhammad Khusnul,memukul,2019-10-14
yusuf bukan kolang kaling,cermin,2018-10-14
KUCING BALAP 69,Jika,2019-10-14
PEMUDA NU 2019,Satu set,2019-10-14
Muhammad Abdul Aziz,Pasar yang lengkap,2020-10-14
Syafitri,Marahhhh,2020-10-14
hussein young,Hentikan,2019-10-14
Arya juos,baunya,2018-10-14
YogaSanS,pasae bersih,2018-10-14
Zaki Himawan,Siiiip,2018-10-14
Zafar Iqbal,kokok,2018-10-14
Widayanto,Bangku,2018-10-14
Akhmad wahyudi,Desember,2018-10-14
Muji Slamet,menyesap,2018-10-14
Halimatus Sya'diyah,Joss,2018-10-14
Rc Garage ID,Sirkoyo,2018-10-14
Kisarnuji Kisarnuji,Bagian yang bagus dan lengkap,2020-10-14
Nurakhman Maman,Nonstop 24jam,2019-10-14
SRA SULYANTA,memukul,2017-10-14
Aditya Novrisza,Tembaga,2020-10-14
agus surya widianta,Buahnya segar,2019-10-14
RBW CARD,Tuku Endog,2020-10-14
Erul Subiyanto,OKE,2020-10-14
曹务斌,Kaya,2019-10-14
Zani Agata,renovasi,2024-02-14
Roby Arfianto,Manttapp yo,2020-10-14
Raya Martha96b,Passaarrr..,2019-10-14
Asep Bordir,Mantap,2024-10-07
Umar Ibnu Rochmad,Andyalan pasar sore,2024-10-07
Surya Abadi,Pasar 24 jam,2024-10-07
Muhammad Fahmy,Lumayan lengkap,2024-09-14
Anangha Yasmina,Lengkap dah...,2024-09-14
Dion Bagas,Joss,2024-09-14
farendra,kadang bauk,2024-08-14
prakas triasmoro,ok,2024-07-14
Nur Rakhmad isyaallatief,Bagus,2024-07-14
fridolin lase,pasar yang mantaps,2024-06-14
haidita bella marisca,Bisa banget kulakan buah lokal dan impor disini,2024-06-14
Wahsid Warono,Murah komplit,2024-06-14
m wahyu purnama,Good,2024-06-14
Rico darmanto,Lengkap,2024-06-14
Fikih Aldino,Mantab,2024-05-14
andar by,Kulakan disini,2024-05-14
Sang Petualang 1001 Tahun,"Alhamdulillah pasar Giwangan yang ramah ramah.
Banyak pilihan untuk buah dan sayuran.",2024-04-14
Dikki Hasriadi,Mantap,2024-04-14
Kamal Argha,Bagus rame,2024-04-14
Ridwan Ridwan,Bersih dan buahnya lengkap,2024-04-14
Dwi Awan,Baik sangagt baik,2024-04-14
Ratminah Azzahra,Lengkap dan banyak pilihan,2024-04-14
Sugiman Iman,"Bagus...rame murah buah buahan segar""",2024-04-14
Rizqi Master,Grosiran,2024-03-14
Budi Susilo,"komplit,murah",2024-03-14
Agus Santoso,Cukup membantu dan konsisten,2024-03-14
Romadhon,rumah javanees,2024-03-14
Kaa,Sayurannya segar segar,2024-02-14
ADAM NAUVAL JUMEDI,Murah banget di sini... Pas siang² juga masih murah... Beda dari yang lain dah,2024-02-14
Pambuko Septiardri,Favorite saya adalah sego pedes giwangan mbok dhe twerbekkk,2024-02-14
Nuzulul Fajar,"Lu butuh keperluan dapur atau untuk dijual lagi? Sini, belanja ke sini.",2024-02-14
Jetbay,Andalan kulakan,2024-02-14
Teh saptini,Puas cocok mantap,2024-02-14
Dimsum-dimas Terdekat,Musim hujan becek pasarnya,2024-02-14
Aziz Setyoko,"Pilihan buat belanja malam hari sampai pagi, kalau siang jangan, gak ada yang jualan",2024-02-14
Fibnu Jati,kadang terlalu padat di jam jam tertentu,2024-02-14
awaludin jkt,Lumayan,2024-02-14
Hilda Bee,Saya sering belanja kebutuhan sehari hari di pasar Giwangan sayur dan buah buahan segar🥰 …,2024-01-14
lyn turtle buqet,Mantap,2024-01-14
Sony,Awas penjual abal2 alias klo ga tau harga bisa percuma belanja disana,2024-01-14
Wahyu Maulana,Lengkap untuk cari bahan sayur protein dan sembako,2024-01-14
Titik Rusmiyanti,Rekomended aneka buah 👍👍 …,2024-01-14
jinggakirana,Nyari buah dan oleh2 disini ... Komplit ...,2024-01-14
Ikhah Sholihah,Di pinnggir jalan,2024-01-14
Astarina Eka Dewi,Lengkap murah,2024-01-14
Anang Suyitno,"Komplit ,cari apa saja ada",2024-01-14
Rosiful Istinam,Fast area. Abundant Fruit n vegetables,2024-01-14
Budi Supriyanto,Kalau lagi bongkar sampah baunya aduhay,2024-01-14
susilo herman,Rame,2024-01-14
Pembangunan Sulawesi,"Pasar ramai, toko -toko dan penjual sembako",2024-01-14
Syadad Fauzan Adzima,"Segala kebutuhan dapur sangat banyak banget pilihan disini mulai dari sayur sayuran,buah buahan,alat masak dan banyak macam macam lain nya juga",2024-01-14
Imam Safii,Pasar malam yg komplit..,2024-01-14
Kho Bram,Sangat memuaskan,2024-01-14
Sis Oneto,Sip,2023-12-14
Brianto Brianto,Jossss,2023-12-14
mahendra wardhana,Kompli murah,2023-12-14
aan susanto,Good,2023-12-14
Agus Wibowo - Penulis Petani,Pusat pasar yang ramai dan lengkap di Jogja.,2023-12-14
satian sapta,"Lengkap, 24jam dan murah",2023-12-14
Fayas Attakhiantoko,Gunakan Bahasa Jawa untuk berbelanja disini ya 👍🏻 ..Bahasa mempengaruhi harga 😆 …,2023-12-14
Aviyoko Pradono,"Salah satu pasar sayuran dan buah terbesar di Yogyakarta, komplit.
Hampir setiap kebutuhan sehari-hari beli disini.",2023-12-14
margo mulyo,Komplit,2023-11-14
Shinta Khoirunisa,Bagi yang mau berhemat wajib belanja ke sini,2023-11-14
Yogapoetra,Pasar yg menyediakan aneka sayur dan buah-buahan..cukup lengkap..,2023-11-14
Sebastian Yogyakarta tours,"Traditional market, it is located at the south of yogyakarta. Easy to find anything with local price, good place for shopping",2023-11-14
Aghis Ram,Pasar ini justru akan ramai saat sore hingga malam. Suasana berbelanja dan mengelilingi pasar menggunakan motor,2023-11-14
Evita Puspitasari,"Malam-malam pulang kerja dan ingin masak, Pasar Giwangan adalah solusi 👍
Banyak bahan sayur, buah segar disini …",2023-11-14
Setiawan 162yk,Lengkap sore menjelang malam,2023-11-14
Eleazar Agung,"Komplit, buka kalau malam hari jadi pulang kantor bisa blanja",2023-11-14
Ali Alea,Tawar ajah...,2023-11-14
Agoez Suman3,Luas pasarnya tapi kurang tertata,2023-11-14
Tuan Encik,Komplit,2023-11-14
Kaswin Andrianto,Lengkap dan paling murah di bandingkan pasar2 se Yogyakarta ya...,2023-11-14
BRM. Fembriyanto Pamungkas,Twmpat kulakan sayur dan buah.....berani nawar dapat murah,2023-11-14
Arsita Kurniati,Kalau yg mau kesini cobain gorengan abangnya yg depan MAN enaak pol,2023-11-14
Wondo Gondo,Pusat belanja & sayur buah lokal harga terjangkau,2023-11-14
Fatoni Mohamed,Buahnya segar²,2023-11-14
guntur san,"Pasar favorit , komplit",2023-10-14
risang rahma,lengkapp,2023-10-14
Bukhori Sleman,Monggo,2023-10-14
Saptono,Mampir cuma kirim gula,2023-10-14
Brehim Nur,Satenya enak bnget yg jualan ramah,2023-10-14
Dhimas F. S,Pasar yang hidup saat menjelang malam,2023-10-14
Alfian Alfian,Lumayan nyaman.....parkiran jg ok,2023-10-14
Tri Wahyudi,Murah murah,2023-10-14
Jaka Susila,Bagus,2023-10-14
ulin nuha,"Lengkap, nyaman, menjadi rujukan dagangan grosir Jogja (sayur dan buah buahan). Buka malam hari",2023-10-14
tarrega prakoso,Aksesnya sangat memudahkan untuk berbelanja menggunakan kendaraan bermotor.,2023-10-14
ristanto thole,Untuk akses jalan masih agak ruwet,2023-10-14
pangeran kodok,Muarah n komplit,2023-10-14
Gandung Joss,Tempatnya kumuh,2023-10-14
Kusnan Alus,Dagangan sayur buah lemgkap tukang parkirnya ramah,2023-10-14
bestari wedha,apa aja ada,2023-10-14
Muhammad Fakhri Fahruddin,recomended buat bikin samir,2023-10-14
Fani Fajarwati,Semoga lebih baik lagi kedepanya terutama kebersihanya dan lebih banyak lagi fasilitas,2023-10-14
anjari budi nur,Tempat kulakan,2023-10-14
Cicha Kartika,"Pasar yg komplit, sayang tdk dibuat searah jalannya jd sering macet",2023-10-14
Air Galon,Komplit murah,2023-10-14
Rian Yanto,"Pasar ny sangat ramai,sayur,buah,dll semua ada disini...",2023-10-14
Jarwo Saroyo,Pasar komplit,2023-10-14
Rini Si Bungsu,"Mau cari sayuran atau buah apapun ada, lebih² harga murah dan bisa di tawar",2023-10-14
Nada Alfi,sangat rame,2023-10-14
Asrina M. Saman,"Disini serba ada, harganya juga sangat murah meriah 😍 …",2023-10-14
Zen Armstrong,Belanja murah sayur dan buah disini,2023-10-14
Febryan Mujahid,Segar dan murah,2023-10-14
Fitri Wulandari,"Lengkap,murah,",2023-10-14
Bolo bontot,"Pasar induk yg komplit,ramainya mulai sore nyampe pagi.
Kalo siang sepi",2023-10-14
Ulil Hidayah,Harus pandai menawar,2023-10-14
Hapeku Store,Super lengkap,2023-10-14
Nina Marnelin,Murah dan lengkap....,2023-10-14
Dayat Day,Pasarnya komplit,2023-10-14
Muhammad Sunarto,Harga nya lumayan murah... Pasar sekarang lebih terlihat bersih lagi...,2023-10-14
YNTKTS _,Lumayan,2023-10-14
cakrul,sayur buah komplittt buat reseller pokoknya,2023-10-14
Agus Tini,Pasar langganan,2023-10-14
Adhiwinarto Setiawan,Pasar tradisional murah dan komplit,2023-10-14
Ktd Artwork,👍 …,2023-10-14
Joko Purwanto,Pasar segala ada,2023-10-14
Muhamad Vakih,Bagus,2023-10-14
Yuni Ati,Tempat luas dengan berbagai buah sayur matur dll.,2023-10-14
Zul Fikardi,Lengkap dan murah,2023-10-14
Indah Sentani,Harga naik naik ga turun-turun. Tapi Pasar ini tetap ramai aja,2023-10-14
Fuad Hasan,Pasar induk Yogyakarta,2023-10-14
aku ghamboel,Pasar yg selalu ramai,2023-10-14
noviandri dwi,"Pasar gede tp harganya kok mlh murah d piyungan atau pasar kembang sari,",2023-10-14
Diana Saptarini,"Ternyata sm harga y,,,,q fikir bsa agak miring dikit 🤭 …",2023-10-14
Ahmad Sholihin,lengkap 🤘🏻 …,2023-10-14
Irvan Dwi Jatmiko,Ada bakul mie ayam enak..,2023-10-14
Muhammad Hisyam,Rekomended utk belanja kebutuhan pokok...,2023-10-14
Milla Mokodompit,Pasar giwangan yang murah2 beraneka ragam kebutuhan dapur semua ready stok.,2023-10-14
Hirma Munika,Mantap,2023-10-14
Tofik Nurrohman,"Komplit & murah
Tempat parkir luas",2023-10-14
Bicycle Yk,komplit,2023-10-14
Thomas Andrianto,Komplit murah,2023-10-14
Aisyah Raudatul,"Pasar buah dan sayuran yang segar dan murah, tersedia juga aneka macam lauk dan grosir lainnya. Kalau mau kesini mending agak sore atau malam aja karena lebih rame yang jualan",2023-10-14
Pinto Priambodo,👍 …,2023-10-14
Yulianta btkljogja,Sangat lengkap dan murah walaupun kondisi lingkungannya kurang bersih,2023-10-14
Desi Yulianti,sayangnya penjual ikan cuma 3 tempat aja dan ga semua ikan huhu,2023-10-14
Jati Kurniawan,pasar induk yg cukup lengkap.. mulai ramai pukul 14.00,2023-10-14
Evi Sulastri,pasar yang luas,2023-10-14
Ulf Abon,Enak blanja d sini bisa sambil pake motor,2023-10-14
nur muhammad taufiq hidayat,Murah,2023-10-14
Totok Iriyanto,😂😀🤣🙏🙏🙏 …,2023-10-14
Genesis Angelozoid,"Merupakan salah satu pasar pantauan dalam kota. Komplit, hanya agak sulit parkir kalau di jam sibuk.",2023-10-14
widarti widarti,the best place to buy grocery,2023-10-14
suryanti destry,"Pasar yg tdk pernah tidur 24 jam , biasa untuk kulakan partai besar dan kecil, grosir dan eceran",2023-10-14
ervin nurdin,Karcis masuk ga dikasih,2023-10-14
MAS IHYA,Ramai,2023-10-14
Kholidin refresh,Suasana di pagi hari pasar Giwangan,2023-10-14
heri nudin,Pasar ny luas lumayan komplit juga...,2023-10-14
Outboundnan,"Saya suka belanja dipasar buah giwangan tapi kebanyakan pada ng suka yang parkir di belakang deket pasar sayur ,tidak seperti parkir didepan",2023-10-14
umar hasan,Pasar tradisional dan buah du jogja,2023-10-14
Mas Ruri,Baik,2023-10-14
Diansyah Andri Haris,"Komplit,murah,nyaman",2023-10-14
daiman Daiman,Pasar induk sayur n segala macam buah,2023-10-14
Muji Luddaliman,"Ahad pagi rame lancar,buah & sayur seger² 👍🙏 …",2023-10-14
Yuningsih Fitri,lumayan,2023-10-14
Sarjono Saputro,Masih ada yg pake aji mumpung.,2023-10-14
nescy frans,one of my favourite traditional market in jogja,2023-10-14
Mahfud Syuhada,"Pasarnya gede, luas, jualan banyak sekali kebutuhan harian, sayur, buah, bumbu, dan lainnya 🔥 …",2023-10-14
setiawan tri,Pagi sore jam2 lengkap,2023-10-14
Sonnerku Anyar,Lengkap tapi ramai nya malam.. Ya..,2023-10-14
Imawan Wibisana,"Pasar 24 jam...
jam berapapun perlu...
segera merapatlah...",2023-10-14
Yanto,Segala macam kebutuhan pokok terutama buah2annya komplit.,2023-10-14
Best Nadya,easy access but crowded,2023-10-14
Sri Lasmini,Sip lah apa2 ada tinggal uangnya yg ada atau tdk he ...he .....he....,2023-10-14
Fillipus Wawan,Kurang tertata dengan baik. Becek kalau habis hujan. Semoga segera direnovasi biar lebih nyaman,2023-10-14
Riyan Prasetya,"pasar giwangan, lokasinya terdapat di dekat stasiun giwangan, beasa di selatannya. Disini menjual berbagai barang belanjaan pasar pada umumnya. Setiap hari minggu atau setiap tanggal merah selalu ramai padat dikunjungi para pembeli.",2023-10-14
Yono Saefull,Mantap buka non stop,2023-10-14
Niko Ferdian,Tempat ramai,2023-10-14
Lilik Qomari,"Pasar induk di area kota Jogjakarta yang terkenal dengan komoditas buah-buahan yang diperjual belikan, terletak disebelah barat-utara terminal induk Giwangan dn besebelahan dengan Rumah Potong Hewan kota Jogjakarta",2023-10-14
Febi Rinto,"Pasar buah dan sayur, banyak yang masih segar harga grosir dalam pembelian ecer",2023-10-14
Gayuh Dedugo,Tempat kulakan buah,2023-10-14
irfan muhammad,pasar tradisional tapi lengkap,2023-10-14
Supar Wanto (Pdroe),"Pasar tradisional yang ada di Yogyakarta ini lumayan lengkap, namun penataan masih semrawut",2023-10-14
sLepeh,lengkap untuk nyari bumbu giling,2023-10-14
Rifdah Wardani,"Kalau mau cari pasar yang bukanya sore dan lengkap di Jogja, tempat ini rekomendasi banget. Dekat juga dari jalan raya",2023-10-14
Kang Galih,Pasar yg komplet dan cukup bersih,2023-10-14
Aulia Dina Oktavia,"dari segi harga ok, termasuk murah. tapi dari segi kenyaman kurang, karena jalannya sempit",2023-10-14
Asep Nurjaman,mantap,2023-10-14
Ibu Atik,belanja kebutuhan sayur sehari2,2023-10-14
Oliver “Bang Klang” Hoffmann,Super market where you can find everything for eat,2023-10-14
liQ_ pipiet,Lengkap,2023-10-14
jerapah.itu.tinggi,"Tempat belanja buah grosiran,
Parkiran pun luas",2023-10-14
Bank O Channel,Masih harus dibenahi lagi terkait penataan parkir kendaraan,2023-10-14
Bakul Lele,"Pasar e resik ,bakul e ramah""",2023-10-14
Sisilia Putriyana,Pasar lengkap meski padat,2023-10-14
Ahmad Nurjaman,Nyaman,2023-10-14
Diandari,"Pasarnya lengkap banget sayurnya, ada jajanan, ikan-ikanan, bumbu, parkirnya juga luas",2023-10-14
dudi jogja,"Pasar yg bersih, lengkap & murah",2023-10-14
Rully christa Adi wibowo,Dsini kita bs mndapatkan bahan mknan apapun yg kita butuhkan.menjadi sentra sayur dan buah di kota jogja,2023-10-14
khoirod surijal,"Bahan Lengkap 24 jam..grosir, ecer, semua ada..  Dia juga ada",2023-10-14
dedi mkp,"Subuh2 dtg sudah rame, lengkap yg mau cari sayur, daging & buah",2023-10-14
indra huda,kebutuhan semua belanjaan ada disini,2023-10-14
Kintoko Edy,Lumayan,2022-10-14
Tranty Cahayasenja,Pasar sayur dan buah dengan harga terjangkau,2022-10-14
Reno Semut ireng,Senang,2022-10-14
Tri Seger,ragam sayuran banyak ..lengkap..harga lumayan murah..24 jam buka  saya suka,2022-10-14
Siti Kholifah,"Pedagang semua ramah -ramah ,",2022-10-14
Danang Alvaro,Bersih & nyaman,2022-10-14
deira deira,"Paling enak ke sini pas sore hari, sayurannya seger2 banget! Ngga enaknya, banyak kendaraan gede yg lewat kadang2 suka ngeblok jalan jadi bikin macet/ngga bisa lewat",2022-10-14
denbei saddo,Bagus,2022-10-14
Heny Ismiyanto,Jalan nya gronjal2 tidak tertata rapi pedagang nya,2022-10-14
Rizanet M.,"Pasar buah ini sekarang kotor tidak rapi, pembeli sulit mendapatkan buah buahan yg bagus. Semoga kebersihan ditingkatkan kedepannya.",2022-10-14
ida combeit,Bahan pokok tersedia semua,2022-10-14
Syamsudin Nurwahid,Pasar induk yg luas,2022-10-14
yudi sarastika,Jalan banyak lobang,2022-10-14
Adi Yuda,ada bakul yg nampung selada ga?,2022-10-14
Lia Yasinta,Rapih bersih,2022-10-14
SQUAD RCH,"Harga terbaikk
Apalagi bakul.e ayam pas jalan turunan
Idaman tenan Lek..😁😁 …",2022-10-14
Wahyudi Tri,Lumayan rapi..cuma parkir pembeli yg masih di jalan jalan masuk..sehingga semrawut..baiknya pengunjung parkir ditempat yg sudah disediakan,2022-10-14
dimas Prayoga,"Pasar drive thru nih, harganya jga rata rata pasar tradisional",2022-10-14
Berlan Tour & Transport Jogja,"Pasar sayur terbesar dikota jogja, tempat kulakan.",2022-10-14
asalw Aja,Enggk kopeli.cari daun sikong enggk ada sama gori,2022-10-14
Aulia Shifa,Selalu kesini pas malem dan gak pernah sepi,2022-10-14
Zafran Al_farizqi,Semrawut dan kurang bersih,2022-10-14
ozy toretto,Bersih dan orang2nya ramah dan aman,2022-10-14
nita pamudya,Sayuranny segar2 dan hargany murah..,2022-10-14
Andriadi Eko Yuwono,Formidable,2022-10-14
khoirotun Nisak nisak,Pasar yg buka 24jam...,2022-10-14
Rido. DL16,Sangat recommend untuk setiap orang untuk mengunjungi nya 👍🏽 …,2022-10-14
Sulistianto Purbo Prasetyo,Open at night.. Good for urgent situation when another market is close at night,2022-10-14
Niw's osmond Osmond,Pasarnya bersih harga murah👍 …,2022-10-14
Dwi Sapta Aji,Sangat lengkap,2022-10-14
Eve Lynn,"Pasar yang gak da matinya, namanya pasar induk, apa aja ada daaaann... Muraaahhhhh... Kalo bawa motor bisa dinaikin...",2022-10-14
Sopyan Ahmadi,Almost What you need is what you get...,2022-10-14
Pinocchio 8,Pasar yg buka 24jam,2022-10-14
Kintoko Edy,Tempat yg aman dan nyaman untuk belanja sayur dan buah,2022-10-14
Peter Gunawan,"komplit dan buka sampai larut malam
penjualnya ramah",2022-10-14
Yudistira Panji Lelanaputra,Traditional market yg lengkap parkir luas didalam,2022-10-14
D Mahendra,"Pasarnya tidak terlalu kotor,cocok bgt buat belanja",2022-10-14
Beni feriani New RC team,Pasar traditional giwangan. Tempatnya layak,2022-10-14
ryane ferouline,"Menarik, ada beberapa titik sebagai pusat sayur dan buah.",2022-10-14
Joko Pariyanto,Komplit,2022-10-14
Kintoko Edy,Pasar buah dan sayuran yg lumayan komplit,2022-10-14
Aris,Ok,2022-10-14
dont subscribe,Rapi,2022-10-14
Wind Numb,"Murah,penjual ramah,kebersihan pasar cukup,minus cuma lalu lalang kendaraan bermotor diarea pasar,sehingga pengunjung kurang nyaman.",2022-10-14
Gibran Munthe,Pasar buah dan sayuran. 24 jam,2022-10-14
Yohan Fernando,Selling staff are very friendly and polite,2022-10-14
Herni Ariastuti,Kios cabe abadi menyediakan cabe rawit dan cabe merah krting dengan kualitas terbaik dan harga bersaing,2022-10-14
Zaida Hendrastuti,Belanja nggak hrs pagi hari ..malam hari kesini aja,2022-10-14
Alfian Syah,Komplit,2022-10-14
anstory project,"Apa boleh pak buk saya berjualan sayuran di pasar giwanagan,,,kalau boleh apa persyartanya",2022-10-14
Santri Sniper,"Produk baru dari Madura
Garam pilihan orang cerdas tersedia di toko sembako mbak yuni bagian barat dan bu feti",2022-10-14
Dono mrongosindo,"Pasar kulakan kebutuhan memasak keluarga, harga ramah di kantong.",2022-10-14
Agung Wibowo,Sayurannya jreneg²,2022-10-14
Viachs Viz,"Pasar yang bukak hampir 12 jam, pasar induk yang ada di jogja... Kebanyakan bahan makanan dan buah2n dan sayur2 ...",2022-10-14
Riana LL,"Pasar Giwangan...pasar yang semua org jogja tahu...
Pasar yang resminya buka sore mpe pagi, tp dr pagi mpe sore jg bnyak yang jualan... …",2022-10-14
Floren 0405,"Latar blakang d waktu malam hr   ..
.menambah maraknya suatu pasar...yg beraneka mcm ke.butuhan tersedia di pasar tradisionalll...",2022-10-14
Rohmad Hariadi,Joss,2022-10-14
Yuli PRahayu,baik,2022-10-14
Sate Gule Prawirotaman,Pasarnya lengkap. Seneng bnget klo belanja disini.....,2022-10-14
Melisa EF,"Pasar tradisional lengkap & murah, dari sayur, buah, ikan segar pun ada. Kebersihan masih perlu ditingkatkan. Area parkir luas.",2022-10-14
Nur Sholeh Anton Timur Dili Sutopo,Hari hujan tapi asyik belanja pagi ... semangat,2022-10-14
