Nama,Ulasan,Tanggal
stevanes tan,"Banyak tersedia acessoris motor, helm baru dan bekas, baju, separpart motor copotan...... okok bisa ditawar",2021-10-14
Wahyu Agus Firmanto,"Tempat berburu variasi motor yg cukup lengkap, hati2 pelajari dulu harga barang yg akan dicari jika tidak pintar menawar",2018-10-14
dimas kanjeng,"Solusi orang kepepet. Gak punya duit, jual barang bekasmu disini. Ingin cari sesuatu yg kamu butuhkan tapi duit gak cukup ? Mgkn tempat ini bisa menjawab.",2019-10-14
Aris Subekti,Banyak onderdil bekas motor yg baru jg banyak. Ada toko sepatu aksesoris baju. Harus pinter2 nawar,2018-10-14
puspita bella,Kamar mandi umumnya diman ya. Sulit banget nyari spot buat duduk hbs capek muter² sini,2022-10-14
Dani Prayitno,"Pasar barang baru/bekas, tapi untuk jenis hp biasanya mahal daripada konter umumnya, untuk harga2 lain cocok untuk yang suka berburu barang harga murah",2017-10-14
Winsragans _,"Pasar nya bersih dan cocok buat nyari barang2 jadul, one stop shopping lah... Jangan lupa kalau beli di tawar/ minta diskon ya",2018-10-14
Satrio Purnomosidi,Jual barang bekas lengkap baru pun juga ada sdh murah masih bisa ditawar lagi top markotop pokoknya,2020-10-14
Detranium,Awalnya pasar klitikan buat barang2 seken .. tapi skrng makin banyak barang2 barunya... cuma tetep harga masih bersaing,2017-10-14
Wachid Fuady,"Cari sepatu branded bekas yg ORI,ada koq...cuma no nya nggak pas.",2021-10-14
Rizky Adi Saputra,"Terkadang sering gak nemu barang yang kita inginkan disini, intinya masih kurang lengkap",2021-10-14
Edisam Taufiq,"Murah kalo bisa nawar, cukup lengkap,. kualitas barangnya sedang, tempat kurang terawat",2019-10-14
Herdiwan Susanto,Banyak pilihan. Harus pandai2 memilih dan menawar bila ingin dapat barang bagus harga murah..👍 …,2019-10-14
Pram Loeby,"Kirain ada spare parts elektronik. Ternyata yg banyak hanya spare parts dan aksesoris motor plus clothing, shoes, sandals non branded. Sepi pengunjung di weekdays.",2018-10-14
Agus Minang,Jangan pagi kesini..sepi. banyak yg jual sepatu dibelakang pasar. Ada mushola di samping belakang. Cari jam tangan juga ada,2019-10-14
Rizky Yudianto,"This traditional market would be one of your good option if you're going to buy something with a lower price. It trades cell phone, motorbike accessories (especially helmet), clothes.. in brand new condition or secondhand. But be careful since it's usually crowded",2016-10-14
Pardi Pardi,"Seneng ..jalan ""dan meliat brng onderdil.pakai.dan barang lowaan yg antik pokokeee seneeeng deh.",2022-10-14
Galih Mukti,"The place for secondhand automotive spare parts and used phones, but there are new clothes, shoes, watches, etc at low prices.
. …",2018-10-14
dwi septiana,"Pasar yang ngejual buanyaak bgt ""printilan"" spare part motor asli namun bekas dipakai.. buat penyuka motor klasik cucok cari barang yg asli disini",2018-10-14
jadmiko edy,makin sepi n banyakan barang baru sekarang. yg kios klitikan bisa dihitung jari.,2022-10-14
Andika Wahyu Wibowo,"Pasarnya ramai, kwalitas bagus juga, harga terjangkau, harus pintar menawar,... Hehe.... Lumayan lengkap.",2019-10-14
jover chanel,Pasar klithikan merupaka  pasar bara-barang bekas di Jogja. Nanum seiring perkembanga juga banyak tersedia barang-barang barh,2020-10-14
faisal farezi,"Mulai dari pakaian, sepatu, alat elektronik, onderdil / aksesoris sepeda motor ada di sini, dari harga termurah sampai ke sedang",2018-10-14
Rairake Setyawan,Cukup lengkap namun telah berubah fungsi. Tidak banyak lagi barang bekas seperti dulu,2019-10-14
Christine Tobela,"Lokasi mudah dicari,barang2 yg dijual cukup variatif,harga jelas bisa ditawar",2019-10-14
harsiwi tri utami,Sepi. Banyak toko tutup dan depannya banyak kotoran. Seperti tidak terawat.,2022-10-14
Papa Razi,"Pasarnya lebih ramai malam, ga semuanya bekas, yang baru juga banyak, harganya harus berani tawar menawar",2019-10-14
Dee Nea,"Kalau mau cari sparepart secend disini tempatnya.....g cuma sparepart bahkan helm, smpe elektronik jg ada",2017-10-14
Jumadi Yakum,banyak juga barang2 bekas..jadi bisa milih mau beli yang baru atau yang bekas tapi masih bagus dan layak pakai,2019-10-14
Vee KD,"Udah 3x kesini, tiap apa tujuan yg mau kita cari pasti ada loh barangnya...pandai"" tawar harga aja.seru...😊😊 …",2019-10-14
Nurohman Nurohman,Bagus utk ajak keluarga belanja di sini ... banyak pilihan dari yg baru pei 2nd jg ada.,2021-10-14
Ahmad Yusfian,"Harga barang-barang disini murah, kalau mau cari barang-barang bekas (Onderdil motor, HP, Laptop ) bisa reparasi dan bisa jual barang juga",2018-10-14
Indah Sari,"Sayang untuk barang-barang cewek udah gak ada, kebanyakan barang-barang cowok yang dijual. Tempatnya luas",2021-10-14
Eko Fibrianto,"Tempat rame,  barang2 kw banyak & lengkap,  tidak Jelas counter hp bekas banyak yg kosong",2018-10-14
Queen Beibh,Niatnya cari barang antik smp sana cuma ada 2 toko saja dan tdk lengkap kya pasar mati,2019-10-14
Hendro Herli,Tempat alternatif untuk mencari barang yg murah dan yg mungkin tidak ada di tempat lain. Barang baru maupun bekas ada disini,2018-10-14
Wisnu Kumakaw,Bukanya terlalu siang n masih jg banyak yg tutup toko2nya,2022-10-14
Miftachurohman -,Harus pandai dan cermat dalam memilih barang agar mendapatkan barang yang berkualitas Dan juga harus pandai menawar.,2016-10-14
tri satriyo,Tempat ini tdk seramai dulu. Kios HP setengah hidup,2023-10-14
Nasruddin Nasruddin,Tersedia aneka barang baru dan bekas. Cocok utk yg demen variasi motor,2017-10-14
Asep Hidayat,"I went there at noon on sunday for some antique stuff, but only got several used phoncell stores and some motorcycles part store at the back. Half of them are closed store.",2022-10-14
Tras No,"Tempt pinggir jln mudah dijangkau dr mn ja, cari brg"" elektro n kainya 👍🏻 …",2021-10-14
Budi Setio,"Bagi para pencari ponsel, fashion, maupun onderdil sepeda motor yg murah-murah silahkan kunjungi pasar Klithikan.",2016-10-14
Mohamad Arifin,"Isinya cuma barang biasa, kebanyakan baju dan spare part motor.",2022-10-14
Irwan Nugroho,"Tempat berburu barang bekas yang nyaman dan lengkap,  sayang beroperasi nya sore hingga malam hari",2018-10-14
Zoherman Asnadi Yusuf,Klau gak tahu harga atau gak bisa nawar saat belanja harganya lumayan lebih mahal,2021-10-14
Bambang Pusantara,Masuk pasar akses unk kursi rida tpi klu mau ke tokonya kurang akses unk kursi roda,2019-10-14
Vio Vio,"Pasar tradisional di Jogja.Menjual berbagai barang bekas , barang antik Dan Baru. Lantai atas untuk counter2 HP.",2018-10-14
Nur Wahid,"Ada banyak aksesoris hp, bisa juga tt atau bt hp, baik baru atau second. Sarannya hati2 penipun dan hipnotis.",2018-10-14
Burhanui,Di sini kalian bakal nemuin barang barang setengah pakai alias second & harganya miring.,2020-10-14
Maria Alexsia,Ramai,2024-09-14
quela erna,Barang baru n 2nd ada di sini..,2019-10-14
Esterlina N,Nyari sepatu lumayan variatif di sini. Tapi kadang ga bisa nego sama penjualnya.,2016-10-14
Erwan Wahyu,"Skrg sepi, gk spti dl",2023-11-14
soeryatsyah mochammad,"Barang cukup variasi tapi relative mahal, dan protokol kesehatan kurang diperhatikan",2021-10-14
france suabe,"Pas buat yang hobi otomotif, fashion, hp, barang antik dll, jgn bilang pernah ke jogja kalau belum pernah ke sini...",2019-10-14
nugeraha junaedy,Yg menarik kalau cari sparepart motor. Tp kurang lengkap juga sih,2020-10-14
sokhif al baihaqi,"Pasar dengan berbagai barang kebutuhan mulai dari kuliner, fashion, otomotif dan juga elektronik serta berbagai macam pernak pernik lawasan",2018-10-14
Manto Channel,"Lumayan sepi, harga juga gk murah seperti perkiraan!!!",2022-10-14
Ariev Prabowo,"Sekarang tidak hanya menjual barang bekas saja , melainkan barang2 baru juga tersedia di sini.....",2017-10-14
Maman Sudarman,"Pasat tradisional yang menyediakan bebagai barang bekas, alat alat motor, barang barang kuno, pakaian olahraga serta fashion kekinia.",2017-10-14
Rizki Aditya,Yang mau cari barang barang bekas bisa cari disini. Tapi hati hati dalam memilih barang supaya tidak menyesal.,2016-10-14
Septi Setyorini,Sayangnya ndak ada baju wanita..semua pakaian cowox..,2021-10-14
Danar Maulana,"Sudah lumayan komplit , sering menjadi opsi mencari part motor",2020-10-14
Rif Rif,"Pasarny sh lengkap, trus adem jg..tpu yg pling penting keistimewny yg jual sma pembilny yg bkin adem..",2018-10-14
DeHand TV,Barang Klitikanya 25 persen... Yg 75 persen barang baru... Kurang pas dengan namanya heheheh,2018-10-14
Ataaa chanel,Saran saya sih klo jdi pasar baju sklian dan gk cuma untuk cwo aj baju anak dan bju cw,2020-10-14
david haloho,"Pasar murah baru/bekas...menarik
Tertib, relatif bersih....kesan awal ckp bersahabat...",2018-10-14
Daniel S. Yulianto,"Harga masih agak tinggi disebagian tempat, bahkan untuk barang yg minus/cacat",2019-10-14
Rulina Ike,"Pasar tradisional menjual barang baru dan bekas pakai ,harga terjangkau",2020-10-14
Askhimona Kharimah,Lumayan bwrmanfaat utk cari barang murahdan berkwalitas,2023-10-14
aziza dyah,"Barang bekas murah tp ga murahan,eh ada barang baru juga low",2019-10-14
Gani Wicaksana,"Katanya orang sekitar si murah, ya pandai"" kita aja yang nawar. 😁 …",2020-10-14
Latifah Bahar,Tersedia berbagai macam barang dari yg bekas sampai baru,2019-10-14
Fahrin Hersan,Banyak part kendaraan baru maupun seken bisa kita dapatkan disini,2019-10-14
budi Glanter,"kekurangan nya,kadang beda beda harganya, tp asyik buat jalan2",2021-10-14
Dwi Toto Hapsoro,"Senang bisa lihat² di pasar ini ....
Sekalian bisa untuk refreshing ....
Jenuh di rumah, bisa sedikit menghibur ....",2021-10-14
Aburaihan ahmad,Sangat membantu kebutuhan barang sekend..yang baru pun tersedia..joss,2019-10-14
Annas Wijaya,"This place can be the best way to find vintage or used things, but since people easier to find information on anything through internet, all the things here become expensive... Too bad.. Thrift shop with higher price compare to pasar sentir in Malioboro",2018-10-14
"Hrmwwn ,",Cari velg kayak gini sekarang susah... Mungkin sudah tidak produksi lagi...,2019-10-14
ZONA ONLINE,"Bagus, nyaman.
Penjual barang bekas diperbanyak dong",2017-10-14
agoes noegroho,Harusnya banyak barang bekas yang bagus. Yang banyak malah barang baru.,2020-10-14
Wiwing ws,Anda bisa cari barang 2sc di sini dari sepatu hp sepeda motor dan pakaian,2019-10-14
yahya setiawan,"Pasar brg2 Second hand di Jogja
Dulu srg nemu brg2 antik skrg dah berubah jd pasar brg2 baru",2017-10-14
BOMB TRACK,Sayangnya sudah dimasuki barang barang baru berkualitas kw. Padahal dulunya di sana pusat barang bekas dan barang barang antik,2019-10-14
Nurul Aini Fadilah,"Been there to search my lost phone, people said that this is the market of stolen things. Bur in this market, new goods and products also available. Once again, be careful",2019-10-14
Khoirul Rifai,A public place for shopping with various goods ad prices. You can buy an antique money up to cool dress here. Try the experience and your negotiation skill here.,2017-10-14
surya wong,Cukup komplit barang dagangan nya,2023-10-14
Tri Setyo Budi,"Tempat ini bukan cuma jual barang bekas, tapi yang baru juga ada",2020-10-14
Itsna Amaliatun,Murah - murah kalau mau beli perlengkapan untuk motor disini.,2020-10-14
Kevin Thomas,"Unik, pasarnya bertingkat. banyak barang aneh-aneh yang bikin mikir ""ini datangnya dari mana ya?""",2017-10-14
Budi Jumaryanto,"jossss..smg tambah besar&makin lengkappp barang unik""e...",2019-10-14
Achmed Novel,Bagi yg butuh barang antik dan variasi motor...di sini tempat yg tepat,2021-10-14
Wisnu Danar,Lumayan kl cari baran baru dan lama harga bisa di nego,2018-10-14
Andi Iswanto,"Belanja murah
Fashion
Sparepart dan aksesories motor …",2018-10-14
ctr story,"Tempat jual beli bermacam macam, sayang kebanyakan bakule sangar, tapi ya ada yang baik ramah",2017-10-14
Andreas Cahyo Budi Wirawan Setianto,bisa ditemukan brg / sparepart mtr / mbl bekas,2021-10-14
Kusumawati Se,Sekarang penjualnya sedikit.,2023-10-14
Darto Drs,Karena tersedia barang2 baru maupun bekas,2021-10-14
Anita R,Jual macam2 barang sesuai yang anda cari,2021-10-14
Arif Sudibyo,Tidak sesuai namanya. Pasar klitikan tapi menjual barang-barang baru,2017-10-14
Muhammad Nasir,"Pasar sederhana dikota Jogja, asik buat belanja macam macam keperluan sehari hari",2018-10-14
Aya Laksana,Serba ada tp y harus pinter pinter nawarnya,2019-10-14
dwi prasetyo,Buat tempat cari sparepart motor yang agak miring. Sesekali aja,2017-10-14
Acep Irsal,Pasar serba ada kebanyakan jual handphone secend dan fashion,2016-10-14
Jetem Funkie's,buka jam 10.00,2024-01-14
Taufiq Hidayat,tempat bersih tapi lebih ke pasar baru bukan pasar loak,2020-10-14
Brother care,Ngk rame. Ngk ada yg menarik,2022-10-14
Oktivani Samodra,Helm sandal baju sepatu gitar jus buah :v,2018-10-14
Alex Gunawan,Barang yg dijual macamnya banyak dari yg kuno sampai yg kekinian,2016-10-14
Muhammad Miftach Assalam,Kurangnya papan informasi membuat pembeli kebingungan,2019-10-14
Leo Pandu,sudah dikuasai komersilan harga toko..,2019-10-14
Amri Huda,"Aku tahu helmku hilang, temanku menyuruhku untuk mencoba mencarinya di klinik, ketika aku menemukan helm itu, aku tidak membelinya sendiri 😅 …",2018-10-14
Mufid Achmad,"Sebuah kelompok Hadroh dan diadakan secara rutin setiap malam jumat, sangat cocok untuk spiritualitas bagi umat islam",2016-10-14
Febriyani Wulandari,"Ya, pasarnya normal. Byk Jual barang bekas",2020-10-14
Dadaki Dulu,Vb 9b.,2024-05-14
farikha ratna,Banyak barang antik yang dijual di pasar ini,2020-10-14
Om Nhas,"Baramgnya kurang, sebagian besar barangnya baru",2017-10-14
bachtiar sena,Beli gelang dari dealer,2018-10-14
Fajar Noer Cahya,"Kalau panas, panas sekali",2019-10-14
The Wirawans,Harganya tidak bersahabat seperti dulu,2019-10-14
beni firmansyah,Tidak seramai dan semarak sebelumnya,2019-10-14
Nurwidianto Y S,Harus hati-hati membeli barang di sini.,2017-10-14
Malikush,beli disini harus pintar-pintar,2017-10-14
Anton Tri Pamungkas (Trianstagram),Jika Anda ingin mencari barang bekas,2016-10-14
Joko Nugroho,Bukan Klithikan dan kurang bersih,2019-10-14
yogo prakosa,Saya baik-baik saja,2019-10-14
Mabok Duren Lavatour,Jika Anda tahu cara mengalahkan saya,2020-10-14
Bastian Viery,Parkir berbayar,2019-10-14
Adit Saputra,Ara bisa,2020-10-14
User GunBoxerCell,Penjualnya bodoh sekali...,2021-10-14
Hunter Gabut,Terlalu banyak,2023-10-14
Iswanto Tenoez,Jauh e,2019-10-14
Dade Swassantiko,Sepiii,2023-10-14
Dama,ada banyak hal,2017-10-14
Irma Rahmawati,Muraaah 2 uuuy,2018-10-14
Davis Kevin,tempat menchari segala seswatu,2018-10-14
riyadi andi,Murah dan ceria,2018-10-14
Emilianus Septiandri,murah dan ceria,2017-10-14
arayya ronie,Pemandangan keren,2020-10-14
Arip Buce,jika,2021-10-14
TNK Gaming,Jika,2021-10-14
Lek Embul,mantap,2021-10-14
Noveri Ramadhan,jika,2021-10-14
Ju Madi,Mylah,2021-10-14
BANG KUMIS kumis tipis,Okelah,2020-10-14
Iqbal Pahlevi,Dilengkapi penuh,2020-10-14
Syaiful Maarif,Murah2,2019-10-14
Rifu54 Garage,Baik,2019-10-14
Agung Riyanto,Saya tidak tahu,2018-10-14
Bonaadek Yuda,Banyak,2017-10-14
qi_en baked,mencari sepatu,2017-10-14
HESOYAM,Hhhhhhhhh,2019-10-14
ahmad dani af rizal,Sipp,2018-10-14
Metholewcha Tholew,Emmmmmmm,2020-10-14
Tara Arif,Tembaga,2019-10-14
Ageng Wahyu,bagua,2019-10-14
Ramanelovy,"Tidak, tidak",2016-10-14
Dita Kamandajatno,Sepiiiiii....,2019-10-14
Christian Arya,Bentuk pasar,2021-10-14
DNG DWI,motorik anak,2018-10-14
Ali Robbani,"Menjelang pukul 11.00 ke sini, terlihat masih sepi. Dari depan terlihat banyak tutup, tetapi di dalam banyak yang buka. Tukang parkir ramah. Kemarin saya ke sini membeli part dari body motor keluaran lama",2024-09-14
Soneo,"Salah satu pasar yang lumayan luas , parkirannya juga luas. Dulunya pasar ini banyak menjual berbagai macam jenis barang-barang bekas dan barang-barang kuno,tapi sekarang pasar ini juga menjual berbagai macam barang baru juga. Kalau mau kesini mending sore atau malem, soalnya sekarang ada beberapa toko yang tutup dan kosong.",2023-10-14
Devi Widjoyo Kusuma,"Pasar yang jual berbagai macam barang-barang antik, unik, sparepart, helm, hp, dll. Salut walaupun terkesan unik vintage tapi bersih lo pasarnya.
Baru kepikiran buat foto prewed oke sih. Vintage gitu",2024-07-14
Dani Sunarto,"Asik sih tempatnya komplit mau cari onderdil motor bagi yang suka modifikasi, jual aksesoris otomotif, sepatu, dll ada disana, Hanya saja pengunjung sekarang sepi ngak kayak dulu banyak kios yang tutup.",2024-06-14
Mita Astari,Dateng ke sini siang masih banyak yang tutup. Harga lumayan murah asal bisa nawar. Beli sepatu di sini awal dikasih harga mahal. Pas tau harga aslinya masih bisa turun setengah harga. Klo kesini kayaknya mending malam. Sepertinya lebih ramai.,2023-10-14
Achmad Saefudin,"Pasarnya cukup bagus, menjual berbagai barang² seperti handphone, sparepart sepeda motor hingga peralatan rumah tangga lainnya, dari yang bekas sampai yang baru. Kebersihan cukup bagus, dan tempat cukup luas, sayangnya saya kesini mencari barang tidak menemukan.",2020-10-14
Gentur Poerwono,Pasar klitikan pada mulanya menjual barang bekas.Tapi sekarang baik yang bekas atau baru bisa di temui di sini.Lokasinya di pinggir jalan kalau dari perempatan Wirobrajan ke arah utara sekitar 500 meter ada di sebelah kanan. …,2019-10-14
Gilang N Firdaus,"Rapi, bersih, nyaman
Cukup lengkap aksesoris, orderdil motor, jam, dompet, tas & pakaian
Jual barang bekas disini harganya sadis rendah bgt",2019-10-14
Ardini Mayangkusuma,"Bagi yang cari barang second, barang kuno ataupun barang baru tapi dengan harga miring bisa ke Pasar Klithikan ini. Buka hingga malam, parkir motor luas.",2021-10-14
Putri Nastaa,"Pasarnya buat yg suka otomotif banyak jual onderdil motor, pasar cukup bersih, ada bangku bangku untuk cewe yang lagi nunggu cowonya belanja, cakeplah pokoknya, buka sampe malem",2021-10-14
Eri Pradiptya,"Klithikan pakuncen, pada awalnya berdiri menjual beragam barang ""klithikan"" seperti barang setengah pakai,mulai dari HP, helm, dan berbagai asesoris sepeda motor. Namun melihat antusias masyarakat yang tinggi, kini kios-kios di dalamnya tak …",2017-10-14
dot exe,"Salah satu pasar malam yang ada di daerah Yogyakarta. Disini tersedia banyak bekas maupun baru. Mulai dari barang-barang elektronik seperti handphone, kamera, TV, speaker dll. tersedia banyak-barang sparepart motor. pakaian, tas, dompet …",2019-10-14
Ristanto,"Jual beragam onderdil, perkakas, aksesori, pakaian, dll. Mulai dari baru hingga bekas pakai. Tempatnya tertata dengan baik, nyaman, bersih, dan juga luas. Parkir cukup memadai, terdapat juga fasilitas toilet umum, dan tempat ibadah. …",2021-10-14
Hastyo w,Mungkin karena pas datang terlalu siang masih banyak kios yg blm buka,2024-08-14
ardiyanto yanto,"Pasar luas, bisa beli barang yg ada.",2024-09-14
Inggrid Yohana,"Pasarnya luas dan gede banget, disini menjual berbagai kebutuhan especially jual beli accessories motor di lantai dasar. Bukanya sampai jam 9 malam daily.",2022-10-14
Mukhammad Kaisyafrin,Perlu kehati-hatian jika mencari barang part motor agar tidak salah memilihnya,2024-05-14
LORD LISIN,"Pasar pakuncen menyediakan berbagai macam barang semua serba murah meriah d pasar pakuncen buka dari jam 7 sampai jam 9 malam.
Disitu menyediakan berbagai macam alat",2024-04-14
Hengky Boentoro,"Awal ke jogja diajak teman kesini, alhasil coba2 beli celana jeans, kena harga 115rb, lumayan awet, enak dipakai, dan gak murahan bgt. Dan kali ini ke 2 pergi ke jogja coba2 balik lagi ke pasar ini memenag sengaja mau beli celana jeans …",2018-10-14
ibrahim rohmadani,"Ckup bgus n lngkap, suasana nya bersahabat, bersih",2024-08-14
Cahyana Purnama,Di bagian belakang dari Pasar Klitikan di Yogyakarta ini memang ada cukup banyak barang yang dijual dengan harga yang relatif murah dibandingkan dengan harga di toko-toko besar di Malioboro maupun di jalan Solo,2024-03-14
Yusan Prasetyo,"Mau nyari apa? Sepatu, jaket, tas, kaos, celana, kemeja, topi, waist bag, semua sparepart sama aksesoris motor, helm, duit kuno, handphone, kaset CD, apa aja ada komplit. Kalau sayur sama ikan asin kagak ada ya bos, adanya sebelah ada …",2021-10-14
Muhammad Faris,Jual-beli barang bekas tapi berkualitas. MasyaAllah,2021-10-14
Sebut Saja Halim,"klithikan dg harga terjangkau... ada banyak barang,,, pas nyari uang kun,, bapaknya lapak ramah, bahkan mau nyariin barang yg dicariin kalo gada.. harganya ga tinggi2 banget... 👍 …",2020-10-14
Hamdani Dani,"Masih asyik....
Parkir memadai n aman...",2024-07-14
Dyah Alifda,"Sedang masa pandemik covid19, jadi sepiii, banyak kios yang tutup, tapi masih banyak juga kok yang buka",2020-10-14
Fredika Benz,Pasar yang serba ada dari barang langka sampe barang yang masih fresh dari pabrik pun juga tersedia disana.,2024-07-14
Abidin Nurr,"Cocok buat kalian yang lagi nyari sepatu, onderdil motor, helm, dll. Asik juga belanja di pasar,  bisa tawar menawar ditengah gempuran olshop",2024-02-14
wahyu widiyanto,"Penjual sudah banyak berkurang, kondisi setelah hujan banyak genangan.",2023-10-14
fathur rahman,"Tempat selalu ramai, parkir luas, banyak barang dijual dengan range harga yang terjangkau. Kebersihan kurang.",2021-10-14
Aziz Nugroho,Sekarang beli barang disini agak mahal tidak seperti dulu negonya bisa banyak,2024-04-14
albertus yuki,tempat mencari barang 2nd dan barang baru untuk onderdil motor,2024-06-14
Arief Maknawi,Tempat mencari keperluan sehari2. Ada yang bekas ada yang baru. Mulai barang elektronik sampai sticker dan suku cadang motor.,2024-02-14
Baby Mocchy channel,"Pasar malam nya para penggemar otomotif,untuk mencari spare parts motor yg baru maupun bekas, tepatnya ada di wirobrajan, dari penempatan wirobrajan ke utara.",2018-10-14
Dana ng,Barang murah asal bisa pilih pilih,2024-08-14
imam sibli,"sepi, tp mungkin karena saya perginya malam ya.",2019-10-14
Sheva Arlinda,"Pasar yg menjual barang"" otomotif sampai pakaian ada dsini dan murah 👍 …",2018-10-14
arie dwi s,"G semua yg dijual barang bekas, ada jg barang2 yg msh baru",2021-10-14
Mar Woto,tempatnya yang lagi mencari pakaian dan onderdil kendaraan,2024-05-14
M Fadil,Parkir luas makan harga murah rasa nya asli Lamongan lesehan nya juga nyaman luas,2024-03-14
Hildaniar Novitasari,"Pasar yg menjual beraneka macam barang, mulai tas, sepatu, helm, sampai aksesoris handphone ada disini",2020-10-14
teddy kristiawan,Untuk acc segala motor lumayan komplit,2020-10-14
Alex,"Mulai dari onderdil variasi, motor bekas, hp bekas/baru, beragam pakaian anak muda jaman now",2019-10-14
Arsyad J.K,"Beli barang apapun ada,
Aksesoris motor,pakaian,Hp dll lengkap dan harga miring, tawar o sak karepmu",2018-10-14
Miming Eko W A,Cukup lengkap...silahkan datang dan kunjungi....barangkali ada yg dibutuhkan,2024-01-14
Kalandra Gati,"Lumayan bersih ,sayang sekarang banyak yg jual pakaian. Tp tetep istimewa",2021-10-14
Himawan Sutanto,Klitikan Pakuncen sudah tidak seperti yg dl rame skg cenderung sepi pengunjung semoga pemerintah daerah bisa membantu dan memberikan solusi bagi pedagang 👍👍 …,2023-10-14
Arian Kusmayadi,Cari koin2 luar....harus sabar nyarinya,2017-10-14
Aga Kendy,Pasar pakuncen..tempat membeli onderdil.helm.kaos.baju.celana.alat2 musik.assesoris motor dan msih banyak lainnya,2018-10-14
Aulia Syafa,Kesini nemenin dia buat cari uang kuno,2024-06-14
Ravi Aldy,"Pasar dengan berbagai macam jualan mulai dari sparepart kendaraan, baju, barang klenikan, antik dan jualan Hp. Fasilitas cukup baik.
Untuk petugas parkir tersedia disepanjang selasar pasar dan jika tidak ingin ramai datang waktu siang hari",2023-10-14
Nurlaili Rohmah,"Hayo mau cari apaa, wkwk
Ada tukang parkirnya, bayar 2k",2024-02-14
Valeo Saputra,Harga sudah seperti toko diluar .yang mana seharusnya bisa jadi pasar pilihan untuk kalangan menengah kebawah,2023-10-14
Anna Joen,"Lokasi strategis, namanya klithikan , barang2 dari baru, sampai bekas ada di sini. Bahkan kalau beruntung bisa dapat barang antik di sini. Di area belakang dijual macam2 barang fashion, diantaranya sepatu. Silakan mampir kesini, kalau kebetulan ke Jogja. Di masa pandemi, pasar sepi, sehingga agak mengganggu perekonomian pedagang.",2022-10-14
Afnan Alwan,PERHATIAN: tips kalo mau belanja di sini setidaknya riset kecil-kecilan mengenai harga pasaran barang yang hendak dibeli. Biar tau nawarnya bisa sampai mana.,2023-10-14
Huberto Yoyok,"Cukup lengkap, ada otomotif, pakaian, pernik2, hampir bisa ditemui segala macam kebutuhan, selain sayuran lho.. Cocok utk kelas ekonomi 🙂
Bagusnya sore hari hingga malam, kalau siang puanasnya lumayan..
Juga harus bisa nawar, terutama utk barang sèken.. Selamat berbelanja murah meriah …",2020-10-14
Tirto Nugroho,"Merupakan salah satu pasar iconic di jogja, dulu banyak barang2 bekas yang bisa di beli. Tapi sekarang banyak kios2 yang menjual barang baru sehingga keunik an pasar ini sudah mulai berkurang",2023-10-14
Adhi K Anwar,Dulu ramee .. skrng byk yg tutup.. mulai sepi.. mungkin kalah sama toko online..,2023-10-14
Jemi Walewangko,Cukup memuaskan klu mencari barang barang tdk ada yg untuk barang yg rusak dengan ada pasar klithikan Pakuncen sangat membatu mencari barang barang yg sudah didapat ditempat lain keren 👍 …,2023-10-14
indra riyanta,"Ini adalah surga bagi para pecinta barang bekas, disini bisa cuci mata sepuasnya lihat barang2 yang dipajang.. …",2021-10-14
Jualanku Laris3,Kurang paham juga pasarnya ini buka jam berapa. Hari ini datang jam 12 siang tapi kios buka hanya sedikit dan sepi pengunjung. Apa mungkin ramainya pas weekend saja ya? Entahlah. Tadi yang kebanyakan buka toko peralatan aksesoris …,2021-10-14
rudy gizmo,"Pasar klitikan Kuncen Jogjakarta , pasar rakyat dari onderdil spd motor , sepatu , bahkan barang antik ada disana .......",2023-12-14
Alfiyan Nurikhan,"Tersedia barang barang onderdil motor,dan juga baju baju atau juga ada hlm",2024-01-14
UMU NISA RISTIANA,"Pasar bersih, ada 3 lantai. Jual berbagai macam barang, mulai dari spare part motor harganya juga murah. Jual handphone juga, pakaian wanita, laki2 sampai anak2 selain itu juga jual sepatu. Pasar lumayan besar dan memanjang.",2019-10-14
miko,"Lengkap barang"" nya tapi ada 1/2 pedagang yang kirang ramah tapi sangat recommended bangett",2023-10-14
Channel Bintang,"Menyediakan berbagai macam2 onderdil motor dri yg bekas sampai yg Bru dan jga berbagai macam2 barang seperti sabuk pinggang ,topi,kacamata jam, pakaian dll datang aja tutup sampai jam 11 mlm",2019-10-14
Enoel Rf,jika anda pengin beli barang dg harga lebih murah pasar klithikan tempatnya.,2023-10-14
Iwan Wirawan,"Pasar khusus klithikan, atau barang second ini sdh ada sejak akhir tahun 70an. Aneka barang bekas dijual, ada onderdil kendaraan, barang antik, pakaian, sepatu, alat musik, barang elektronik, dll. Tapi harus hati-hati dg harga. Jika barang …",2021-10-14
AGRO TANI MAKMUR,"Area.
Jam buka dari pagi.
Tapi mulai sore baru semua kios buka. …",2019-10-14
Sarjuni Jammy,"Pemandangan alam yg indah, bagus untuk foto sunset",2020-10-14
Karya Ardhi,"dulunya terkenal murah, makin kesini beberapa barang yg dijual ada yg lebih mahal dr toko biasa, mungkin konsep pasar klitian dgn barang murahnya perlu di lestarikan lagi agar makin rame.",2022-10-14
Deny Maulana Malik,Tempat nyari barang loakan terbaik! Murah² cuk,2019-10-14
eatu pang,"Pasar yang diresmikan 2007 silam, dari yang sebelumnya sebagai pasar hewan berubah sebagai pasar barang klithikan/bekasan. …",2018-10-14
