Nama,Ulasan,Tanggal
Dominikus Diliyanto,"Setelah menikmati Kampung Wisata Taman Sari, selanjutnya saya melewati Pasar Ngasem yang mana rute keluar dari Kampung Wisata Taman Sari langsung melewati Pasar Ngasem. Kebetulan pasar sudah tutup jadi saya hanya melihat yang masih ada saja, dari tempat ini saya melanjutkan untuk ke tempat tujuan lainnya 🙏🙏 …",2024-03-14
Rahmah Fitri,Rame bangettt dan banyak banget pilihan makanan dan jajanan.. 🥰 …,2024-10-07
Wulansari Handayani,buka pagi..pedagangnyaa lumayan banyak...jualannya enak enak..banyak jajan jugaaaa..ada buah jugaa..sayur..bumbu..sembako..gulaaa..ikann....hargaaa lumayan sihh..... …,2023-10-14
Ester Wijayanti,"Meskipun di pasar tradisional, tapi rasanya ngangenin. Masakan rumahan komplit, apem yg legit dan tentu saja minuman rempah yg sehat dan menyegarkan. Pokoknya klo di jogja wajib cobain sarapan murah meriah di pasar ngasem. Bisa juga menyusurimperkampungan bekang pasar yg tembus ke Tamansari...",2023-10-14
Ika Hentihu,"Konsepnya restaurant di lokasi pasar tradisional. Makanannya lengkap, kuliner Jawa Jogjakarta. Datanglah pagi2 yang semuanya masih tersedia lengkap.",2024-08-14
Wulan Septiano Sugianto,"Lokasi strategis, banyak jenis jualan di dalem pasar mulai dari makanan ringan, berat dan juga oleh oleh khas jogja.
Bagi yang mampir ke pusat kota jogja wajib mampir
Harganya variatif dan lebih murah",2024-10-07
Theresia Barbara,Dulu sih pasar burung. Sekarang jadi tempat makan. Murmer pokoknya. Harga cocoklah ya di kantong,2024-08-14
Dian Indriany,"Pasar yg ngangenin, Yogya banget. Banyak makanan tradisional yg enak, murah dan ngangenin.
Ada makanan kecil, sarapan,  wedangan. Yogya istimewa banget!! …",2024-04-14
Luqmant0 Prastyo,"Pasar ngasem berada di tengah kota jogjakarta. Banyak variasi makanan yang bisa kalian nikmati. Ramesan bu sirep menjadi favorit saya ketika ke pasar ngasem. Sistemnya prasmanan dan ada banyak varian lauk dan sayuran yang bisa dinikmati, wedang serehnya wajib dicoba. Soal harga masih ramah di kantong, inget ini jogja. Wkwk",2023-10-14
Cheng ho,Tetap traditional...    yg mau cari sarapan... bisa otw kesini,2024-07-14
Risa Yuliastanti,Surganya kuliner yg bikin lapar mata dan semuanya enak² 🥰🥰selalu kangen ke pasar ini …,2024-05-14
Niikakichi -,Jajanan pasar sampai kulineran makanan. Enak enak deh jajanannya,2024-05-14
Marcos,Jam 10 warung bu Sirep sudah ga jualan.  habis paling cepat. Tarif Parkir mobil 10 ribu,2024-07-14
isnaini Nisa,"Wisata kuliner dengan harga cukup terjangkau. Untuk gorengan mulai 2000per pcs nya, wedang uwuh muai 8ribu juga ada jenis2 wedang2 ( minuman) lainnya. Tidak perlu kuatir di tuthuk harga. Hanya bayar parkir 3ribu saat keluar pasar.",2024-03-14
Kelik Praptadi,"Lokasi nyaman hanya saja mengenai kebersihan masih kurang ya, padahal tempat sampah sdh d sediakan banyak, parkir jg nyaman, harga terjangkau, menu banyak khas jogja dan jawa tengah, ayo temen2 yg mau dolan ke jogja mampir bantu2 umkm lokal dan keramahan suasana Jogja",2024-06-14
M. Choirul Masrukhan,"Jajanan tradisional dan menu sarapannya bermacam-macam. Tempat makan luas. Sayangnya, susah nyari tempat sampah.",2024-06-14
Soleh Satriawan,Ke pasar ngasem cuman pengen beli bakpian & wingko pasar ngasem + apem beras nya rekomend banget rasanya enak,2024-08-14
diffy fitriand,"Pasar tradisional yang sudah tertata, banyak makanan dan jajanan dan ada area  duduk2 an seperti taman, bisa jadi area piknik bersama keluarga.",2024-05-14
isnu huzail,"Went on Saturday, not to congested.
Just visit the most viral place there Apam Beras Bu Wanti.
Worth the taste. …",2024-03-14
Dian Eka Nurjanah,Parkir motor cukup luas. Banyak makanan tradisional. Harga murah2..,2024-07-14
RADS Channel,"Hari minggu rame banget, kalau bisa pas ada pesenan itu buatnya sudah dirumah bukan dipasar baru dibuatkan soalnya antrinya terlalu lama..",2024-10-07
8055 Rio Sugiarto,"tempatnya nyaman aman, penjualnya ramah.. belanja sayuran ada bisa ditawar.. wisata kuliner banyak pilihan 🙏🙏☺️ …",2024-10-09
Nina Antasari,"banyak prasmanan...sayang lokasi dalamnya byk sampah,,,lagi maem pas Deket aroma2 sampah,,, ga banget,,ketambah gazebo buat santai, dipakai parkir penjual...🥲 …",2024-05-14
Anisa Prastiari,"Pasar ngasem setelah direnovasi menjadi pasar yg bersih dan skrg ada panggung di tengah biasanya utk event. Selain menjual sayur, sembako, daging, ikan, di pasar ngasem jg ba dijumpai makanan berat dan jajanan pasar yg lengkap. Ada beberapa kios baju jg di bagian depan.",2024-01-14
Bagus Lukmanhadi,Tempat nya kuliner tradisional. Jajanan jajanan masa kecil dan tempo dulu khas jogja ada di sekitaran pasar. Mulai dari jajanan sampai nasi rames dan soto tersedia di sini. Suasana nya yang khas pasar tradisional membuat tempat ini menarik …,2023-10-14
Vee Da,Datang ke pasar ini saat long weekend. Jadi sudah terbayang betapa crowded nya. Sempat menikmati sarapan di warung Bu Sirep meskipun dengan berdesakan di antrian yang cukup paaaanjaaaaang. Tapi belum sempat merasakan apem berasnya bu Wanti …,2024-09-23
Gatot Muhni,"Pasar traditional jual mkanan jaman dulu, masakan matengnya murah2, yg khas ada yg jual kue soes dkat pintu masuk,itu yg pling enak mnurut saya ...ada yg jual pastel the best diluar pasar 50 m..ke kanan..",2024-09-14
Kristhalia Widjajanto,"Kalau mau kuliner murah dan enak, datang aja ke pasar ngasem. Ada banyak warung makan dengan menu khas jogja yang beragam. Di pasar ini juga ada bakpia yang dibikin dadakan. Rasanya ga kalah sama yang bermerk.",2024-09-14
Ria Putri,"Sarapan ngasem bubur+sayur bobor+tempe garit,endog,minum nya rempah aku makan nya yang pojok namanya mbak fitri pake kaca mata, ada jajannya juga apem sama gandos",2023-11-14
Ashri N. Izza Hanum (Hanum),"Ternyata di Pasar Ngasem banyak kuliner menarik di pagi hari. Harga terjangkau mulai dari camilan hingga makan berat. Ada cara bikang, apem beras, bir Jawa, bubur dengan aneka sayur yang cuma 10K seporsi 🤩 …",2023-10-14
Bimo Prasetyo Hadi,Tempat paling enak buat sarapan karena disini banyak aneka jajanan tradisional sampai masakan khas Yogyakarta. Sebuah salah satu rekomendasi pasar selain pasar yang lain ketika berwisata di Yogyakarta,2024-01-14
Ingrid Padmasari,"Pasar tradisional yang menjadi salah satu surga kuliner di Yogyakarta. Lokasinya strategis, dekat Alun-alun Utara dan Selatan, serta dibelakang Pasar Ngasem terdapat Tempat Wisata Sejarah ""Tamansari"". …",2023-10-14
Edi Riyanto,"sebaiknya kalo beli tanya harga dulu, pedagang ramah, bisa langsung masuk sekalian ke tamansari",2024-07-14
Sutrisno Tri,Kulinernya Alhamdulillah enak2 & harga terjangkau bikin kangen balik lg,2024-09-14
bang icaL,"Nah ini salah satu spot wisata kuliner jogja, aneka macam jajanan sampai makan berat. ( @2k-3.5k )
yg primadona ada aneka jajanan bakpia, wingko, apem, carabikang itu semua fresh …",2024-07-14
Raindra Simanjuntak,"Seru, rame, banyak makan tradisional enak-enak",2024-09-14
Amie Amidala,"Pasar tradisional di pusat kota, masih satu area dengan Keraton, pasarnya bersih, sayur segar, pisang, aneka jajan lengkap. Pas kesini pgen nyobain jamu dan apem beras tapi pas tutup. …",2023-10-14
Rasyid Gunners,"So far so good,
Kurang di kebersihan saja yang lain oke",2024-10-07
beta astarini,"Kalau pagi jadi pasar yg jual bermacam-macam dagangan, kalau malam pasar tutup & ada panggung yang serinv dipakai acara-acara seni.",2024-09-14
Beauty Backpacker,"Pasar Ngasem banyak makanan tradisional dan karena sekarang sedang viral maka harus sabar mengantre. Ada banyak tempat favorit seperti nasi dan lauk pauk rumahan (ada bubur juga), beraneka wedang (minuman panas) yang berkhasiat, ada bermacam2 snack yang butuh kesabaran mengantri seperti apem,carabikang, martqbak manis mini,dll",2024-07-14
Santi Sarah,Pasar wisata kuliner khas Jogja...jajan pasar yang serba ada...seru...murah dan khas,2024-06-14
rbs snntb,"Sekarang tiap ke jogja mesti menyempatkan ke pasar ngasem.. Nyari jajanan, atau sarapan di bu Sirep atau yu ngademi, apa nyari carabikang.. Pulangnya beli pisang mas sama cakwe di depan pasar..semoga besok2 bisa mampir sini lagi..",2024-08-14
Reina Fitriyanti,Cari sarapan lokal murah meriah dan enak. Pasarnya juga cukup bersih dan ada tempat makan lesehan dan duduk,2024-01-14
Febry Ramadhianty,"Pilihan makanan sama cemilannya banyak,harganya murah² pula dan enakk",2024-05-14
Mamah Eki,"Pengen balik lagi....😘
Makanan di sana cocok dengan lidah saya harga nya ramah di kantong terjangkau.
Pokok nya yg lagi wisata ke Jogja jangan lupa mampir sarapan di pasar Ngasem di jamin gak bakalan nyesel dan pengen balik 👍♥️😋 …",2024-06-14
chiara greco,Kami mungkin tiba di waktu yang salah tetapi hampir semuanya tutup dan sangat kotor. Ada banyak pasar yang lebih bagus dan bersih di seluruh Indonesia. Meski tentu asli.,2024-09-23
Letizia 08,"Ini adalah pasar semi tertutup yang berada di dekat kawasan keraton Yogyakarta. Saya menganggapnya luar biasa, sering dikunjungi oleh penduduk setempat tetapi sangat menarik bagi turis. Keluarga membeli sarapan atau makanan ringan dan mulai …",2024-09-16
Jia,"Satu sisi toko pakaian pagi menjual mie penthil dan gudangan, sisi lain menjual jenang jenangan, sisi lain menjual capcay mihun dan jajanan pasar. Pasarnya bersih, dekat alun-alun, jadi mudah kalau mau mampir.",2024-05-14
유미경,"Saya berkunjung sekitar jam 11 pagi dan meskipun pasar sudah beroperasi, namun tidak banyak pelanggan. Tidak banyak yang bisa dilihat, jadi menurut saya tidak perlu untuk dikunjungi.",2024-08-14
nfs arie,Tempat yang bagus untuk mencari sarapan.,2024-09-14
Esti Karuniawati,Sarapan berupa nasi campur dengan pilihan sayuran dan lauk pauk yang menggugah selera serta dimasak dengan cita rasa masakan asli Jawa daan nyamleng,2024-03-14
jessy anandia,Minggu pagi untuk sarapan ramai sekali namun sejuk dan nyaman,2024-07-14
lawni tenisa,Pengalaman makan di pasar ikonik 🥰 akan kembali lagi untuk mengeksplorasi makanan lainnya …,2024-08-14
Trie Wahono,pasar cocok untuk cari jajanan atau sarapan pagi..tersedia berbagai makanan khas harga terjangkau & rasanya enak..👍 …,2024-01-14
Laura Cobertera,Pasar di dalam kompleks Istana Air,2024-09-14
Aridya Pryahita Yanuandari,"Paling suka minum wedang Sendang cantiknya Bu Marsuwe.. mantap❤️👍, pasarnya kekurangan banyak tong sampah …",2023-10-14
Andi Yohanes,"Kalau hari libur, ribet",2024-09-30
Amru Maqdum,Bagi mereka yang mencari sarapan dan masakan rumah,2024-02-14
Erica Scheepers,Mengunjungi bengkel tempat pembuatan boneka Wayang. Kemudian ke bengkel Batik.,2023-10-14
yudiana widiastuti,Aku seorang gadis kecil di pasar. Rumahku berada di belakang pasar.,2024-09-16
robiy haristianata,"banyak jajanan pasar, kalo weekend macett",2024-09-23
made darmadi yoga,Murahhhhh.. enakkkk... nyamaann... penjualnya ramahh...,2024-09-14
Tongseng Tokek,"Makanannya enak banget, harganya juga murah banget, tapi harus siap antri",2024-01-14
Widi Winarni,"Masakan Oma Surip yang asam bikin kangen Corobingkang mb Kristi, enak...",2024-02-14
Maria Sri Wulandari,"Nyaman untuk belanja dan jalan-jalan cari kuliner disana mulai dari jajanan, brongkos, dll.. ada halaman untuk duduk-duduk dan jalan-jalan ke Tamansari lgs..🙏🙏 …",2021-10-14
Chrisna Maruto,"Masakannya sangat menarik, makanan tradisionalnya enak dan segar",2023-10-14
Aminah Ami,Pasarnya bersih..buka jam 7 pagi..makanannya murah..satu2 pasar di benteng Keraton NGAYOGYOKARTO HADININGRAT.. SILAHKAN KUNJUNGI PASAR NGASEM..,2022-10-14
Arthur Mandeno,Nyaman dan sejuk,2023-11-14
vannie,"Ada banyak jajanan dan minuman tradisional, dan teh jahe juga merupakan minuman yang sangat menyehatkan.",2024-01-14
Pinta Anandayu,"Coro betina, wedang serai dan jadah untuk sarapan. Lengkap, murah dan ceria",2023-10-14
ikhsan alfani,Kalau minggunya ramai,2024-07-14
bam bamsug,"Menyenangkan, menarik, & klasik.",2024-07-14
Tri Kristiyani,"Pasar tradisional NGASEM

Pasar Kenangan Tempo Dulu Saat Saya Masih Jomblo, Saya Suka Menemani Ibu Saya …",2018-10-14
anastasia hesti,"kue bulan mini..
Pasar Ngasem kalau pagi.. banyak sekali yang jualan makanan di pasar.. lauk pauk.. murah meriah.. enak.. disini o.. penuh teriakan!",2020-10-14
Bambang Setiawan,banyak masakan tradisional jawa & enak,2024-04-14
Tri Nurjayanti,Buburnya nyuuss,2021-10-14
Show Seki,Itu juga menjadi panggung utama Festival Gamelan Yogyakarta.,2019-10-14
Dendy B. Sulistyo,"bahasa:

makanan dan sarapan di sini, surga …",2022-10-14
Ubay aja lah,Sangat tegas,2024-09-14
taman sari,asyiknya pagi hari nongkrong sambil sarapan dengan krecek atau sayur bobor kelor..,2022-10-14
naniksetya@gmail.com @gmail,Lengkap dan murah.. tinggal pilih disini. Satu pesan saya: jangan pergi ke sana! Saru itu seperti orang kurus haaaaa...,2019-10-14
agung widodo,"langanan yu ngademi suka dengan bubur sayur krecek, bobor kelor, jahe serai segar",2022-10-14
Diah Cahyani,Kalau anda mencari kuliner tradisional jawa di pagi hari.. silakan temukan disana dengan harga terjangkau.. jenang gempol.. gethuk.. buntil.. sate jamur.. nasi apem.. jadah tempe.. srabi kocor.. onde2. . dan masih banyak lagi..,2019-10-14
JINI,Pasar terlalu tradisional ㅜ,2024-09-14
Danang Apriadi,Napak eks Pasar Ngasem dengan polisi Texas Jogja,2021-10-14
Stefan E,Lokasi makanan jalanan yang bagus. Juga buah-buahan dan sayuran yang sangat lezat.,2023-10-14
Dona Hazyanti,"Kalau mau minum wedang2an, kesini aja",2024-02-14
gusti hammam achsan,Ini mengukur...,2024-06-14
Puguh Sulistyo,Jajak pendapat Ramee,2024-09-30
Djoko Soeroso,"Nikmati makanan khas Jogja, sayur brongkos, nyamaleng 👍 …",2023-10-14
euis nurfaidah,Murah2,2024-09-30
Iyenk Lang,"Pasar Ngasem yang dulunya berdiri pada tahun 90an ini merupakan pasar burung bekanzal. Semenjak pasar burung dan satwa berpindah ke Pasti dongkelan, pasar Ngasem selain digunakan sebagai pasar makanan juga digunakan untuk acara kebudayaan dan kebudayaan.",2018-10-14
Wahyu Wied,Cocok untuk membuat teh dan menyantap kue apem sambil nongkrong di pagi hari,2017-10-14
Bunda Liza,Permata tersembunyi dari masakan psr sungguh menakjubkan,2023-10-14
Anang Hardoso,"Lengkap, akurat & ngekakke duit sakkentekke haaahaa",2023-10-14
Edy Budiarto,"Bu Sayur buat masakan khas kelor, brongkos...silahkan diorder",2022-10-14
Satria agung,Joss,2024-06-14
Wind Numb,"Tenang, tidak seramai dulu saat masih menjadi pasar hewan",2021-10-14
Rranasr Suryadharma,"Enak Bu SITI, enak",2020-10-14
Heri Yadi,nik3,2024-06-14
Wiweko Bayu Nurprabowo,Berhenti di sini untuk sarapan nasi brongkos.,2022-10-14
Caecilia Wijayanti,Kalau kesini berasa pulang kampung.. banyak kenangan masa kecil disini 👌 …,2019-10-14
noor siti,Pasar tradisional..lama lama juga nyaman..😁 …,2018-10-14
Novita Ayu,"Angin sepoy sepoy, tempat bersejarah",2017-10-14
Antonius Priyono,"Masakan tradisional.
Brongkos sayur, lodeh mbayung dll.",2018-10-14
Rizki Putri Damayanti,Makanan ringan dan makanan murah,2023-10-14
bramanta bagas,Pepak gaesss,2024-09-14
Manon Sejati,"Jangan main-main dengan janggutmu Siiip,... Mampirlah ke tempat tujuanmu Wuuuiich,... Mantap,...",2019-10-14
Hari Adi,Makanan restorannya enak,2018-10-14
Bimo Suryojati,Penuh semangat,2023-10-14
Yuda Irawan,Ada area terbuka yang bagus untuk duduk,2020-10-14
Adrian De Los Santos,"Pasar bersih dengan beragam sayuran.
Orang-orang yang sangat ramah.",2017-10-14
Junianto Fajar S,Oleh oleh..,2024-07-14
Robertus Yuliadi,Tempat untuk mengingat masa-masa indah,2018-10-14
胡志鋒,Pasar yang bagus. Jajanannya juga banyak.,2017-10-14
Nardi Yono,Proses memanggang,2022-10-14
Tegar Gupeta Ariaji,Penuh kenangan masa kecil,2024-01-14
Oliver “Bang Klang” Hoffmann,Malam yang indah dalam suasana yang menyenangkan,2023-10-14
Ari Faizal Rachman,Masaknya enak dan murah,2023-10-14
Abiem Pangaribowo,Ada yg jual khusus ikan egag ya lurr?,2016-10-14
Surya Hani,Sayuran favorit,2019-10-14
Fauzan subkhi,"Mau ke pasar ngasem, mau beli jenang gempol..",2022-10-14
Bondhan,Dekat dengan taman sari. Pulau cambuk dan bergulir dengan baik,2018-10-14
Gus Indar,buburnya lumayan enak tapi agak mehong,2021-10-14
Agus Wibowo,Toko nasi makanan pedesaan terbaik,2017-10-14
Elyandra Widharta,"Pasar makanan penuh, murah, dan lezat",2021-10-14
maruf jogja,Pasar rakyat yang membanggakan,2023-11-14
Wiro Noto,Pasar Ngasem,2024-06-14
mbah Tjokro,Tempat piknik dengan sekeranjang roti,2019-10-14
Ella Randazzo,Kami kecewa karena di sore hari tidak banyak yang tersisa...,2018-10-14
Aditya Muhamad,Sop ayam kampung sebelah pasar Ngasem yahud,2019-10-14
Ratna Rubiana,Kue soto bubur kelor 👍🏽👍🏽👍🏽 …,2021-10-14
Supia ningsih Juita Sari,Bersih tapi sering memenuhi jalan,2021-10-14
Azmil Amri,Uenaak,2024-03-14
Dwi Suharto,Masakan tradisional - muràh-meryàh-macnews..,2022-10-14
payjoe wawawa,pesan pasar kuliner setiap pagi,2019-10-14
chalova miracle,"Pasar tradisionalnya, nasi liwetnya enak.",2020-10-14
Z. Ryusikin,Aku sudah lama tidak pulang ke rumah,2017-10-14
gasing maryadi,Jika,2024-02-14
Yoii Daned,Jan joss banget,2022-10-14
nandar prasetya,Menyergap,2023-12-14
Teti Rohmaningsih,2 baru.,2023-10-14
kholida farhania,Sampai,2022-10-14
Eyu Ajee,Bagus dan ramai,2019-10-14
Eri bian,Tokonya pasti sirup 👍👍 …,2023-10-14
Alva Move,sangat sibuk di pagi hari,2018-10-14
Pierre-Alexandre Dupont,Pasar yang bagus dan bagus. Banyak orang,2019-10-14
Djoko Santoso,Pasar tradisional yang berada di tengah kompleks Keraton Ngayogyakarto,2021-10-14
R nanang purwanta,Joss,2023-10-14
Natasha Hirany,Saya suka ramuannya,2020-10-14
adya putra,Syahdu Lur...Ra Percoyo berburu sendirian,2021-10-14
Kang Sobo,Tempat sarapan Santuy,2020-10-14
Abdul Viharzul,Banyak orang,2023-10-14
Aga Wiweka,Nasi brongkosnya enak,2018-10-14
adib denis,Jika..,2021-10-14
Muhammad Aryo Parikesit,Sedang tidur..,2020-10-14
aris dwi guna,kurang bersih,2018-10-14
Sasongko Adi,Sangat bising,2020-10-14
Adu Jersey Sporwear,Mntab,2022-10-14
Herry Kenthil news,Klasik,2022-10-14
Agung Wicax,Sarapan bersama keluarga,2018-10-14
titin nursikin,Buburnya enak 👍 …,2020-10-14
Isabelle Sachwald,Indah dan damai,2019-10-14
ilham nurw,bbb,2021-10-14
Aji Riyanto Putro,Jika,2020-10-14
Samsuselo Berkat Jaya,Ngasem Plasa....Pengamplasan.,2020-10-14
KAOS JOGJA,sial,2018-10-14
zulkifli rizky hutomo,Blonjoo,2018-10-14
Sulistyowatii2,Bagus,2019-10-14
Julian Putra 46,Tembaga,2017-10-14
Jamal Enterprise,Masooook,2020-10-14
chrysna nugraha,Josss poooooool,2018-10-14
gus ucup juoss,Masa lalu tradisional,2019-10-14
Anisa Margi,Fkykota 29,2017-10-14
Rudi Abat,Lengendaris,2022-10-14
Christian Sura,Tempat yang bagus,2019-10-14
yanto bawor,Plazanya masam,2019-10-14
Fikri Al mauludi,Bismillahirrahmanirrahiim,2020-10-14
Anak Ganteng,"1. Tempat sampah tidak ada sama sekali, padahal mayoritas penjual makanan dan minuman, sampah di mana-mana sementara mental/disiplin kebersihan pengunjung NOL
2. Tukang parkir kerjanya hanya menarik uang tanpa menata motor yang parkir, tolong pengelola pasar di perbaiki cara kerja & tanggung jawab tukang parkir !",2024-06-14
Devina Apriliana,Udah lapor kepala desa bahwa ada warganya melarikan suami orang jawa malah kepala desanya hanya cengengesan ...karma iti ada pak .anak cucumu akan mengalami apa yg alu alami,2024-08-14
Georgy Herlambang,Parkir nya terbatas ...dan semrawut ...penuh sesak jd tidak nyaman,2024-09-23
Mbah Suro,"Cukup menarik buat di kunjungi terutama pecinta kuliner tradisional. Yg sudah jamak  soto . Minuman ginastel macam ""gorengan / sayuran dll apalagi waktu pagi hari asyiik pokoknya",2024-01-14
Luke Octavius Tandyari,Ngga akan kesini lagi. Maksa tukang ngamen nya walau pakai senyum. Mana banyak pula bergerombol. Macam preman cui. 🙏🏻 kenyataan ya ini. No offense. Oh iya soal parkir juga. Parkir di area dalam. Susah keluar. Ga ada kang parkir nya. Cuma nerima duit aja di gerbang. Mending ke pasar Bringharjo lebih ramah. …,2023-12-14
Saryanto,"Melihat keindahan cagar budaya Tamansari menyenangkan, selain untuk wisata kita juga dapat pembelajaran sejarah .",2023-10-14
Richard Parker,"Closed.

Apparently open 06:00 to 13:00 NOT 16:00. I've tried to correct the hours.",2024-02-14
Kakang Daldiri,Pasar ngasem pasar tradisional byk mengandung budaya leluhur perlu di lestarikan aplg makanan jaman dulu msh ada.,2021-10-14
Sarno Widodo,"Gazebo jangan dipake parkir.....rusak
Jaga kebersihan....sdh ada bak tp pada mbuang sampah semaunya",2019-10-14
kos milenial,Jajan pasar nya banyak yg zonk padahal mahal,2023-11-14
Titik Suryaningtyas,"Dimasa sekarang masa pandemi covid 19, ditambah adanya program ppkm dari transaksi jual beli di psr Ngasem sepi …",2021-10-14
Annosmile Al,"Kangen Pasar Ngasem yg dulu. Isinya komplit dari pasar pedagang sayuran, jajan pasar, hingga aneka hewan seperti burung dan ikan.",2020-10-14
Asep Wachyudin,"Tempatnya bersih, sayangnya masih banyak p3gamen......",2023-12-14
Tomi Fadev,"Sore hari di pasar ngasem masih banyak pengunjung dan pedagang..dari aneka satwa..ayam,burung ataupun ikan.banyak dijual disana...",2019-10-14
Ariz Setiawan,Tempatnya kurang bersih,2024-07-14
yashinta islaryanti,belanja sayur dan buah disini hati2 harga muahal sekali dan gak sesuai timbangan,2019-10-14
Suroso Harnani,Pasar Ngasem sangat pas buat  belanja & wisata kuliner di+ wosata tamansari,2022-10-14
Andhi Sukuri,Tukang parkirmu guoblokkkkk rareti trima kasih.,2023-10-14
Putri Jawi,Tahu kupat Solo ...di psr Ngasem jogjakarta,2018-10-14
Suseno Haen,"Plasa pasar ngasem yogja tempat bagus, bersih",2022-10-14
Aryanti Ekaningsih,Mau cari keperluan beternak burung silakan datang kesini,2019-10-14
mohamad apriyanto,Perlu ditata lagi petugas Parkir di pasar ngasem,2022-10-14
Ery Setiawan,Hmm.. saya mengira ini tempat burung.. ternyata bukan.,2018-10-14
kamal rifqi 513,Agak mahal harganya,2023-10-14
Bengadeg Bengadeg,Pasar ngasem lbh bagus utk pasar burung kembali,2020-10-14
agus Subagyo,Tempat itu sekarang utk agenda seni dan pasar seni,2020-10-14
Rosita Amalia,Nyaman serba ada,2021-10-14
Prapto Raharjo,Baik,2023-10-14
Haryo Pamungkas,Pasar ngasem ..pasar wisata..bagus,2021-10-14
Anggit Gondrong,Bagus,2019-10-14
Siwi Cinta,Panas,2018-10-14
bung endyn,suasana gang,2023-10-14
mei wandari,"Kenapa penempatan tata ruang kurang pas, joglo untuk makan lesehan berdekatab dengan toilet dan grobag sampah penuh muatab, sehingga menimbulkan aroma kurang sedap, maaf",2024-05-14
Putty Chusnaini,"Tukang parkirnya cuek, tmpat rame tp engga diarahin parkir kemana yg selo. Motor engga bantu dikeluarin. Sampe depan ditodong bayar. Mlh ibunya marah2. Tmpt nyaman, jajanan banyak",2024-03-14
Mike P,The fruit sellers charge two prices. Foreigners if you dont mind then no issue. I found in season 5-10k per kg higher. Out of season fruit as high as 20k higher per kg. I had fun withvthe other vendors but since i came for fruit i give it low rating.,2023-10-14
H. Panut Raharjo,"Tempat parkir nyaman, petugasnya supel n bapak, sumeh,. Masuk pasar nyaman. Diluar pasar selatan gedung banyak kotoran ayam jadi kurang nyaman.",2023-10-14
SIMPLETRIP,"Tidak sesuai ekspektasi. Ada informasi bahwa disini tempatnya orang berjualan burung, barang kebutuhan lain termasuk batik dan proses membatik. Tapi saat Selasa (wage) sekitar jam 11-an kesini kondisi sepi, cuma penjual kuliner dan sembako. …",2021-10-14
Desta Satya,"Pilihan ""jenis"" makanannya aga terbatas. Kebersihannya jg aga kurang",2024-01-14
Gandhi Suryanata,Pulang abis sarapan di sini ~ diare,2024-07-14
Herry Kristianto,"Bekas pasar burung yang dialih fungsi menjadi warung makan menu khas Jawa, aneka jajanan pukis, gethuk, ketan bubuk/juruh diarea belakang sebagai arena pameran produk lokal dengan latar belakang objek wisata Taman Sari.",2018-10-14
Joffa Maulana,Masih ada sampah berserakan,2024-08-14
Candra Puspitasari,"Lbh tertata rapi, terkadang ada beberapa event rutin spt fky stp tahunya",2018-10-14
Dwi Riyadi (Ading),Pasar satwa dan tanaman hias di Yogya  cukup lengkap dan sekalian rekreasi Kel.,2021-10-14
Slamet Sihono,Kumuh... Semrawut.,2024-06-14
Melva Christina,"🤔biasa aja...gak ada yg ditonjolkan dr pasar ini,sama sprti pasar pada umumnya …",2017-10-14
Budy Wuysang,A very quiet place which only busy if there is an ongoing event. Perhaps it is a market for the locals in the morning.,2017-10-14
boutd. hanaa,Bersih. Dan tertata rapi. Musim Pandemi pembeli berkurang,2020-10-14
Nurholis Majid,Uenak,2024-06-14
denny rakhmad widi ashari,"ini sebenarnya legend tapi sayang, kurang terawat dengan baik, sebaiknya diberdayakan atau di privatisasi",2017-10-14
Yanuar Pudya Madindra,Tempat Parkir dan Lingkungannya tidak bersih dan kumuh,2022-10-14
Uti Fira,Bagus dan bersih,2023-10-14
Didik Endriyanto,Tempatnya bersih,2022-10-14
Ari Primantoro,Kurang bersih...,2023-10-14
Khalid Nurdien,Kurang bersih dan kurang terawat,2021-10-14
riswan hidayat,Nonton pameran ikan,2019-10-14
Asni Setyowati,cemeti batik komplek tamansari,2019-10-14
elly ros,Kasian para pedaganng...sepi...,2021-10-14
Fiqhi Hidayat,Kurang fasilitas,2023-10-14
Artha Ringga,Baik tertata teratur..,2022-10-14
Satyarini Satyarini,Kurang menarik tempatnya.,2017-10-14
Ari Primantoro,Kurang bersih,2022-10-14
Lydia Veronica,Sepi dan kurang komplit,2017-10-14
Sgung Rintoko,Kurang bersih,2021-10-14
suryo alam,"Crowded
Bau",2023-10-14
YANTO HARTONO,jasermon,2022-10-14
Ari Priyono,Pasar dg suasana tradisional...,2020-10-14
Yusuf Kurnianto,Tempatnya tidak tertata,2017-10-14
Tanto xelix,Kotor,2021-10-14
Damas Silver,Hmm,2018-10-14
Abdul Rafik,Murah,2020-10-14
FX. Wijanarko Dwi Nugroho,Kurang tertata,2019-10-14
Adjie Dewa,Pasar tradisional,2020-10-14
RA HM,Tuhan,2019-10-14
Ika indah Pertiwi,REVIEW JUJUR : gag ada yg spesial sama rasa bikangnya. Hrga 2k/pcs. Buka dr jam 6 - habis. Kmrin datang jam 9 udh last order krna habis. Rasanya sperti bikang pd umumnya. Ada hrg ada rasa. Jadi viral krn apa? mgkin krna bnyak foodvloger yg …,2024-02-14
Ope Yosep Hidayat,Pasar Tradisional utk Makanan khas Jogya dg harga relatif murah,2024-09-23
Agus Salado,"Sarapan pagi disini , menu makan dan jajanan enak tapi banyak pengamennya.",2024-08-14
