Nama,Ulasan,Tanggal
Rizanet M.,"Pasar baru Sentul tempat jadi bersih dan tertata rapi, pedagang ramah dan harga terjangkau, ada foodcourt dilantai paling atas.
Parkiran luas dan dijaga baik. Pertahankan selalu kebersihan, keamanan dan keramahan pedagang.",2024-08-14
Sapto Budi Nugroho,"Bangunan bagus,  Harus dirawat dengan baik. Suasana pasar di dalam juga sebaiknya dijaga kebersihannya (tidak bau, tidak becek) meski pasar tradisional. Fasilitas keselamatan juga baik. Parkir motor sebaiknya jangan menghalangi akses ke …",2024-05-14
oktavia oktavia,"Pasarnya setelah renovasi jadi nyaman. Pedagang diatur dengan rapi. Naik turun lantai pake lift. Pengen kulineran tinggal ke lantai atas, buka sampe malam. Sudah banyak seller yang menerima pembayaran Pake QRIS.",2024-05-14
Smiley Me,"Pasar kecil tapi lengkap. Jajanan tradisional kyk singkong parut, tiwul, gatot (dah mulai susah dijumpai) ada disini dan enak plus murraahhh.  Ada jenang jawa yang enak juga, dijamin bakal kangen kesini. …",2021-10-14
Indri Yaningsih,Bangunannya baru dan berwarna putih...,2024-07-14
Intan Fifiana 2,Belanja pagi disini karena deket kos. Kalau pagi dagangannya sampe ke trotoar SPBU. Jangan kupa jajan jenangannya dalem pasar.,2022-10-14
Nani Adiyanti,"Pasarnya tidak terlalu besar, tapi cukup lengkap. Disini kita bisa mencari kebutuhan rumah tangga dan jajan pasar yg lumayan banyak juga pilihannya... Kal kesini jangan lupa beli tempe bungkus daun yang dijual oleh seorang nenek-nenek yg kiosnya berada di paling belakang pasar ini",2018-10-14
Zahroh Sulistyowati,Beli sayuran dan pangsit goreng yg super enak dan crunchy.... Pasarnya kering dan bersiiih...,2024-08-14
Dewa Candra,Sekarang ada alasan datang je pasar ini karena ada foodcourt di roof top..relokasi dari kuliner pakualaman. Bakso dan somay tetap rekomendasi...rasa dan poari cocok disaat lapar.,2024-06-14
wayan channel power of a woman,"Pasar Sentul 2024 tampil beda LBH keren,bersih ga ada istilah jalanannya tergenang air,barang dagangan bermutu,harga murah,bersih,dah PK eskalator Lo guys ga perlu takut capek naik turun",2024-05-14
Anansa Cipta,"pasar sentul dengan wajah baru sdh resmi dibukaa, yeayyy!!!

keren bgttt. karena baru dibuka jd masih bersih, semoga seterusnya kebersihannya …",2024-03-14
Taufik Nur Fatoni,"Tempat berbelanja keperluan warung dan sehari hari. Tempatnya deket rumah, dan sekarang bangunannya bagus. Di atas ada food court. Parkir luas.",2024-05-14
Paguyuban Ngampet Gendheng,"pasar tradisional yang masih bertahan dan tidak tergerus oleh perkembangan jaman.....wajib kita pertahankan bersama.  Lengkap, bersih dan murah meriah Sob....",2019-10-14
Hery Malmsteen Cah 90an YK,Pasar Tradisional di kota jogja. Mudah aksesnya. Tempat tidak besar. Mulai buka dari jam sebelum subuh,2020-10-14
Galih Gede Kabumianan,"Bangunan baru, lebih bersih, sayang pedagang lama belum banyak yg jualan",2024-06-14
vidi nurfri,"Cuma beli gudeg bu dar yg maknyuss di depan psr, di trotaor",2024-09-14
Untung Sahpono,"Lebih bersih dan terlihat lebih modern, pembagian lapak jualan dan kuliner tertata rapih",2024-07-14
Agus Santoso,"Pasar Sentul dengan wajah baru , fasilitas yg lebih memadai.semoga dilancarkan semuanya.",2023-12-14
Dona Rismana,"Pintu masuk utama pasar sentul Disambut lapak snack jajan pasar ibu Surip, yang sudah puluhan tahun berjualan generasi orang tuanya. Aneka olahan dengan olahan tepung Boladeli semakin nikmat di santap.",2022-10-14
Ida Yunaida,"Banyak kuliner di lt 3
Jajanan pasar banyak di lt 1
Sayuran, ikan, sembako",2024-05-14
Veni Hastari,Pasar lengkap banget ada yang jual tahu yang terkenal.... kalau pagi ruame rek...parkir Rp 2000,2019-10-14
Dicky Ardiansyah,"Bersih rapi, makanan di rooftop  enak",2024-08-14
Hadi Esthree,"Wajah baru pasar Sentul Yogyakarta, lebih bersih lebih modern.",2024-04-14
Widi Krapyak,Siip 👍 …,2024-09-23
dian windhu febriarini,"Pasar rakyat yang lengkap, bersih dan murah2 banget
Ada berbagai sayuran, daging, ikan, ayam, kue, jajanan pasar, kuliner gudeg, soto, krawu, mie, jenang dll …",2023-10-14
Yunia Kusumawati,Sekarang bersih tertata ada foodcourt enak,2024-05-14
And_rheana Kharina,Ada penyetan enak kalo malam,2023-10-14
sulis tyowati,Masih baru kulinernya belom komplit,2024-07-14
Purwoko Susilo,"Sekarang sudah berubah total !
Jadi lebih bagus, rapi dan asri...
✨👌🏼👍🏼 …",2024-04-14
Tio Munthe,"Pasar ramai pengunjung, saat ini masa renovasi biar lebih Baru, fresh dan nyaman digunakan oleh seluruh lapisan masyarakat kota Yogyakarta",2023-11-14
Ratna Yuwono,"Pasar tradisional seperti kebanyakan pasar tradisional lainnya menjual berbagai kebutuhan rumah tangga dari sayur, buah, daging, ikan, ayam, kue, sembako dll
Saat ini lagi renovasi dan sepertinya jadi 2 lantai...mantap",2023-10-14
Yan Afdi,Gudeg yg beda dri gudeg yg laen..gudeg nya mantap pedes nya jos..bagi yg blum pernah nyoba silahkan nyoba pokok e mak nyus....,2018-10-14
samsara Ibnusiena,"Keren pasarnya,,bisa pakai qris",2024-08-14
Chapy Bentoel,Bersih..lengkap..parkiran luas,2024-07-14
Aam Latifah,"Kalo mau kepasar ini perlu pagi2 jam setengah 6 atau jam 6. Beli sayur mayur area luar gerbang (deket pom bensin) lebih murah, di dalem gerbang juga murah sih, ikan2 bisa beli ecer se butuhnya",2022-10-14
Fitriana Cheha,"Murah, untuk belanja kebutuhan masak sehari2, lumayan komplit, pagi pagi udah pada buka pedagang sayur, pernah tanya katanya dari jam 3 pagi udah pada siap2. disini juga ada soto sapi enak yang kasih toping dagingnya banyaaak bgt. 1 porsi …",2020-10-14
Mariatun Saputra,Pasar tradisional yang sangat ramai..Dan jajanannya banyak banget hehehehe...,2019-10-14
My Blog,"Pasar yang kl pagi sangat ramai banget,
Kebutuhan pokok macam2 ada disini.",2023-12-14
Al Faris Akbar,tempatnya nyaman ada pujaseranya,2024-08-14
Thomas Tjahyadi,"Salah satu pasar di jogja yg buka dini hari, lengkap dgn berbagai jenis sayur mayur fresh tentunya👍👍👍👍 …",2023-10-14
Saida Muthmainnah,Ya pasar tradisional seperti apa ya seperti itu,2023-10-14
ChocLatte Blanc&Bora,"Pasar yang terletak di dekat Pura Pakualaman ini cukup bersih dan ramai pada pagi hari. Pasar ini memiliki banyak barang kebutuhan sehari-hari yang diperjual belikan seperti ikan, ayam, daging, bumbu, sayuran, buah, baju, jajanan pasar, dan …",2019-10-14
Nanang akhmad,Pedagamg nya ramah ramah   dan banyak macam yg bisa dibeli . Mo cari jagung sore hari banyak. Saat ini sedang direnovasi dan di tutup selama kurang lebih 1 tahun. Pasar sementara pindah di kalimambu,2023-10-14
Imma Indra Dewi,Pasar tradisional yang tetap terjaga ketradisionalannya.. Jika memerlukan barang belanjaan yang agak konvensional di sini masih tersedia dengan harga yang terjangkau.. pasarnya juga tidak terlalu kumuh.. Tp kalo ke sini jangan siang- siang ya.. Karena pasar segera tutup sebelum siang...,2022-10-14
Atta Sidharta,Pasar tradisional yg berdekatan dengan kraton pakualaman. Kebutuhan untuk belanja sehari hari ataupun untuk diperdagangkan lagi tersedia disini. Djual juda makanan tradisional khas yogyakarta …,2021-10-14
Robi Barmawanto,"This traditional market was established so long years ago since the beginning of this province established.
I had a lot of memories with this place just because I lived at Taman Siswa …",2023-10-14
Hendro Murti,"Pasar Sentul baru...
Kuliner ada di Rooftop...
Semoga sukses...",2024-04-14
Saktiwi Bw,"Pasar bersejarah bagiku, saat masih sd sering disuruh belanja disini dengan membawa catatan.
Sekarang terlihat lebih rapi tidak becek dan tambah ramai. …",2021-10-14
Retno Vinsi,"Pasar lengkap, ikan ikanan juga lumayan beragam apalagi ibuk-ibuk muda yang selalu ramah. Walaupun kecil tapi cukup banget buat belanja sayuran.
Tukang parkir baik, kalau kesini pagiiii biar masih bisa dapat yang segar-segar.",2020-10-14
Ssisy Alma,"Pasar yg lumayan tdk gede tp nyaman dan lengkap  buat belanja kebutuhan dapur, bisa sekalian sarapan soto sapi & bakso yang enak dengan harga ramah di kantong",2021-10-14
Liq,"Pak buknya ramah-ramah, cuman emang agak sedikit kotor, ya ala ala pasar tradisional macem biasanya, tapi dagangannya bersih-bersih kok, kesini kalo mau beli sayur sama soto pasarnya, beuh (y), kalo pas event malam tahun baru, nyari jagung disini banyak, mbludak~ wes lah jenenge pasar ono kabeh :D",2018-10-14
Ladiesman _712,Bagus setelah renovasi tambah modern,2024-07-14
Efi Anggriani,"Pasar sentul ini meskipun pasar tradisional yg nggak luas banget tp aktifitasnya mlh yg paling pagi di antara pasar tradisional tengah kota.
Mulai jam 5 pagi sudah mulai sibuk. …",2018-10-14
indria,Tujuannya beli soto dan baso di pasar sentul. Kenapa beli disitu krn baso gorengnya guedee bangettttt dan enak. Harga soto13 rb baso 13 rb baso goreng seribu/ pcs . Murah atau mahal itu relatif.,2022-10-14
Elisabeth Ria Setyawati,"Mampir Pasar Sentul setiap antar ibu setelah ambil pensiun buat beli sayur mayur,dan beli es Dawet depan pasar mantabzz👍👍 …",2023-10-14
Sapardi Darmawan,"Pasar tradisional yang menyenangkan.
Banyak makanan khas jogja yang menarik dan ga mahal. Harga wajar, pedagang yang ramah. …",2019-10-14
Umar Ibnu Rochmad,Andyalan pasar pagi,2024-10-08
Eckhart Rakasiwi,Pasar tradisional yg bersih...,2024-05-14
Siti Umiyati,"Orang nya ramah""",2024-09-14
Haviz Akram,pasar tradisional yang selalu ramai,2022-10-14
Annosmile Al,Salah satu pasar tradisional yang masih bertahan di kota Yogyakarta dengan bangunan seadanya. Banyak pedagang dengan harga terjangkau disini daripada pasar-pasar lain. Bagi ibu saya juga termasuk pasar favorit selain pasar Giwangan,2020-10-14
Desi Borneo,"Menurut saya pasar ini sudah lengkap semuanya ada disini, jadi saya tidak perlu jauh2 pergi ke pasar lain jika ingin membeli sayuran dan sembako",2022-10-14
allan maulana,Pasar tradisional yang menyediakan kebutuhan rumah tangga konsumsi sehari-hari. Buka dari jam 03.00 sampai 12.00,2022-10-14
Arif Dharmawan,Belanja pagi hari menyenangkan dan lengkap. Karena pasarnya mudah di temukan . Mau kemana mana dekat. Silahkan mampir untuk belanja di pasar sentul.,2022-10-14
purwani prihatin,Pedagangnya tdk usah menawarkan dagangan dgn harga tinggi jd gk buang wkt belanja dgn tawar menawar .kwalitas daging ikan dan sayurannya frezz,2020-10-14
R K,Demi kincung honje kecombrang rela kesini pagi-pagi. Pasarnya banyak yang dagang sayur emperan. Penyebab utama jalanan setelah Tamsis macet 😑 …,2021-10-14
nita Okti,"Tempat berbelanja ditengah kota ya lumayan komplit,harga untuk kebutuhan rumah tangga sangat terjangkau,penjualnya murah senyum",2022-10-14
Januariansyah Arfaizar,"Pasar Sentul

Pasar yang terletak di tengah Kota Yogyakarta ini merupakan pasar pagi yang …",2018-10-14
Lelly Elia Yustisianto,pasar tradisional. banyaj pedagang sayur. mereka jualan sampai siang hari. dan malam hari tutup. di pasar sentul ini ada yg menjual makanan klo malam hari. semacam lesehan.,2020-10-14
Ketut Puja,Pasarnya berada di dekat puro pakualaman. Dipasar sentul saya bisa mendapatkan daging bebek dengan mudah. Pasarnya  komplit.yg saya suka kamar mandi nya bersih.,2019-10-14
Arum Fitriana,"Pasar yang cukup lumayan bersih, pedagangnya ramah dengan harga yang tidak terlalu mahal. Menjual berbagai macam kebutuhan pokok",2021-10-14
Vio Guzma,"Alhamdulillah tahun 2018 Pasar Sentul berhasil menjadi juara pertama kebersihan pasar tingkat kota yogyakarta.bersaing dengan 30an pasar sekota jogja.doakan semoga kami bisa terus mempertahankan & meningkatkan kebersihan,kenyamanan & …",2018-10-14
teddy Liauw,How beautiful yogya...can you see..i love it,2019-10-14
Tri Widayanti,"Pasar yang benar² komplit,harganya juga terjangkau.
Sayurannya seger²,makannya kebanyakan makanan tradisional.jadi tidak perlu jauh² kalo belanja.cukup dipasar sentul",2020-10-14
Sari Ismaya,"semua kebutuhan pokok tersedia, sayur segar, ikan segar byk pilihan, daging sapi-kambing, ayam..dll..hrg bersahabat..",2021-10-14
Harie Andhika Prabawa,Pasar kebutuhan sehari-hari warga kota Yogyakarta,2024-05-14
ARIE VIRENDRA,harganya murah... variant sayur nya banyak banget... pedagang juga care kl ada pembeli yg kebingungan,2022-10-14
fadila armadita,"Pasar tradisional di Yogyakarta.  Sama seperti pada umumnya pasar ini menyediakan berbagai macam sayuran,  kebutuhan pokok,  jajanan tradisional,  ikan,  daging,  ayam,  dan lain-lain.",2017-10-14
Dionysia Dewi,"Pasar yg sering bgt dikunjungi ibu sejak saya kecil. Lengkap, ramai, pak parkirnya jg gerak cepat klo ada motor dateng",2021-10-14
Elisabeth Retnoveri,Makanannya recomended,2024-08-14
Heru Hariono,"Ps tradisional di pst kota Yogya,dr subuh sdh penuh,menjelang siang sdh sepi,sarapan pagi & cari jajanan pagi ya disini tempatnya.yg ke Yogya jgn lupa mampir ke Ps Sentul ya..",2017-10-14
Muhammad Singgih,"Tempat belanja dengan harga murah dan para pedagangnya yang ramah.
Pasarnya juga bersih,,, aman dan tempat cuci tangannya tersedia banyak...",2023-10-14
Abu Bakar,"Pasarnya dekat pusat kota Jogja yang bukanya setelah subuh, untuk membeli kue, Gudeg dan kebutuhan sehari- hari.",2020-10-14
nur rendra,Pasar yg legendaris di tengah kota tersedia kebutuhan belanja masak harian.,2023-10-14
Axton Khafid,"Mercon tenan d mulut, wajib nyobain bagi yg suka pedes, tapi kalau menurut saya pedesnya kuranh nagih, ya mungkin krn ciri khas jogja manis",2018-10-14
Aditia Putra Kurniawan,Pasar tradinional baru di renovasi jd lebih bersih,2024-01-14
imam saefurrohman,"Pasar Rame jualan aneka ragam sayuran segar dan kebutuhan dapur dll,
Lokasi  Pusat kota, akses mudah dan tawar menawar dengan senang hati,,",2018-10-14
Gunawan budi utomo,Cari Sahur Yang Gudeg Mantap ada di area depan pasar sentuL 😁👍  oiya teman teman yuk follow dulu instagram @pr_matematika_online …,2021-10-14
Chairuddin Uud,Pasar tradisional di tengah kota jogja yg lengkap.. ada tempat penggilingan daging utk pembuatan bakso,2018-10-14
Dahlia Anggraini,Setiap kali ke Jogja pasti kesini buat beli jajanan pasar dan lain lain.. Pokoknya seru deh main ke pasar,2022-10-14
Kakak Hening,"Kalo suka makan ikan..  Udang..  Dll

Disini fresh banget... …",2021-10-14
Gudeg mercon pasar sentul jogja,"Pokok nya khas gudeg yg mantep,, di tambah pedes nya yg bikin kangen pengen makan lagi.. Teh gula batu yg bikin nyoss di saat makan pedes...pokok nya gudeg mercon corrr dorrrr...",2018-10-14
sri sugeng Santoso,Pasar tradisionil yang masih menamping pedagang/bakul sekala kecil dan masih menyediakan jajanan pasar tradisionil dan lengkap.,2020-10-14
Rizwan Agist,Lrngkap murah dan terarur ni pasar,2020-10-14
Novita Kirana,"Pasar tradisional seperti biasa, bnyk jajanan pasar dan kalau malam ada gudeg mercon yg enak bgt",2019-10-14
Putioro Ayulaksmi,Jam 2 malam sudah banyak yg mulai jualan. Sampai keluar pasar di sekitar pom bensin taman siswa.,2018-10-14
Rosma Wati,"Pertama x kesini thn 88 sma Alh eyang, pasarnya jauh lebih ramai dr sekarang,tp lebih bersih& rapi.tiap ke yogya pasti ke pasar sentul,memori tempo dulu",2016-10-14
Opan Cocopandan,"Menyediakan segala macam bahan pangan . Sembako , sayur , buah dan daging komplit",2020-10-14
foxsi ch Reality,Tempatnya luas sayuran buah segar2 daneka jajanan pasar.sayang Ndak sempet ambil fotonya,2021-10-14
Tri Sus,"Pagi pagi habis olga mampir beli jajanan , seneng kalau ke pasar tradisional",2021-10-14
Ndonk Pamungkas,"Pasar pagi yg sangat ramai, parkiran sampai meluap di trotoar jalan",2022-10-14
Irsan Hermawan,Ramai sekali' hendak berkunjung lagi nnti dan untuk kalian yg lewat bs mncobanya berbelanja dsini,2020-10-14
Ninoek D H,Tambah rapi dan bersih dengan adanya tempat pembuangan sampah menjadi lebih nyaman untuk belanja,2019-10-14
Noorisa Anggraenis,walaupun udah pindah ke bantul tetep kesana krn suka sekali gempol dan gudeg bu dar ❤️,2022-10-14
Yenny Dayarani,"Pasar terdekat dengan Rumah Eyang
Jadi setiap hari kita belanja nya kesini
Tinggal jalan kaki🤭 …",2022-10-14
nia s. nastitie,"Pasar tradisional Jogja yg harganya murah, tempatnya tertata dan bersih, segala kebutuhan sehari-hari pun lengkap 👍 …",2017-10-14
Cahaya Safitri,"pasar tradisional yang padat setiap harinya,apalagi kalau pagi,pilihanya masih lengkap",2019-10-14
Stief A. Susanto,Salah Satu pasar traditional di jogja yang buka mulai dari dinihari sampai siang dengan harga yang cukup murah dan lengkap...,2017-10-14
Ekaputri Susilaputri1219,"Saya suka belanja di pasar sentul, dan saya di pasar sentul belanja jagung manis dan jagung biasa",2023-10-14
ama sinyo,Pasar masa kecil saya dari SD hingga kini sudah punya anak SMA,2023-10-14
Arif Dharmawan,Pasar lama atau pasar masyarakat. Rame selalu.  Mudah di jangkau karena ada di timur pakualaman . Lengkap dan rame pembeli.,2020-10-14
Joe Satrio,Kangen semua nya.  Apalagi kalau pagi. Banyak jajanan pasar dan ada gudeg bu dar nya pasti ya!!!,2017-10-14
wulan Woelandaree,Pasar tradisional favorit. lengkap dan harga2 lebih murah dr pasar2 lain. 👍 …,2020-10-14
Ruli Nurchotimah,Makan baso disini ada daging nya cuma 12.000 murah banget gaes...,2019-10-14
alam ginting,"Sayurannya  lengkap,  dan kl pagi,  murah murah,  terutama yang di luar yg di pinggir jalan.",2019-10-14
ari pujowati,Belum bisa tertata rapi pegang masih banyak yg di jln di luar area pasar,2021-10-14
fadila pashaperdani,"Pasar tradisional yg lengkap,tukang parkirnya ramah bgt",2021-10-14
Novita Gita,Pasar favorit buat belanja bahan-bahan masakan dan sayuran selama di Jogja 🤗🤗 …,2018-10-14
Gamat Spray,"Sayuran, jajanan, dll ada disini, harga terjangkau barang komplit...suka suka suka😍😍😍 …",2021-10-14
Deni Dwi Sari,"Pedagangnya ramah-ramah,maaf ga ada foto.kan belanja ga foto",2020-10-14
pakdhe buchang,Kalo malam ada jualan gudeg mercon...mantap,2022-10-14
Arfan Naufal Rafassya,Penjualnya ramah2 harga juga murah2 bila di bandingkan dengan pasar lainnya,2020-10-14
PIPIET ARIBOWO,"Pasarnya raamai, pedagang ramah, yuks yang suka ke pasar ...",2022-10-14
MUKTI BERSUKAHATI channel,Penjual kupat Musiman mulai berjajar di depan pasar.tradisi tiada henti,2017-10-14
Dony Akhja (Dony Akhja),"Pasarnya rapi, komplit, berada di pusat kota. Persis di selatan Kadipaten Pakualaman. Pasar yang penuh Nostalgia.",2020-10-14
Antok Susanto,"Sentra pasar yang terletak di pinggir jalan.
Berbagai macam kebutuhan tersedia",2020-10-14
Thomas Candraditya,"Kalau malam, penjual makan malam didepan pasar persis jadi favorit makan enak",2021-10-14
Suprastowo Prastowo,Pedagang dan tukang parkirnya sangat ramah dan bersahabat.,2021-10-14
dr. Intan,Bener2 tempat lengkap murah dan segar.. sayang agak kumuh tp lengkap koq suka saya,2021-10-14
Danys Andhika,Pasar tradisional sayur mayur Sentul yang semakin rapi dan nyaman,2022-10-14
nurputrikoto,Pasar ini jual pakis lho. Wc nya enak. Nyaman buat bertapa.,2020-10-14
Bukan Creators,Pasarnya lumayab bersih dan dagangan lumayan lengkap kecuali baju2,2018-10-14
Linda Oktavianingsih,"Bersih, banyak sayur-sayuran dan harga murah. Akses gampang",2021-10-14
Aldi Pangawikan,"Open from 02.00 AM. Many traditional market seller from fruits and veggtble, fresh and health.",2017-10-14
Lusiana Dewi,Serba ada.. Murah lagi..,2019-10-14
Bandi Ida86,Salad dan Juice nya bener2 uenak buah2an yg di pakai Bagus'2 dan seger2....,2020-10-14
Haryati IstiQomah,"Ramai mulai pukul 4 pagi sampai 11 siang
Bersih, murah",2017-10-14
Arief Hidayat,dulu kalau pagi-pagi suka beli soto di depan pasar sentul.. sotonya seger,2016-10-14
yoga lupa22,Mulai ada pergerakan pembeli.. bismillah lebih baik....rahayu,2022-10-14
Endang Tri purnomowati,Info : Monggo yang mau massage and relaksasi bisa hubungi kami,2021-10-14
Dewi Purwitasari,"Belanja sayuran lbh murah disini, makanan di sini jga enak2 dan hemat",2017-10-14
Vincentius Richard Él de Zorlo,"Lengkap
Masih bisa tawar menawar
Dan tentunya terjangkau",2019-10-14
# 310,"Rasanya enak,dan lumayan juga harganya,recommended nih bagi penyuka kuliner",2018-10-14
Dimas Rasyid,"Ada Pecel lele enak kalau malam
Sambel joss",2021-10-14
wirawan candra Sanjaya,dekat dengan rumah saya. tempat berbelanja bareng ibu saya waktu pulang ke jogja.,2019-10-14
rizal saiba,Ramai dan selalu lengkap kebutuhan masak dan dapur.,2022-10-14
admin supplierkerudung,Klo belanja disini cocoknya pagi2 setelah subuh.,2018-10-14
Septiana Angela,"Tempat belanja nyaman, gak jauh dari rumah",2021-10-14
Narna Sunarna,"Depot daging depan pasar sentul mantabs...fresh nendang, pelayanan ramah,",2020-10-14
Adhya,murah kalau belanja pagi dan diluar pagar hihi,2019-10-14
Arif,salah satu pasar tradisional jogja yang lengkap dan merakyat,2019-10-14
Aditya Hidayah Ramadhani,Disini menyediakan makanan tradisional dan berbagai lainnya.,2019-10-14
Zinnurain Bafadhal,Belanja hari2 lengkap disini,2023-10-14
Faiz Dewantara,Tempat berbelanja perlengakapan dapur yg murah,2019-10-14
khoirod surijal,.faforitnya kalo ibu kos saya belanja,2022-10-14
Dwik Syncore,Banyak pilihan... Semoga selalu bersih dan laris yaa,2020-10-14
Tansya Rizki,"Lengkap, sudah buka untuk kegiatan ekonomi",2022-10-14
Fransiska “Jenny” Widiastuti,A traditional market where you can find many things for filling in your kitchen,2017-10-14
Handri yanto,Pasar tradisional yg harus dipertahankan keberadaannya,2019-10-14
Christina Lebrine,Semua kita bisa dapatkan harga nggak kena tipu,2017-10-14
iwan nurdiantoro,Ada bakso dan soto yg murah meriah,2020-10-14
Ah Juicy,Kalo malem ada gudeg mercon enak di pojokan,2017-10-14
KaLie,"Tempat nya bersih, penjualnya jga ramah",2020-10-14
puji prihatiningsih,Pasarnya bersih.,2022-10-14
Septa Kusuma,Beli kebutuhan pokok hanya disini,2017-10-14
Rani Annisah,Nice place!,2019-10-14
ruth lado,Good,2019-10-14
Sigit Pranoto,Depan kompleks Pakualaman,2019-10-14
Yudo Pramono,"Hari biasa rame.. apalagi sabtu dan minggu.. jos gandos. Lengkap, lengkap, apapun yang ada.",2021-10-14
AHIN PRODUCTION,"Pasar tradisional..., serg kecil dl naik turun tangga..,",2019-10-14
nur cahyo,Pekerjaan yang luar biasa,2020-10-14
Intan Hidayah,Pedas. kolam renang,2017-10-14
Arri RS,seperti yang diketahui banyak orang,2022-10-14
ELMA DAN DANIYAL CHANEL ELMA DAN DANIYAL CHANEL,Jika,2020-10-14
Eko Priyatno Eko,Pasarnya sangat bagus,2020-10-14
Agung Santosa,Pasarnya berisiko dan pendapatannya bagus,2020-10-14
Wisnu,Ikuti terus prosesnya,2021-10-14
Heri Sulistiyanto22,Banyak orang,2019-10-14
fiza advertising,menyesap,2022-10-14
Mitra Agung,lulus menyesap,2017-10-14
SHetya SHamsonutama (Tyo),Manthul,2022-10-14
Daniel Katu Pongre,Suasananya sejuk,2020-10-14
bachrudin achmad,"Mak nyuuus...
Anda bisa kemepyar...",2017-10-14
widhiastuti kumalasari,Satu set,2020-10-14
Rahadian Lutfi widonarko,Mereka,2020-10-14
FAIRA Media,Bagus sekali,2019-10-14
Ghazz Max,Jozz,2020-10-14
Yumaroh Ym,Muraah,2019-10-14
Istianto Ari Wibowo,sial,2019-10-14
Ari W. R. P.,Mantaap,2019-10-14
Diikkaaa,Larissss,2018-10-14
STMGY Yogyakarta,milik Wu,2017-10-14
Hendri Hendri,Dll,2017-10-14
Willa Thomasa,Sesuai,2017-10-14
Dede Apriyanto,Prokes joss,2021-10-14
Fadholi Aprilian,Pasar yang lengkap,2020-10-14
Harya Dwi P.,Carilah itu,2019-10-14
mbah Tjokro,Jual tepung,2020-10-14
Dimas Surya Tama,Nakdekannan,2018-10-14
Ake Widyastomo,"Bangunan pasar baru mendapatkan revitalisasi dengan wajah baru. Fasad memiliki gaya arsitektur indis sementara bangunan terdiri atas tiga lantai, masing-masing dilengkapi eskalator. Ruang dalam lebih bersih dan tertata. Di area rooftop/plaza terdapat foodcourt dengan beragam pilihan kuliner menarik untuk dijajal.",2024-07-14
Florentina Retno Parwiyati,"Pasar tradisional disulap jadi pasar yang modern, tapi tetap mempertahankan pasar itu sendiri, bersih, nyaman, harga sayuran juga tetap murah. Diatas ada food court lengkap, merupakan pindahan dari halaman Pakualaman, belum terlalu ramai tapi nyaman dan rekomen buat dicoba",2024-08-14
muhammad iqbal,"Pasar sekarang sangat sangat bagus, mungkin penyerapan dari danais jogja. Terdsoat eskalator di agian tengah passr. Di rooftop juga ada foodcourt pindahan dari depan pakualaman. Semoga tetap bersih ddsn juga higienis",2024-06-14
Maghfirota A.,"kesini pas pasar sentul sudah direnov! bagus bangeeettt. bersih dan ada eskalator pula 👍 banyak makanan yang bisa kalian coba di lantai atas (rooftop). kata pak parkir, makanannya available sampe jam 8 malam 👍 …",2024-09-30
Rania Gantari,"Pasar tradisional yang mulai tertata dengan baik. Buka Pagi hingga malam. Untuk fasilitas parkir pengunjung ditempatkan di bagian depan pasar, lumayan luas. Terdapat akses masuk ke pasar buat penyandang difabilitas. Tentunya di area dalam …",2024-07-14
Namja Kamal,"kemarin jalan jalan ke pasar sentul buat tugas kuliah fotografi, penjualnya ramah ramah. tempatnya bersih dan tertata, sayur dan buahnya freshh",2024-01-14
retno widuri,"Kesini beli jajanan getuk .. ketan .. tiwul .. jenang dkk nya .. semuanya enak2 .. 👍🏻
Di Roof top nya sekarang ada jajanan pindahan dari sewandanan .. tapi belum semua pindah jadi belum begitu ramai .. …",2024-06-14
pandega saktya,"Sering banget saya bareng keluarga belanja di pasar ini, menurut saya pasarnya luas, kalau pagi dihalaman dalam itu jual sayuran, jajanan pasar, kelapa yg diparut, ada sate juga dan lain lain. Dan sekitar subuh biasanya ada pedagang yg jual …",2018-10-14
Dini Yuniyanti,Pasarnya semakin tertata dan bersih. Nyaman untuk belanja.,2024-10-09
Umar Ibnu Rochmad,Andyalan pasar pagi,2024-10-07
Suharjo Jasmani,lumayanbagus,2024-09-14
Mitra Komputer,Bersih,2024-04-14
tarrega prakoso,Bangunan baru lebih tertata dan bersih.,2024-03-14
Jaka Susila,Bagus,2024-01-14
priyohandoko “Priyo guide jogja” mulyo,yuk borong,2023-10-14
aku ghamboel,Sekarang lagi di pugar,2023-10-14
Ardhi Iswansyah,Kl sore ada gudeg mercon enak,2023-10-14
Novi Aulia rohman,Soto dipasar Sentul mantap,2023-10-14
hery setiawan,👍 …,2023-10-14
Rawindra Bima,"kesini pas malem beli pecel lele
harga 14.000
murah meriah
rasanya enak",2023-10-14
Ahmad Rifai,Joss,2023-10-14
Dedik Supriyanto,Bersih,2023-10-14
HENNY CKS,komplit dan murah,2023-10-14
TPQ An-Najaah Yogyakarta,Siip,2023-10-14
Hery Santoso,Bakmi Jawa dekat puro Pakualaman,2023-10-14
Agus Tini,Favorit cari ikan laut segar,2023-10-14
Tuan Encik,Komplit jajan pasarnya,2023-10-14
Stefena Gressanti Tanesib,👍👍 …,2023-10-14
Baim Basuki,Klw mau belanja pagi pagi masih lengkap sayuranya,2022-10-14
mu sky,Pasar tengah kota yang sibuk,2022-10-14
Yanuar ni,pasar sentul lengkap dan pagi rame,2022-10-14
Siti Noercholies,Near my house,2022-10-14
